transaction_id,amount,failure_reason,treatment,control,treatment_group,recovery_probability,confidence,control_recovery_probability,treatment_recovery_probability,incremental_recovery_probability,observed_recovery_probability,recovered,recovery_flag,recovered_amount,intervention_cost,customer_friction_cost,net_recovered_value,expected_control_recovery,expected_treatment_recovery,expected_incremental_recovery,expected_incremental_net_value,treatment_effect,calibrated_probability,recommended_policy,policy_threshold,expected_recovery,expected_intervention_cost,expected_friction_cost,expected_net_recovery,recovery_status,predicted_uplift,predicted_incremental_net_value,probability_band,amount_band,confidence_band
T0012356,10751.67,BANK_DECLINE,1,0,RECLAIM,0.6302343473349639,0.1171847939135019,0.6302343473349639,0.6584494609043477,0.0282151135693838,0.6584494609043477,1,1,8356.580552251402,1.5,0.25,8354.830552251402,5759.660966429275,6017.516618023231,257.8556515939563,256.1056515939563,0.0282151135693838,0.6302343473349639,INTERVENE,0.475,6776.071725210911,1.5,0.25,6774.321725210911,RECOVERED,-0.1523302289204089,-1639.5543523766935,0.60-0.70,"(2879.41, 26703.03]",0.10-0.20
T0039243,10270.54,BANK_DECLINE,0,1,CONTROL,0.6389831780173019,0.0912217439158943,0.6389831780173019,0.6657237452629116,0.0267405672456096,0.6389831780173019,1,1,9507.425262653916,0.0,0.0,9507.425262653916,5578.296945780747,5811.741001471663,233.44405569091575,231.69405569091575,0.0267405672456096,0.6389831780173019,INTERVENE,0.475,6562.70228915382,1.5,0.25,6560.95228915382,RECOVERED,-0.1497816791380268,-1538.33872685427,0.60-0.70,"(2879.41, 26703.03]",<0.10
T0031286,9521.22,BANK_DECLINE,0,1,CONTROL,0.6287335764479859,0.1216124856249022,0.6287335764479859,0.657200463125427,0.0284668866774411,0.6287335764479859,1,1,8104.972623509371,0.0,0.0,8104.972623509371,5088.364097335878,5318.747664491216,230.38356715533791,228.63356715533791,0.028466886677441,0.6287335764479859,INTERVENE,0.475,5986.310702748092,1.5,0.25,5984.560702748092,RECOVERED,-0.1325636559353591,-1262.1677321648604,0.60-0.70,"(2879.41, 26703.03]",0.10-0.20
T0011868,10458.95,BANK_DECLINE,0,1,CONTROL,0.5981609765876297,0.2103637059745792,0.5981609765876297,0.6316917091759187,0.0335307325882889,0.5981609765876297,1,1,9675.363336395352,0.0,0.0,9675.363336395352,5317.715384169012,5615.8072014326535,298.09181726364204,296.34181726364204,0.033530732588289,0.5981609765876297,INTERVENE,0.475,6256.13574608119,1.5,0.25,6254.38574608119,RECOVERED,-0.1290541048598363,-1349.7704300237858,0.50-0.60,"(2879.41, 26703.03]",0.20-0.30
T0034332,5766.06,PAYMENT_TIMEOUT,1,0,RECLAIM,0.7727617301670119,0.3581227359121448,0.7727617301670119,0.806830592727213,0.0340688625602011,0.806830592727213,1,1,4840.05320179909,1.5,0.25,4838.30320179909,3787.42192656978,3954.398566375573,166.97663980579227,165.22663980579227,0.0340688625602011,0.7727617301670119,INTERVENE,0.475,4455.790501846801,1.5,0.25,4454.040501846801,RECOVERED,-0.062242940786943,-360.6465311539608,>0.70,"(2879.41, 26703.03]",>0.30
T0014941,5939.97,PAYMENT_TIMEOUT,1,0,RECLAIM,0.7576086517576865,0.3000754720746486,0.7576086517576865,0.7895957451895267,0.0319870934318401,0.7895957451895267,1,1,4813.581223136217,1.5,0.25,4811.831223136217,3825.14676370394,3986.648782770418,161.50201906647862,159.75201906647862,0.0319870934318401,0.7576086517576865,INTERVENE,0.475,4500.172663181105,1.5,0.25,4498.422663181105,RECOVERED,-0.0491826917306689,-293.8937133994215,>0.70,"(2879.41, 26703.03]",>0.30
T0014445,9629.4,LIMIT_EXCEEDED,0,1,CONTROL,0.5981611344427697,0.210363254074124,0.5981611344427697,0.6316918411706084,0.0335307067278386,0.5981611344427697,0,0,0.0,0.0,0.0,0.0,4895.942903802726,5170.391403063018,274.448499260292,272.698499260292,0.0335307067278386,0.5981611344427697,INTERVENE,0.475,5759.932828003207,1.5,0.25,5758.182828003207,NOT_RECOVERED,-0.0811290553963246,-781.2241260333685,0.50-0.60,"(2879.41, 26703.03]",0.20-0.30
T0033473,6449.65,INSUFFICIENT_FUNDS,1,0,RECLAIM,0.7024991940002688,0.1071406321405179,0.7024991940002688,0.7277330506565828,0.0252338566563139,0.7277330506565828,0,0,0.0,1.5,0.25,-1.75,3851.2428375962586,3989.579949642144,138.33711204588553,136.58711204588553,0.0252338566563138,0.7024991940002688,INTERVENE,0.475,4530.873926583834,1.5,0.25,4529.123926583834,NOT_RECOVERED,-0.1859424393119311,-1201.0136537081964,>0.70,"(2879.41, 26703.03]",0.10-0.20
T0034060,10016.59,INSUFFICIENT_FUNDS,0,1,CONTROL,0.5623191342948527,0.3116724786304076,0.5623191342948527,0.6016632261329012,0.0393440918380485,0.5623191342948527,0,0,0.0,0.0,0.0,0.0,4787.642184778507,5122.621776112974,334.97959133446693,333.22959133446693,0.0393440918380485,0.5623191342948527,INTERVENE,0.475,5632.520217386479,1.5,0.25,5630.770217386479,NOT_RECOVERED,-0.1312000917702356,-1314.1775272248246,0.50-0.60,"(2879.41, 26703.03]",>0.30
T0018044,5641.17,NETWORK_ERROR,0,1,CONTROL,0.715079724355379,0.1490856151957607,0.715079724355379,0.7417607866867499,0.0266810623313709,0.715079724355379,1,1,4150.057046405621,0.0,0.0,4150.057046405621,3428.8033453455582,3556.738892478639,127.93554713308096,126.18554713308096,0.0266810623313709,0.715079724355379,INTERVENE,0.475,4033.8862886418337,1.5,0.25,4032.1362886418337,RECOVERED,0.116578657792229,657.640026977789,>0.70,"(2879.41, 26703.03]",0.10-0.20
T0022168,6466.34,INSUFFICIENT_FUNDS,0,1,CONTROL,0.6696797473342562,0.0022113768431868,0.6696797473342562,0.6913404681355007,0.0216607208012444,0.6696797473342562,0,0,0.0,0.0,0.0,0.0,3680.820396770785,3799.876144314816,119.05574754403142,117.30574754403142,0.0216607208012444,0.6696797473342562,INTERVENE,0.475,4330.376937377394,1.5,0.25,4328.626937377394,NOT_RECOVERED,-0.147746136915252,-955.3767549805708,0.60-0.70,"(2879.41, 26703.03]",<0.10
T0038652,8636.8,LIMIT_EXCEEDED,1,0,RECLAIM,0.5840131194331069,0.2506443732122766,0.5840131194331069,0.6198516570475006,0.0358385376143937,0.6198516570475006,0,0,0.0,1.5,0.25,-1.75,4287.403833431878,4550.504572849674,263.1007394177959,261.3507394177959,0.0358385376143937,0.5840131194331069,INTERVENE,0.475,5044.004509919857,1.5,0.25,5042.254509919857,NOT_RECOVERED,-0.0586612823677062,-508.3957635534056,0.50-0.60,"(2879.41, 26703.03]",0.20-0.30
T0034611,5469.4,NETWORK_ERROR,0,1,CONTROL,0.7246051905854395,0.1815892978749034,0.7246051905854395,0.7524155273193197,0.0278103367338802,0.7246051905854395,1,1,4116.292062923824,0.0,0.0,4116.292062923824,3368.6822849798023,3497.972262352244,129.28997737244163,127.53997737244164,0.0278103367338802,0.7246051905854395,INTERVENE,0.475,3963.1556293880026,1.5,0.25,3961.4056293880026,RECOVERED,0.1061300035677773,580.4674415136014,>0.70,"(2879.41, 26703.03]",0.10-0.20
T0017466,5768.13,NETWORK_ERROR,0,1,CONTROL,0.6965212398693966,0.0875704967862402,0.6965212398693966,0.7210836688293486,0.0245624289599519,0.6965212398693966,0,0,0.0,0.0,0.0,0.0,3414.9813004286834,3535.408691281936,120.42739085325228,118.67739085325228,0.0245624289599519,0.6965212398693966,INTERVENE,0.475,4017.625059327863,1.5,0.25,4015.875059327863,NOT_RECOVERED,0.1398845099781006,806.8720385399816,0.60-0.70,"(2879.41, 26703.03]",<0.10
T0007949,4973.81,PAYMENT_TIMEOUT,0,1,CONTROL,0.7429099582028869,0.2460834238288343,0.7429099582028869,0.7729818637380833,0.0300719055351964,0.7429099582028869,0,0,0.0,0.0,0.0,0.0,3140.829032327736,3267.965185127249,127.13615279951318,125.38615279951318,0.0300719055351965,0.7429099582028869,INTERVENE,0.475,3695.092979209101,1.5,0.25,3693.342979209101,NOT_RECOVERED,-0.0177191339917299,-88.13160583940648,>0.70,"(2879.41, 26703.03]",0.20-0.30
T0023546,9465.34,LIMIT_EXCEEDED,1,0,RECLAIM,0.5474726700846043,0.3530379533400074,0.5474726700846043,0.5891978345319435,0.0417251644473392,0.5891978345319435,0,0,0.0,1.5,0.25,-1.75,4404.712718599817,4740.414156442298,335.701437842481,333.951437842481,0.0417251644473391,0.5474726700846043,INTERVENE,0.475,5182.014963058608,1.5,0.25,5180.264963058608,NOT_RECOVERED,-0.0504509989681051,-479.28585857276414,0.50-0.60,"(2879.41, 26703.03]",>0.30
T0026292,4568.22,NETWORK_ERROR,1,0,RECLAIM,0.7679964612802801,0.3395857963402751,0.7679964612802801,0.8013979459707826,0.0334014846905025,0.8013979459707826,1,1,3385.797363619269,1.5,0.25,3384.047363619269,2982.120275197331,3111.817806031251,129.69753083392015,127.94753083392015,0.0334014846905025,0.7679964612802801,INTERVENE,0.475,3508.376794349801,1.5,0.25,3506.626794349801,RECOVERED,0.062113900230905,281.9999613128249,>0.70,"(2879.41, 26703.03]",>0.30
T0019706,4802.65,NETWORK_ERROR,1,0,RECLAIM,0.7482242481943917,0.2653609676380328,0.7482242481943917,0.7789776430512995,0.0307533948569077,0.7789776430512995,1,1,4303.471913160272,1.5,0.25,4301.721913160272,3054.440307752176,3179.9834307902747,125.54312303809913,123.79312303809913,0.0307533948569077,0.7482242481943917,INTERVENE,0.475,3593.459185590795,1.5,0.25,3591.709185590795,RECOVERED,0.0838112550590888,400.7661241095329,>0.70,"(2879.41, 26703.03]",0.20-0.30
T0011826,4436.97,PAYMENT_TIMEOUT,1,0,RECLAIM,0.77038425322718,0.3488405736317848,0.77038425322718,0.8041186301776589,0.0337343769504789,0.8041186301776589,1,1,3703.17880847002,1.5,0.25,3701.42880847002,2905.4460470351905,3032.6727027584625,127.22665572327196,125.47665572327196,0.033734376950479,0.77038425322718,INTERVENE,0.475,3418.1718200414007,1.5,0.25,3416.4218200414007,RECOVERED,-0.0398906539364659,-178.7436347964814,>0.70,"(2879.41, 26703.03]",>0.30
T0005295,4928.56,NETWORK_ERROR,0,1,CONTROL,0.7251505735562359,0.1834710635250316,0.7251505735562359,0.7530265013403941,0.0278759277841581,0.7251505735562359,1,1,4030.94824268264,0.0,0.0,4030.94824268264,3037.855894185373,3154.6358494292804,116.7799552439069,115.0299552439069,0.0278759277841581,0.7251505735562359,INTERVENE,0.475,3573.9481108063223,1.5,0.25,3572.1981108063223,RECOVERED,0.1128116713825774,555.9990911093158,>0.70,"(2879.41, 26703.03]",0.10-0.20
T0005715,6531.21,BANK_DECLINE,0,1,CONTROL,0.632694950688678,0.1099091933747394,0.632694950688678,0.6604965411164375,0.0278015904277595,0.632694950688678,0,0,0.0,0.0,0.0,0.0,3512.4240505542903,3666.765372159324,154.34132160503395,152.59132160503395,0.0278015904277595,0.632694950688678,INTERVENE,0.475,4132.2635888874,1.5,0.25,4130.5135888874,NOT_RECOVERED,-0.0880913242961786,-575.3429381564447,0.60-0.70,"(2879.41, 26703.03]",0.10-0.20
T0045321,5159.02,NETWORK_ERROR,0,1,CONTROL,0.7075664611678711,0.1239075435598238,0.7075664611678711,0.7333774744871877,0.0258110133193165,0.7075664611678711,0,0,0.0,0.0,0.0,0.0,3102.7970958201304,3215.982699664558,113.18560384442752,111.43560384442752,0.0258110133193165,0.7075664611678711,INTERVENE,0.475,3650.349524494271,1.5,0.25,3648.599524494271,NOT_RECOVERED,0.1336654168531889,689.5825588539386,>0.70,"(2879.41, 26703.03]",0.10-0.20
T0007824,6529.86,INSUFFICIENT_FUNDS,1,0,RECLAIM,0.6276140974418954,0.1249104854035306,0.6276140974418954,0.656268575874588,0.0286544784326925,0.656268575874588,0,0,0.0,1.5,0.25,-1.75,3483.497361773645,3642.540634431371,159.04327265772645,157.29327265772645,0.0286544784326925,0.6276140974418954,INTERVENE,0.475,4098.232190321935,1.5,0.25,4096.482190321935,NOT_RECOVERED,-0.1242139096604784,-812.8494401355715,0.60-0.70,"(2879.41, 26703.03]",0.10-0.20
T0032003,4222.16,PAYMENT_TIMEOUT,1,0,RECLAIM,0.7713212657248496,0.3524907513381641,0.7713212657248496,0.8051871052346973,0.0338658395098476,0.8051871052346973,1,1,3199.0892704984926,1.5,0.25,3197.3392704984926,2768.145525998906,2889.6844700020697,121.53894400316358,119.78894400316358,0.0338658395098476,0.7713212657248496,INTERVENE,0.475,3256.641795292831,1.5,0.25,3254.891795292831,RECOVERED,-0.0376607062148101,-160.75952735192263,>0.70,"(2879.41, 26703.03]",>0.30
T0012051,4494.92,NETWORK_ERROR,1,0,RECLAIM,0.7405869807993992,0.2377388935417459,0.7405869807993992,0.7703646866807988,0.0297777058813996,0.7703646866807988,1,1,3444.1846976001384,1.5,0.25,3442.4346976001384,2829.5473469746103,2943.3184918369675,113.77114486235725,112.02114486235725,0.0297777058813996,0.7405869807993992,INTERVENE,0.475,3328.879231734836,1.5,0.25,3327.129231734836,RECOVERED,0.0977873707521214,437.7964085411256,>0.70,"(2879.41, 26703.03]",0.20-0.30
T0042526,6160.93,BANK_DECLINE,1,0,RECLAIM,0.6335824506440818,0.107280003514071,0.6335824506440818,0.6612346650296721,0.0276522143855902,0.6612346650296721,0,0,0.0,1.5,0.25,-1.75,3317.9385584996467,3462.747412098069,144.8088535984225,143.0588535984225,0.0276522143855903,0.6335824506440818,INTERVENE,0.475,3903.457127646643,1.5,0.25,3901.707127646643,NOT_RECOVERED,-0.082726102320828,-511.4197255714592,0.60-0.70,"(2879.41, 26703.03]",0.10-0.20
T0037912,5740.47,BANK_DECLINE,1,0,RECLAIM,0.6453859763984557,0.0720476946896502,0.6453859763984557,0.6710396134855441,0.0256536370870883,0.6710396134855441,1,1,4516.171688365977,1.5,0.25,4514.421688365977,3149.096010545637,3274.270354521557,125.17434397592024,123.42434397592024,0.0256536370870883,0.6453859763984557,INTERVENE,0.475,3704.8188359360433,1.5,0.25,3703.0688359360433,RECOVERED,-0.0821397395788142,-473.2707108599959,0.60-0.70,"(2879.41, 26703.03]",<0.10
T0034042,4600.71,NETWORK_ERROR,1,0,RECLAIM,0.7138147920904749,0.1448191764871542,0.7138147920904749,0.7403481373092302,0.0265333452187552,0.7403481373092302,1,1,4234.574176930057,1.5,0.25,4232.824176930057,2791.4466243007832,2895.208016979956,103.7613926791728,102.0113926791728,0.0265333452187553,0.7138147920904749,INTERVENE,0.475,3284.0548521185688,1.5,0.25,3282.3048521185688,RECOVERED,0.1329465124599763,609.8983493397378,>0.70,"(2879.41, 26703.03]",0.10-0.20
T0009420,6727.76,BANK_DECLINE,1,0,RECLAIM,0.5957122545263369,0.2173668519630652,0.5957122545263369,0.629643833956253,0.033931579429916,0.629643833956253,1,1,5852.654659307329,1.5,0.25,5850.904659307329,3406.6377158852924,3600.678710286893,194.04099440160053,192.29099440160053,0.0339315794299161,0.5957122545263369,INTERVENE,0.475,4007.8090775121086,1.5,0.25,4006.0590775121086,RECOVERED,-0.0711474374400986,-480.4128837119978,0.50-0.60,"(2879.41, 26703.03]",0.20-0.30
T0029592,4308.03,NETWORK_ERROR,0,1,CONTROL,0.7254809887028696,0.1846122414474695,0.7254809887028696,0.7533967049634053,0.0279157162605356,0.7254809887028696,0,0,0.0,0.0,0.0,0.0,2656.58478419738,2758.8072658509736,102.22248165359406,100.47248165359406,0.0279157162605356,0.7254809887028696,INTERVENE,0.475,3125.393863761623,1.5,0.25,3123.643863761623,NOT_RECOVERED,0.1208175799616747,520.4857590022937,>0.70,"(2879.41, 26703.03]",0.10-0.20
T0016065,3864.42,PAYMENT_TIMEOUT,1,0,RECLAIM,0.761876865388894,0.3161658503626254,0.761876865388894,0.7944386383666009,0.0325617729777069,0.7944386383666009,1,1,3665.64999218565,1.5,0.25,3663.89999218565,2502.580366724227,2609.537878445161,106.95751172093378,105.20751172093378,0.0325617729777068,0.761876865388894,INTERVENE,0.475,2944.21219614615,1.5,0.25,2942.46219614615,RECOVERED,-0.0220309033867464,-86.88666366581053,>0.70,"(2879.41, 26703.03]",>0.30
T0008556,4692.25,INSUFFICIENT_FUNDS,0,1,CONTROL,0.6922066748257889,0.0735809086951433,0.6922066748257889,0.7162905820981678,0.0240839072723788,0.6922066748257889,0,0,0.0,0.0,0.0,0.0,2760.805754458612,2856.8623112726086,96.05655681399683,94.30655681399683,0.0240839072723788,0.6922066748257889,INTERVENE,0.475,3248.006769951308,1.5,0.25,3246.256769951308,NOT_RECOVERED,-0.1469840597380391,-689.6859543058143,0.60-0.70,"(2879.41, 26703.03]",<0.10
T0001623,4475.23,NETWORK_ERROR,0,1,CONTROL,0.7022727869988492,0.1063953600351892,0.7022727869988492,0.727481030655473,0.0252082436566237,0.7022727869988492,1,1,3168.3434833746483,0.0,0.0,3168.3434833746483,2671.4074078767303,2767.298192897248,95.8907850205178,94.1407850205178,0.0252082436566237,0.7022727869988492,INTERVENE,0.475,3142.83224456086,1.5,0.25,3141.08224456086,RECOVERED,0.1507669726410844,674.7168789725602,>0.70,"(2879.41, 26703.03]",0.10-0.20
T0005039,5727.91,BANK_DECLINE,1,0,RECLAIM,0.6207711313693436,0.1449840169254386,0.6207711313693436,0.6505684225330614,0.0297972911637177,0.6505684225330614,0,0,0.0,1.5,0.25,-1.75,3022.3629954195103,3167.437767144645,145.07477172513518,143.32477172513518,0.0297972911637177,0.6207711313693436,INTERVENE,0.475,3555.721171081777,1.5,0.25,3553.971171081777,NOT_RECOVERED,-0.0691867187683658,-398.0452983005101,0.60-0.70,"(2879.41, 26703.03]",0.10-0.20
T0022423,4379.85,INSUFFICIENT_FUNDS,0,1,CONTROL,0.7004615109790343,0.100444813557317,0.7004615109790343,0.7254653747048474,0.025003863725813,0.7004615109790343,1,1,3856.315736396845,0.0,0.0,3856.315736396845,2607.728896532295,2700.815093190872,93.08619665857714,91.33619665857714,0.025003863725813,0.7004615109790343,INTERVENE,0.475,3067.916348861524,1.5,0.25,3066.166348861524,RECOVERED,-0.1513449978320998,-662.8683887549226,>0.70,"(2879.41, 26703.03]",0.10-0.20
T0034352,3856.22,NETWORK_ERROR,0,1,CONTROL,0.7412821800266356,0.2402310446994255,0.7412821800266356,0.7711477007371775,0.0298655207105419,0.7412821800266356,0,0,0.0,0.0,0.0,0.0,2429.7650930229656,2527.6579085562107,97.89281553324508,96.14281553324508,0.0298655207105419,0.7412821800266356,INTERVENE,0.475,2858.5471682623124,1.5,0.25,2856.7971682623124,NOT_RECOVERED,0.1051385170636657,405.437252271249,>0.70,"(2879.41, 26703.03]",0.20-0.30
T0033814,3776.6,PAYMENT_TIMEOUT,1,0,RECLAIM,0.744264868187976,0.2509732572541798,0.744264868187976,0.774509394377835,0.0302445261898589,0.774509394377835,1,1,2938.404010810502,1.5,0.25,2936.654010810502,2389.172096018903,2486.2603519862314,97.08825596732822,95.33825596732822,0.0302445261898589,0.744264868187976,INTERVENE,0.475,2810.79070119871,1.5,0.25,2809.04070119871,RECOVERED,-0.0005139577616871,-3.691012882787756,>0.70,"(2879.41, 26703.03]",0.20-0.30
T0004825,4300.34,NETWORK_ERROR,1,0,RECLAIM,0.6988426686964625,0.0951438747352868,0.6988426686964625,0.7236646496551742,0.0248219809587116,0.7236646496551742,1,1,3550.347055557,1.5,0.25,3548.597055557,2554.471919616824,2645.203433573412,90.73151395658806,88.98151395658806,0.0248219809587117,0.6988426686964625,INTERVENE,0.475,3005.2610819021456,1.5,0.25,3003.5110819021456,RECOVERED,0.158048609350517,677.9127567344024,0.60-0.70,"(2879.41, 26703.03]",<0.10
T0017254,3815.13,PAYMENT_TIMEOUT,0,1,CONTROL,0.7338673547780701,0.2138698092476356,0.7338673547780701,0.7628061387769812,0.0289387839989111,0.7338673547780701,0,0,0.0,0.0,0.0,0.0,2379.82945704929,2473.673896597391,93.84443954810104,92.09443954810104,0.0289387839989111,0.7338673547780701,INTERVENE,0.475,2799.7993612344585,1.5,0.25,2798.0493612344585,NOT_RECOVERED,0.0111653581503824,42.59729284026857,>0.70,"(2879.41, 26703.03]",0.20-0.30
T0008276,3695.33,PAYMENT_TIMEOUT,1,0,RECLAIM,0.7440599576418109,0.2502326525652893,0.7440599576418109,0.7742783284897855,0.0302183708479746,0.7742783284897855,0,0,0.0,1.5,0.25,-1.75,2337.115020781636,2432.031845275435,94.91682449379914,93.16682449379914,0.0302183708479746,0.7440599576418109,INTERVENE,0.475,2749.5470832725127,1.5,0.25,2747.7970832725127,NOT_RECOVERED,0.0009982939485543,1.9390255769112708,>0.70,"(2879.41, 26703.03]",0.20-0.30
T0010198,4987.96,BANK_DECLINE,1,0,RECLAIM,0.6446243642253734,0.0743364690921551,0.6446243642253734,0.6704076525866323,0.0257832883612588,0.6704076525866323,0,0,0.0,1.5,0.25,-1.75,2733.0564622143543,2842.371571576615,109.31510936226096,107.56510936226096,0.0257832883612589,0.6446243642253734,INTERVENE,0.475,3215.3605437815936,1.5,0.25,3213.6105437815936,NOT_RECOVERED,-0.0698046356468776,-349.93273042119995,0.60-0.70,"(2879.41, 26703.03]",<0.10
T0002140,5450.57,BANK_DECLINE,1,0,RECLAIM,0.614677277339555,0.1627415186007144,0.614677277339555,0.6454869409697027,0.0308096636301477,0.6454869409697027,1,1,4445.543999382589,1.5,0.25,4443.793999382589,2847.7902984163597,2990.530992465048,142.74069404868806,140.99069404868806,0.0308096636301477,0.614677277339555,INTERVENE,0.475,3350.341527548658,1.5,0.25,3348.591527548658,RECOVERED,-0.0616223249684991,-337.6267958035525,0.60-0.70,"(2879.41, 26703.03]",0.10-0.20
T0020222,4322.65,INSUFFICIENT_FUNDS,0,1,CONTROL,0.6860048295880956,0.0536609970343313,0.6860048295880956,0.7094094054190572,0.0234045758309615,0.6860048295880956,1,1,3376.8932068230465,0.0,0.0,3376.8932068230465,2520.554960126134,2606.549281384484,85.99432125834983,84.24432125834983,0.0234045758309615,0.6860048295880956,INTERVENE,0.475,2965.358776618981,1.5,0.25,2963.608776618981,RECOVERED,-0.1339938290252494,-579.2084250359944,0.60-0.70,"(2879.41, 26703.03]",<0.10
