transaction_id,customer_id,timestamp,amount,payment_method
T0025998,C00572,2026-01-01 01:24:49,6550.01,NETBANKING
T0026994,C00592,2026-01-01 01:28:13,2872.56,CARD
T0023145,C00509,2026-01-01 01:28:31,1808.84,UPI
T0035186,C00765,2026-01-01 01:29:21,2136.53,CARD
T0035504,C00772,2026-01-01 01:29:39,1094.81,NETBANKING
T0001443,C00033,2026-01-01 01:30:49,1782.72,UPI
T0044727,C00976,2026-01-01 01:31:36,599.29,UPI
T0012628,C00277,2026-01-01 01:34:22,666.82,CARD
T0038000,C00826,2026-01-01 01:34:56,12245.01,UPI
T0020803,C00458,2026-01-01 01:35:05,1170.61,UPI
T0044499,C00971,2026-01-01 01:35:59,1574.93,CARD
T0036147,C00786,2026-01-01 01:36:46,837.31,UPI
T0041020,C00894,2026-01-01 01:36:52,6293.86,CARD
T0045608,C00995,2026-01-01 01:37:21,679.2,UPI
T0045289,C00987,2026-01-01 01:39:38,2152.4,NETBANKING
T0022003,C00484,2026-01-01 01:41:25,842.39,UPI
T0019995,C00439,2026-01-01 01:43:07,2331.06,UPI
T0018547,C00409,2026-01-01 01:43:15,756.32,CARD
T0035632,C00775,2026-01-01 01:44:38,2258.73,UPI
T0029682,C00645,2026-01-01 01:46:07,442.08,CARD
T0021202,C00467,2026-01-01 01:46:11,2241.0,UPI
T0024912,C00548,2026-01-01 01:47:07,3527.77,UPI
T0005406,C00119,2026-01-01 01:47:57,2943.32,UPI
T0015709,C00346,2026-01-01 01:49:13,1286.75,UPI
T0040802,C00889,2026-01-01 01:49:20,1102.66,CARD
T0006300,C00138,2026-01-01 01:50:01,2652.73,UPI
T0027593,C00604,2026-01-01 01:50:02,895.4,WALLET
T0009360,C00204,2026-01-01 01:51:00,340.52,UPI
T0010517,C00228,2026-01-01 01:54:05,938.89,CARD
T0038454,C00836,2026-01-01 01:54:59,662.2,NETBANKING
T0038919,C00847,2026-01-01 01:55:13,5248.07,CARD
T0018716,C00413,2026-01-01 01:55:31,705.81,CARD
T0014870,C00327,2026-01-01 01:55:55,3927.19,CARD
T0006749,C00147,2026-01-01 01:56:48,1815.08,UPI
T0030427,C00663,2026-01-01 01:58:15,3207.68,UPI
T0017415,C00382,2026-01-01 01:58:17,1050.31,UPI
T0041686,C00909,2026-01-01 02:00:06,970.93,CARD
T0024053,C00528,2026-01-01 02:02:03,937.86,CARD
T0044921,C00980,2026-01-01 02:04:48,2588.01,CARD
T0008300,C00180,2026-01-01 02:05:14,2104.12,UPI
T0034548,C00750,2026-01-01 02:07:03,1865.2,NETBANKING
T0034243,C00744,2026-01-01 02:08:04,267.93,UPI
T0035575,C00774,2026-01-01 02:09:49,1821.57,CARD
T0012391,C00272,2026-01-01 02:10:42,14448.15,UPI
T0021211,C00467,2026-01-01 02:12:32,1348.1,UPI
T0040227,C00876,2026-01-01 02:14:17,743.22,UPI
T0015198,C00335,2026-01-01 02:14:40,2542.98,WALLET
T0029755,C00647,2026-01-01 02:15:38,991.65,CARD
T0038662,C00842,2026-01-01 02:16:17,2772.65,CARD
T0036112,C00785,2026-01-01 02:17:02,756.98,UPI
T0027965,C00612,2026-01-01 02:17:15,1595.88,CARD
T0037491,C00814,2026-01-01 02:19:18,983.64,CARD
T0015312,C00338,2026-01-01 02:19:19,548.73,CARD
T0017556,C00385,2026-01-01 02:19:52,1802.09,CARD
T0016883,C00370,2026-01-01 02:20:52,12750.67,UPI
T0033600,C00730,2026-01-01 02:23:00,2853.83,NETBANKING
T0027453,C00601,2026-01-01 02:24:38,2247.08,UPI
T0040264,C00877,2026-01-01 02:24:43,895.66,UPI
T0045883,C01000,2026-01-01 02:24:48,6153.29,UPI
T0033947,C00737,2026-01-01 02:25:57,1109.94,UPI
T0003519,C00080,2026-01-01 02:26:14,24514.47,CARD
T0028531,C00624,2026-01-01 02:27:09,735.37,UPI
T0034280,C00745,2026-01-01 02:30:05,915.47,UPI
T0041835,C00912,2026-01-01 02:31:14,905.88,UPI
T0014918,C00328,2026-01-01 02:31:41,1935.49,CARD
T0043189,C00943,2026-01-01 02:39:22,389.1,UPI
T0010832,C00235,2026-01-01 02:40:07,1206.72,UPI
T0044563,C00972,2026-01-01 02:40:24,3199.78,CARD
T0000438,C00010,2026-01-01 02:41:08,1150.81,CARD
T0014516,C00320,2026-01-01 02:42:13,820.05,NETBANKING
T0019831,C00436,2026-01-01 02:42:23,2362.06,CARD
T0019603,C00431,2026-01-01 02:42:29,1512.82,UPI
T0009649,C00210,2026-01-01 02:42:34,1008.96,CARD
T0008747,C00190,2026-01-01 02:42:38,884.55,NETBANKING
T0027179,C00595,2026-01-01 02:42:57,860.29,UPI
T0034781,C00756,2026-01-01 02:43:51,5182.68,UPI
T0006956,C00153,2026-01-01 02:44:01,2860.33,UPI
T0013584,C00297,2026-01-01 02:46:14,979.28,WALLET
T0038238,C00832,2026-01-01 02:46:57,1090.95,NETBANKING
T0000544,C00013,2026-01-01 02:47:09,2257.97,CARD
T0030175,C00657,2026-01-01 02:47:14,621.46,NETBANKING
T0031375,C00681,2026-01-01 02:47:17,700.49,UPI
T0004533,C00099,2026-01-01 02:49:56,3875.7,CARD
T0004163,C00091,2026-01-01 02:51:00,3044.52,UPI
T0032204,C00699,2026-01-01 02:51:16,736.36,UPI
T0002374,C00055,2026-01-01 02:51:26,3973.08,WALLET
T0016935,C00371,2026-01-01 02:52:46,1808.16,UPI
T0038859,C00846,2026-01-01 02:52:57,1384.31,WALLET
T0007096,C00155,2026-01-01 02:53:30,711.69,UPI
T0043314,C00945,2026-01-01 02:56:09,1360.04,CARD
T0011314,C00247,2026-01-01 02:56:27,359.0,WALLET
T0030791,C00670,2026-01-01 02:58:04,2453.63,CARD
T0025736,C00567,2026-01-01 02:58:54,3734.85,CARD
T0008463,C00183,2026-01-01 02:59:00,591.17,UPI
T0009862,C00215,2026-01-01 02:59:11,408.13,CARD
T0045849,C01000,2026-01-01 03:03:16,272.88,UPI
T0040249,C00876,2026-01-01 03:05:05,5346.23,UPI
T0032046,C00696,2026-01-01 03:08:04,1557.75,UPI
T0041975,C00916,2026-01-01 03:08:27,1648.44,UPI
T0012335,C00271,2026-01-01 03:13:48,2043.54,CARD
T0035536,C00773,2026-01-01 03:13:50,1521.57,UPI
T0020412,C00450,2026-01-01 03:15:36,1664.6,CARD
T0030907,C00672,2026-01-01 03:18:36,2329.95,UPI
T0027602,C00605,2026-01-01 03:19:02,3206.0,CARD
T0006231,C00137,2026-01-01 03:19:30,935.21,CARD
T0000053,C00002,2026-01-01 03:21:47,995.58,NETBANKING
T0015791,C00347,2026-01-01 03:21:56,3085.7,WALLET
T0012392,C00272,2026-01-01 03:24:33,407.05,UPI
T0029933,C00652,2026-01-01 03:24:52,1738.38,UPI
T0002130,C00049,2026-01-01 03:26:57,502.48,CARD
T0035144,C00764,2026-01-01 03:27:09,1168.35,UPI
T0038258,C00833,2026-01-01 03:30:00,3616.84,UPI
T0008453,C00183,2026-01-01 03:30:09,802.13,UPI
T0020652,C00454,2026-01-01 03:31:05,751.52,UPI
T0018704,C00412,2026-01-01 03:31:09,734.77,NETBANKING
T0041182,C00898,2026-01-01 03:31:48,407.47,UPI
T0024771,C00545,2026-01-01 03:32:43,3831.01,UPI
T0032281,C00701,2026-01-01 03:33:40,3493.89,CARD
T0028638,C00626,2026-01-01 03:34:17,632.34,UPI
T0000001,C00001,2026-01-01 03:35:40,7178.93,WALLET
T0028559,C00625,2026-01-01 03:35:53,2881.92,WALLET
T0013058,C00287,2026-01-01 03:37:28,783.19,UPI
T0028990,C00633,2026-01-01 03:38:55,4935.65,CARD
T0013148,C00289,2026-01-01 03:39:41,2188.81,CARD
T0008978,C00194,2026-01-01 03:40:30,1462.05,UPI
T0000756,C00017,2026-01-01 03:40:35,1988.21,WALLET
T0005111,C00114,2026-01-01 03:42:32,402.7,CARD
T0044127,C00962,2026-01-01 03:42:56,441.17,CARD
T0036700,C00797,2026-01-01 03:43:13,1198.41,UPI
T0027890,C00611,2026-01-01 03:43:18,2298.69,UPI
T0027114,C00594,2026-01-01 03:43:24,1635.43,UPI
T0033881,C00736,2026-01-01 03:44:37,6250.6,NETBANKING
T0018868,C00415,2026-01-01 03:45:17,2162.11,UPI
T0002805,C00066,2026-01-01 03:46:47,759.44,UPI
T0041412,C00903,2026-01-01 03:47:26,2998.46,UPI
T0000332,C00008,2026-01-01 03:48:45,1068.65,CARD
T0014014,C00307,2026-01-01 03:49:18,4506.43,CARD
T0029600,C00643,2026-01-01 03:50:13,638.94,UPI
T0039685,C00865,2026-01-01 03:50:53,180.38,UPI
T0037265,C00809,2026-01-01 03:51:33,1659.09,CARD
T0028924,C00632,2026-01-01 03:51:34,1745.21,UPI
T0030297,C00660,2026-01-01 03:51:41,875.9,WALLET
T0010106,C00220,2026-01-01 03:52:04,5965.73,WALLET
T0010949,C00238,2026-01-01 03:53:46,1115.54,NETBANKING
T0005112,C00114,2026-01-01 03:54:41,6824.92,CARD
T0003686,C00082,2026-01-01 03:54:42,693.89,UPI
T0023337,C00513,2026-01-01 03:55:18,2249.42,UPI
T0020421,C00450,2026-01-01 03:55:32,1417.43,CARD
T0006523,C00142,2026-01-01 03:58:12,2586.16,CARD
T0022715,C00500,2026-01-01 03:59:12,1182.64,UPI
T0018179,C00401,2026-01-01 04:00:00,4809.42,UPI
T0003485,C00079,2026-01-01 04:01:10,4789.31,CARD
T0024844,C00547,2026-01-01 04:02:46,332.17,CARD
T0004216,C00093,2026-01-01 04:02:57,932.07,NETBANKING
T0035305,C00768,2026-01-01 04:04:33,488.28,UPI
T0020773,C00457,2026-01-01 04:06:19,2599.39,UPI
T0012686,C00278,2026-01-01 04:06:45,2551.47,NETBANKING
T0037737,C00819,2026-01-01 04:07:10,3863.33,CARD
T0008090,C00175,2026-01-01 04:07:44,4167.28,UPI
T0028320,C00620,2026-01-01 04:08:20,5102.78,CARD
T0011967,C00263,2026-01-01 04:11:14,3419.77,CARD
T0010150,C00221,2026-01-01 04:16:34,1710.16,UPI
T0006056,C00133,2026-01-01 04:16:54,2023.69,UPI
T0012681,C00278,2026-01-01 04:17:59,843.95,NETBANKING
T0031503,C00684,2026-01-01 04:18:33,3549.52,UPI
T0014089,C00309,2026-01-01 04:19:48,394.9,UPI
T0042657,C00933,2026-01-01 04:20:09,2095.6,UPI
T0030805,C00670,2026-01-01 04:20:49,1836.55,CARD
T0032973,C00718,2026-01-01 04:22:33,591.63,CARD
T0023507,C00516,2026-01-01 04:22:47,1594.73,UPI
T0010158,C00221,2026-01-01 04:23:42,879.96,UPI
T0036318,C00790,2026-01-01 04:23:50,1241.32,CARD
T0019139,C00421,2026-01-01 04:27:14,2229.46,UPI
T0031615,C00685,2026-01-01 04:27:30,1668.42,CARD
T0002817,C00066,2026-01-01 04:27:57,560.59,UPI
T0044436,C00968,2026-01-01 04:29:30,217.87,UPI
T0039888,C00869,2026-01-01 04:31:06,1607.53,CARD
T0030877,C00672,2026-01-01 04:31:09,100.0,UPI
T0023631,C00520,2026-01-01 04:31:31,2601.41,UPI
T0000512,C00012,2026-01-01 04:34:21,3065.37,UPI
T0037315,C00810,2026-01-01 04:34:25,529.63,UPI
T0025830,C00569,2026-01-01 04:34:26,5202.91,UPI
T0017336,C00380,2026-01-01 04:36:23,1214.67,UPI
T0036579,C00796,2026-01-01 04:36:28,711.17,UPI
T0002320,C00054,2026-01-01 04:38:27,339.7,NETBANKING
T0038384,C00835,2026-01-01 04:38:47,713.85,CARD
T0010030,C00218,2026-01-01 04:38:51,1256.7,CARD
T0036850,C00800,2026-01-01 04:39:37,1672.07,UPI
T0039190,C00854,2026-01-01 04:39:55,2076.23,CARD
T0041914,C00914,2026-01-01 04:40:04,9236.38,UPI
T0037118,C00806,2026-01-01 04:40:21,2821.05,UPI
T0018982,C00418,2026-01-01 04:41:33,4767.11,NETBANKING
T0008597,C00186,2026-01-01 04:42:01,1457.39,CARD
T0006555,C00143,2026-01-01 04:42:13,1538.29,CARD
T0041341,C00901,2026-01-01 04:42:29,621.85,UPI
T0000998,C00022,2026-01-01 04:43:10,1089.98,WALLET
T0034860,C00757,2026-01-01 04:43:54,766.89,UPI
T0044151,C00963,2026-01-01 04:44:15,3030.46,UPI
T0019218,C00423,2026-01-01 04:44:27,1267.36,NETBANKING
T0028812,C00630,2026-01-01 04:45:04,398.98,CARD
T0001751,C00040,2026-01-01 04:45:10,1842.96,UPI
T0027661,C00605,2026-01-01 04:46:59,1287.98,CARD
T0012453,C00273,2026-01-01 04:47:06,1448.77,UPI
T0031957,C00694,2026-01-01 04:47:09,339.87,CARD
T0036753,C00798,2026-01-01 04:47:33,2365.03,UPI
T0000945,C00021,2026-01-01 04:47:55,1750.13,UPI
T0021325,C00469,2026-01-01 04:48:50,1294.31,CARD
T0021507,C00474,2026-01-01 04:48:52,1720.56,UPI
T0035342,C00769,2026-01-01 04:49:00,7632.2,UPI
T0024331,C00535,2026-01-01 04:53:07,4285.44,UPI
T0022688,C00499,2026-01-01 04:53:43,1851.96,UPI
T0015721,C00346,2026-01-01 04:54:41,737.85,UPI
T0042359,C00926,2026-01-01 04:56:33,1894.24,UPI
T0023147,C00509,2026-01-01 04:56:50,1122.01,UPI
T0045835,C01000,2026-01-01 04:57:25,1219.62,UPI
T0014593,C00322,2026-01-01 04:57:43,570.33,UPI
T0002105,C00047,2026-01-01 05:00:29,1729.58,NETBANKING
T0010987,C00238,2026-01-01 05:01:03,2864.37,NETBANKING
T0030096,C00655,2026-01-01 05:02:20,4009.55,UPI
T0025282,C00555,2026-01-01 05:02:36,1328.8,UPI
T0024393,C00536,2026-01-01 05:03:56,1652.65,UPI
T0044441,C00969,2026-01-01 05:05:23,629.27,UPI
T0004599,C00101,2026-01-01 05:12:55,1193.17,UPI
T0044232,C00964,2026-01-01 05:13:53,2921.39,UPI
T0036779,C00799,2026-01-01 05:13:57,681.74,CARD
T0038103,C00828,2026-01-01 05:14:33,2611.43,CARD
T0028710,C00628,2026-01-01 05:16:15,1067.39,UPI
T0031010,C00675,2026-01-01 05:17:16,541.56,CARD
T0044581,C00972,2026-01-01 05:17:21,2804.9,CARD
T0016478,C00360,2026-01-01 05:18:40,2088.21,UPI
T0045049,C00983,2026-01-01 05:18:42,2259.55,CARD
T0014775,C00325,2026-01-01 05:19:21,559.79,NETBANKING
T0039156,C00852,2026-01-01 05:19:35,750.31,NETBANKING
T0031563,C00684,2026-01-01 05:19:50,713.97,UPI
T0018729,C00413,2026-01-01 05:21:40,430.42,CARD
T0025671,C00565,2026-01-01 05:23:06,903.16,UPI
T0037299,C00810,2026-01-01 05:23:51,1660.8,UPI
T0015964,C00350,2026-01-01 05:24:31,2456.91,NETBANKING
T0002884,C00068,2026-01-01 05:24:41,2793.52,CARD
T0019863,C00437,2026-01-01 05:24:58,2633.9,NETBANKING
T0042317,C00925,2026-01-01 05:26:29,3535.22,UPI
T0006623,C00144,2026-01-01 05:26:56,936.9,UPI
T0016054,C00352,2026-01-01 05:30:09,2135.79,UPI
T0006429,C00140,2026-01-01 05:30:40,605.44,CARD
T0039642,C00863,2026-01-01 05:31:54,2096.9,UPI
T0034910,C00758,2026-01-01 05:32:06,9371.13,CARD
T0032276,C00701,2026-01-01 05:33:30,1511.6,CARD
T0013826,C00302,2026-01-01 05:33:30,2133.05,UPI
T0044037,C00959,2026-01-01 05:33:51,1939.05,UPI
T0041744,C00909,2026-01-01 05:34:12,946.2,CARD
T0025620,C00562,2026-01-01 05:34:15,1650.78,CARD
T0040751,C00888,2026-01-01 05:34:28,564.61,CARD
T0040924,C00892,2026-01-01 05:34:55,2682.27,WALLET
T0011995,C00264,2026-01-01 05:35:26,1573.07,UPI
T0030986,C00674,2026-01-01 05:36:05,1854.78,CARD
T0015731,C00346,2026-01-01 05:36:20,3483.36,UPI
T0041815,C00911,2026-01-01 05:36:45,832.33,UPI
T0016298,C00356,2026-01-01 05:36:54,1639.18,UPI
T0032244,C00700,2026-01-01 05:37:32,3314.42,NETBANKING
T0003589,C00081,2026-01-01 05:37:33,1764.35,UPI
T0017024,C00374,2026-01-01 05:38:40,2113.38,UPI
T0027848,C00610,2026-01-01 05:40:22,690.94,UPI
T0002617,C00060,2026-01-01 05:40:57,2171.52,UPI
T0040694,C00887,2026-01-01 05:41:19,878.91,NETBANKING
T0035936,C00780,2026-01-01 05:41:30,823.94,UPI
T0027627,C00605,2026-01-01 05:43:08,2797.68,CARD
T0044951,C00981,2026-01-01 05:43:30,3046.9,CARD
T0038375,C00835,2026-01-01 05:44:06,2196.52,CARD
T0030318,C00660,2026-01-01 05:44:40,3074.13,WALLET
T0043764,C00954,2026-01-01 05:45:47,1613.77,UPI
T0031439,C00682,2026-01-01 05:46:04,1066.26,UPI
T0033484,C00728,2026-01-01 05:46:26,4270.13,UPI
T0019739,C00434,2026-01-01 05:47:22,1937.36,CARD
T0027969,C00612,2026-01-01 05:47:25,386.47,CARD
T0031865,C00692,2026-01-01 05:48:19,1944.17,NETBANKING
T0036001,C00782,2026-01-01 05:48:51,1063.18,NETBANKING
T0036134,C00785,2026-01-01 05:52:08,2049.22,UPI
T0004303,C00095,2026-01-01 05:54:06,2886.12,UPI
T0038455,C00836,2026-01-01 05:55:22,5182.3,NETBANKING
T0003415,C00078,2026-01-01 05:55:29,2944.09,UPI
T0025232,C00554,2026-01-01 05:55:58,755.46,WALLET
T0004907,C00109,2026-01-01 05:56:02,2360.87,UPI
T0017803,C00391,2026-01-01 05:56:52,2822.03,UPI
T0010042,C00219,2026-01-01 05:58:48,7345.83,NETBANKING
T0026068,C00573,2026-01-01 06:00:55,850.9,UPI
T0036004,C00782,2026-01-01 06:00:55,2930.72,NETBANKING
T0015001,C00330,2026-01-01 06:01:52,413.38,UPI
T0032560,C00708,2026-01-01 06:02:28,9905.82,UPI
T0020621,C00453,2026-01-01 06:03:12,339.73,UPI
T0030713,C00669,2026-01-01 06:04:51,1529.62,CARD
T0023864,C00525,2026-01-01 06:05:11,1685.24,CARD
T0015332,C00339,2026-01-01 06:05:24,3073.0,UPI
T0009564,C00209,2026-01-01 06:07:34,1599.17,CARD
T0039316,C00855,2026-01-01 06:08:47,396.42,NETBANKING
T0042414,C00928,2026-01-01 06:09:27,187.2,UPI
T0034359,C00746,2026-01-01 06:11:37,1765.01,UPI
T0029218,C00637,2026-01-01 06:11:41,953.28,CARD
T0004047,C00089,2026-01-01 06:12:03,3258.67,UPI
T0031096,C00676,2026-01-01 06:12:51,8366.71,UPI
T0002570,C00059,2026-01-01 06:13:01,720.45,UPI
T0008913,C00193,2026-01-01 06:13:25,772.2,UPI
T0027887,C00611,2026-01-01 06:13:28,2297.52,UPI
T0000498,C00012,2026-01-01 06:14:44,1429.99,UPI
T0007800,C00169,2026-01-01 06:14:52,6368.45,CARD
T0008516,C00185,2026-01-01 06:15:51,1402.05,CARD
T0020300,C00447,2026-01-01 06:16:06,3905.82,CARD
T0003975,C00088,2026-01-01 06:18:28,518.36,UPI
T0038045,C00827,2026-01-01 06:20:39,816.2,CARD
T0040874,C00891,2026-01-01 06:21:00,1501.01,UPI
T0031480,C00683,2026-01-01 06:21:24,925.82,UPI
T0043775,C00954,2026-01-01 06:21:27,2328.13,UPI
T0031745,C00689,2026-01-01 06:24:25,1863.43,UPI
T0025379,C00558,2026-01-01 06:24:52,1498.72,CARD
T0026775,C00588,2026-01-01 06:25:22,860.26,UPI
T0018688,C00412,2026-01-01 06:25:33,2914.49,NETBANKING
T0011963,C00263,2026-01-01 06:26:04,2799.02,CARD
T0014939,C00329,2026-01-01 06:26:26,1445.11,UPI
T0040394,C00880,2026-01-01 06:27:49,1290.47,UPI
T0001752,C00040,2026-01-01 06:28:11,3913.21,UPI
T0043756,C00954,2026-01-01 06:30:40,3251.33,UPI
T0017796,C00391,2026-01-01 06:32:15,897.33,UPI
T0026461,C00583,2026-01-01 06:32:23,2180.32,CARD
T0003928,C00087,2026-01-01 06:32:34,1204.04,WALLET
T0011592,C00254,2026-01-01 06:35:50,3144.37,CARD
T0008876,C00192,2026-01-01 06:36:47,811.51,CARD
T0027861,C00611,2026-01-01 06:37:15,1544.47,UPI
T0026670,C00587,2026-01-01 06:37:59,949.2,UPI
T0030184,C00657,2026-01-01 06:38:07,144.07,NETBANKING
T0025312,C00556,2026-01-01 06:38:30,1450.97,NETBANKING
T0007960,C00173,2026-01-01 06:38:34,726.46,UPI
T0041069,C00894,2026-01-01 06:38:41,1736.01,CARD
T0008638,C00187,2026-01-01 06:39:15,1813.67,UPI
T0039892,C00869,2026-01-01 06:39:42,2607.25,CARD
T0044705,C00976,2026-01-01 06:42:11,441.59,UPI
T0035494,C00772,2026-01-01 06:42:40,2273.26,NETBANKING
T0043118,C00941,2026-01-01 06:43:33,1916.88,CARD
T0012603,C00276,2026-01-01 06:44:21,926.58,UPI
T0021410,C00472,2026-01-01 06:44:26,3637.32,UPI
T0040647,C00887,2026-01-01 06:44:42,9505.03,NETBANKING
T0011540,C00253,2026-01-01 06:46:42,971.52,CARD
T0022194,C00488,2026-01-01 06:46:57,1054.74,UPI
T0024289,C00534,2026-01-01 06:47:08,3598.47,CARD
T0021035,C00463,2026-01-01 06:47:30,749.97,CARD
T0024656,C00542,2026-01-01 06:47:31,471.1,WALLET
T0014113,C00310,2026-01-01 06:49:05,3052.94,CARD
T0003239,C00075,2026-01-01 06:49:22,1319.3,CARD
T0030319,C00660,2026-01-01 06:50:02,2280.24,WALLET
T0018070,C00398,2026-01-01 06:52:28,7716.69,WALLET
T0031282,C00680,2026-01-01 06:52:59,2098.45,UPI
T0017295,C00378,2026-01-01 06:53:09,1824.32,UPI
T0027710,C00606,2026-01-01 06:53:53,1922.54,UPI
