transaction_id,customer_id,production_decision,production_intervention_selected,has_observed_outcome,recovered_x,recovered_amount_x,outcome_matched,observed_outcome_available,recovered_y,recovered_amount_y
RECLAIM-V2-000124,C00229,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000125,C00712,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000126,C00537,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000127,C00218,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000128,C00459,TARGET,1,0,,,0,0,,
RECLAIM-V2-000129,C00551,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000130,C00598,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000131,C00413,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000132,C00886,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000133,C00497,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000134,C00265,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000135,C00803,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000136,C00435,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000137,C00516,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000138,C00317,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000139,C00921,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000140,C00899,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000141,C00961,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000142,C00241,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000143,C00173,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000144,C00073,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000145,C00978,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000146,C00421,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000147,C00999,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000148,C00124,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000149,C00961,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000150,C00624,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000151,C00352,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000152,C00206,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000153,C00823,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000154,C00643,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000155,C00485,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000156,C00062,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000157,C00955,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000158,C00261,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000159,C00842,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000160,C00816,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000161,C00361,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000162,C00846,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000163,C00783,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000164,C00964,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000165,C00265,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000166,C00492,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000167,C00222,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000168,C00482,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000169,C00032,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000170,C00319,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000171,C00233,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000172,C00384,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000173,C00401,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000174,C00770,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000175,C00295,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000176,C00538,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000177,C00041,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000178,C00999,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000179,C00779,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000180,C00604,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000181,C00218,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000182,C00404,TARGET,1,0,,,0,0,,
RECLAIM-V2-000183,C00404,TARGET,1,0,,,0,0,,
RECLAIM-V2-000184,C00943,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000185,C00803,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000186,C00904,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000187,C00931,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000188,C00585,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000189,C00266,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000190,C00565,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000191,C00746,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000192,C00563,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000193,C00352,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000194,C00842,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000195,C00585,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000196,C00187,TARGET,1,0,,,0,0,,
RECLAIM-V2-000197,C00886,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000198,C00870,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000199,C00780,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000200,C00221,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000201,C00220,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000202,C00109,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000203,C00551,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000204,C00054,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000205,C00551,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000206,C00840,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000207,C00136,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000208,C00434,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000209,C00080,TARGET,1,0,,,0,0,,
RECLAIM-V2-000210,C00780,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000211,C00417,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000212,C00643,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000213,C00089,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000214,C00173,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000215,C00512,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000216,C00440,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000217,C00032,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000218,C00653,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000219,C00053,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000220,C00669,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000221,C00727,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000222,C00886,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000223,C00221,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000224,C00584,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000225,C00935,TARGET,1,0,,,0,0,,
RECLAIM-V2-000226,C00348,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000227,C00817,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000228,C00448,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000229,C00480,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000230,C00945,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000231,C00417,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000232,C00397,TARGET,1,0,,,0,0,,
RECLAIM-V2-000233,C00550,TARGET,1,0,,,0,0,,
RECLAIM-V2-000234,C00378,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000235,C00936,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000236,C00110,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000237,C00981,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000238,C00102,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000239,C00097,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000240,C00414,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000241,C00816,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000242,C00563,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000243,C00174,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000244,C00709,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000245,C00809,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000246,C00819,TARGET,1,0,,,0,0,,
RECLAIM-V2-000247,C00005,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000248,C00307,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000249,C00930,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000250,C00899,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000251,C00746,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000252,C00238,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000253,C00614,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000254,C00107,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000255,C00140,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000256,C00663,TARGET,1,0,,,0,0,,
RECLAIM-V2-000257,C00803,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000258,C00542,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000259,C00445,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000260,C00132,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000261,C00943,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000262,C00124,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000263,C00516,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000264,C00146,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000265,C00199,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000266,C00270,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000267,C00629,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000268,C00624,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000269,C00205,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000270,C00502,TARGET,1,0,,,0,0,,
RECLAIM-V2-000271,C00919,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000272,C00122,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000273,C00986,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000274,C00015,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000275,C00214,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000276,C00450,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000277,C00803,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000278,C00158,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000279,C00289,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000280,C00649,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000281,C00384,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000282,C00384,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000283,C00485,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000284,C00022,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000285,C00096,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000286,C00783,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000287,C00590,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000288,C00497,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000289,C00185,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000290,C00907,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000291,C00519,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000292,C00502,TARGET,1,0,,,0,0,,
RECLAIM-V2-000293,C00517,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000294,C00070,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000295,C00182,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000296,C00378,TARGET,1,0,,,0,0,,
RECLAIM-V2-000297,C00142,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000298,C00354,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000299,C00888,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000300,C00429,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000301,C00265,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000302,C00803,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000303,C00435,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000304,C00307,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000305,C00433,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000306,C00687,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000307,C00945,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000308,C00542,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000309,C00145,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000310,C00348,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000311,C00080,TARGET,1,0,,,0,0,,
RECLAIM-V2-000312,C00448,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000313,C00519,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000314,C00551,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000315,C00595,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000316,C00550,TARGET,1,0,,,0,0,,
RECLAIM-V2-000317,C00448,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000318,C00495,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000319,C00764,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000320,C00653,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000321,C00622,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000322,C00110,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000323,C00980,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000324,C00727,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000325,C00345,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000326,C00243,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000327,C00911,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000328,C00795,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000329,C00353,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000330,C00708,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000331,C00842,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000332,C00517,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000333,C00842,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000334,C00395,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000335,C00325,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000336,C00727,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000337,C00174,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000338,C00897,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000339,C00081,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000340,C00041,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000341,C00196,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000342,C00906,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000343,C00810,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000344,C00417,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000345,C00493,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000346,C00241,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000347,C00649,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000348,C00124,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000349,C00739,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000350,C00315,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000351,C00935,TARGET,1,0,,,0,0,,
RECLAIM-V2-000352,C00037,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000353,C00622,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000354,C00325,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000355,C00196,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000356,C00875,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000357,C00291,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000358,C00391,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000359,C00404,TARGET,1,0,,,0,0,,
RECLAIM-V2-000360,C00816,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000361,C00275,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000362,C00463,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000363,C00834,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000364,C00463,RETRY_ALL,0,0,,,0,0,,
RECLAIM-V2-000365,C00567,TARGET,1,0,,,0,0,,
RECLAIM-V2-000366,C00233,RETRY_ALL,0,0,,,0,0,,
