transaction_id,production_decision,production_intervention_selected,recovered,recovered_amount,outcome_matched,observed_outcome_available
RECLAIM-V2-000132,RETRY_ALL,0,,,0,0
RECLAIM-V2-000133,RETRY_ALL,0,,,0,0
RECLAIM-V2-000134,RETRY_ALL,0,,,0,0
RECLAIM-V2-000135,RETRY_ALL,0,,,0,0
RECLAIM-V2-000136,RETRY_ALL,0,,,0,0
RECLAIM-V2-000137,RETRY_ALL,0,,,0,0
RECLAIM-V2-000138,RETRY_ALL,0,,,0,0
RECLAIM-V2-000139,RETRY_ALL,0,,,0,0
RECLAIM-V2-000140,RETRY_ALL,0,,,0,0
RECLAIM-V2-000141,RETRY_ALL,0,,,0,0
RECLAIM-V2-000142,RETRY_ALL,0,,,0,0
RECLAIM-V2-000143,RETRY_ALL,0,,,0,0
RECLAIM-V2-000144,RETRY_ALL,0,,,0,0
RECLAIM-V2-000145,RETRY_ALL,0,,,0,0
RECLAIM-V2-000146,RETRY_ALL,0,,,0,0
RECLAIM-V2-000147,RETRY_ALL,0,,,0,0
RECLAIM-V2-000148,RETRY_ALL,0,,,0,0
RECLAIM-V2-000149,RETRY_ALL,0,,,0,0
RECLAIM-V2-000150,RETRY_ALL,0,,,0,0
RECLAIM-V2-000151,RETRY_ALL,0,,,0,0
RECLAIM-V2-000152,RETRY_ALL,0,,,0,0
RECLAIM-V2-000153,RETRY_ALL,0,,,0,0
RECLAIM-V2-000154,RETRY_ALL,0,,,0,0
RECLAIM-V2-000155,RETRY_ALL,0,,,0,0
RECLAIM-V2-000156,RETRY_ALL,0,,,0,0
RECLAIM-V2-000157,RETRY_ALL,0,,,0,0
RECLAIM-V2-000158,RETRY_ALL,0,,,0,0
RECLAIM-V2-000159,RETRY_ALL,0,,,0,0
RECLAIM-V2-000160,RETRY_ALL,0,,,0,0
RECLAIM-V2-000161,RETRY_ALL,0,,,0,0
RECLAIM-V2-000162,RETRY_ALL,0,,,0,0
RECLAIM-V2-000163,RETRY_ALL,0,,,0,0
RECLAIM-V2-000164,RETRY_ALL,0,,,0,0
RECLAIM-V2-000165,RETRY_ALL,0,,,0,0
RECLAIM-V2-000166,RETRY_ALL,0,,,0,0
RECLAIM-V2-000167,RETRY_ALL,0,,,0,0
RECLAIM-V2-000168,RETRY_ALL,0,,,0,0
RECLAIM-V2-000169,RETRY_ALL,0,,,0,0
RECLAIM-V2-000170,RETRY_ALL,0,,,0,0
RECLAIM-V2-000171,RETRY_ALL,0,,,0,0
RECLAIM-V2-000172,RETRY_ALL,0,,,0,0
RECLAIM-V2-000173,RETRY_ALL,0,,,0,0
RECLAIM-V2-000174,RETRY_ALL,0,,,0,0
RECLAIM-V2-000175,RETRY_ALL,0,,,0,0
RECLAIM-V2-000176,RETRY_ALL,0,,,0,0
RECLAIM-V2-000177,RETRY_ALL,0,,,0,0
RECLAIM-V2-000178,RETRY_ALL,0,,,0,0
RECLAIM-V2-000179,RETRY_ALL,0,,,0,0
RECLAIM-V2-000180,RETRY_ALL,0,,,0,0
RECLAIM-V2-000181,RETRY_ALL,0,,,0,0
RECLAIM-V2-000182,TARGET,1,,,0,0
RECLAIM-V2-000183,TARGET,1,,,0,0
RECLAIM-V2-000184,RETRY_ALL,0,,,0,0
RECLAIM-V2-000185,RETRY_ALL,0,,,0,0
RECLAIM-V2-000186,RETRY_ALL,0,,,0,0
RECLAIM-V2-000187,RETRY_ALL,0,,,0,0
RECLAIM-V2-000188,RETRY_ALL,0,,,0,0
RECLAIM-V2-000189,RETRY_ALL,0,,,0,0
RECLAIM-V2-000190,RETRY_ALL,0,,,0,0
RECLAIM-V2-000191,RETRY_ALL,0,,,0,0
RECLAIM-V2-000192,RETRY_ALL,0,,,0,0
RECLAIM-V2-000193,RETRY_ALL,0,,,0,0
RECLAIM-V2-000194,RETRY_ALL,0,,,0,0
RECLAIM-V2-000195,RETRY_ALL,0,,,0,0
RECLAIM-V2-000196,TARGET,1,,,0,0
RECLAIM-V2-000197,RETRY_ALL,0,,,0,0
RECLAIM-V2-000198,RETRY_ALL,0,,,0,0
RECLAIM-V2-000199,RETRY_ALL,0,,,0,0
RECLAIM-V2-000200,RETRY_ALL,0,,,0,0
RECLAIM-V2-000201,RETRY_ALL,0,,,0,0
RECLAIM-V2-000202,RETRY_ALL,0,,,0,0
RECLAIM-V2-000203,RETRY_ALL,0,,,0,0
RECLAIM-V2-000204,RETRY_ALL,0,,,0,0
RECLAIM-V2-000205,RETRY_ALL,0,,,0,0
RECLAIM-V2-000206,RETRY_ALL,0,,,0,0
RECLAIM-V2-000207,RETRY_ALL,0,,,0,0
RECLAIM-V2-000208,RETRY_ALL,0,,,0,0
RECLAIM-V2-000209,TARGET,1,,,0,0
RECLAIM-V2-000210,RETRY_ALL,0,,,0,0
RECLAIM-V2-000211,RETRY_ALL,0,,,0,0
RECLAIM-V2-000212,RETRY_ALL,0,,,0,0
RECLAIM-V2-000213,RETRY_ALL,0,,,0,0
RECLAIM-V2-000214,RETRY_ALL,0,,,0,0
RECLAIM-V2-000215,RETRY_ALL,0,,,0,0
RECLAIM-V2-000216,RETRY_ALL,0,,,0,0
RECLAIM-V2-000217,RETRY_ALL,0,,,0,0
RECLAIM-V2-000218,RETRY_ALL,0,,,0,0
RECLAIM-V2-000219,RETRY_ALL,0,,,0,0
RECLAIM-V2-000220,RETRY_ALL,0,,,0,0
RECLAIM-V2-000221,RETRY_ALL,0,,,0,0
RECLAIM-V2-000222,RETRY_ALL,0,,,0,0
RECLAIM-V2-000223,RETRY_ALL,0,,,0,0
RECLAIM-V2-000224,RETRY_ALL,0,,,0,0
RECLAIM-V2-000225,TARGET,1,,,0,0
RECLAIM-V2-000226,RETRY_ALL,0,,,0,0
RECLAIM-V2-000227,RETRY_ALL,0,,,0,0
RECLAIM-V2-000228,RETRY_ALL,0,,,0,0
RECLAIM-V2-000229,RETRY_ALL,0,,,0,0
RECLAIM-V2-000230,RETRY_ALL,0,,,0,0
RECLAIM-V2-000231,RETRY_ALL,0,,,0,0
RECLAIM-V2-000232,TARGET,1,,,0,0
RECLAIM-V2-000233,TARGET,1,,,0,0
RECLAIM-V2-000234,RETRY_ALL,0,,,0,0
RECLAIM-V2-000235,RETRY_ALL,0,,,0,0
RECLAIM-V2-000236,RETRY_ALL,0,,,0,0
RECLAIM-V2-000237,RETRY_ALL,0,,,0,0
RECLAIM-V2-000238,RETRY_ALL,0,,,0,0
RECLAIM-V2-000239,RETRY_ALL,0,,,0,0
RECLAIM-V2-000240,RETRY_ALL,0,,,0,0
RECLAIM-V2-000241,RETRY_ALL,0,,,0,0
RECLAIM-V2-000242,RETRY_ALL,0,,,0,0
RECLAIM-V2-000243,RETRY_ALL,0,,,0,0
RECLAIM-V2-000244,RETRY_ALL,0,,,0,0
RECLAIM-V2-000245,RETRY_ALL,0,,,0,0
RECLAIM-V2-000246,TARGET,1,,,0,0
RECLAIM-V2-000247,RETRY_ALL,0,,,0,0
RECLAIM-V2-000248,RETRY_ALL,0,,,0,0
RECLAIM-V2-000249,RETRY_ALL,0,,,0,0
RECLAIM-V2-000250,RETRY_ALL,0,,,0,0
RECLAIM-V2-000251,RETRY_ALL,0,,,0,0
RECLAIM-V2-000252,RETRY_ALL,0,,,0,0
RECLAIM-V2-000253,RETRY_ALL,0,,,0,0
RECLAIM-V2-000254,RETRY_ALL,0,,,0,0
RECLAIM-V2-000255,RETRY_ALL,0,,,0,0
RECLAIM-V2-000256,TARGET,1,,,0,0
RECLAIM-V2-000257,RETRY_ALL,0,,,0,0
RECLAIM-V2-000258,RETRY_ALL,0,,,0,0
RECLAIM-V2-000259,RETRY_ALL,0,,,0,0
RECLAIM-V2-000260,RETRY_ALL,0,,,0,0
RECLAIM-V2-000261,RETRY_ALL,0,,,0,0
RECLAIM-V2-000262,RETRY_ALL,0,,,0,0
RECLAIM-V2-000263,RETRY_ALL,0,,,0,0
RECLAIM-V2-000264,RETRY_ALL,0,,,0,0
RECLAIM-V2-000265,RETRY_ALL,0,,,0,0
RECLAIM-V2-000266,RETRY_ALL,0,,,0,0
RECLAIM-V2-000267,RETRY_ALL,0,,,0,0
RECLAIM-V2-000268,RETRY_ALL,0,,,0,0
RECLAIM-V2-000269,RETRY_ALL,0,,,0,0
RECLAIM-V2-000270,TARGET,1,,,0,0
RECLAIM-V2-000271,RETRY_ALL,0,,,0,0
RECLAIM-V2-000272,RETRY_ALL,0,,,0,0
RECLAIM-V2-000273,RETRY_ALL,0,,,0,0
RECLAIM-V2-000274,RETRY_ALL,0,,,0,0
RECLAIM-V2-000275,RETRY_ALL,0,,,0,0
RECLAIM-V2-000276,RETRY_ALL,0,,,0,0
RECLAIM-V2-000277,RETRY_ALL,0,,,0,0
RECLAIM-V2-000278,RETRY_ALL,0,,,0,0
RECLAIM-V2-000279,RETRY_ALL,0,,,0,0
RECLAIM-V2-000280,RETRY_ALL,0,,,0,0
RECLAIM-V2-000281,RETRY_ALL,0,,,0,0
RECLAIM-V2-000282,RETRY_ALL,0,,,0,0
RECLAIM-V2-000283,RETRY_ALL,0,,,0,0
RECLAIM-V2-000284,RETRY_ALL,0,,,0,0
RECLAIM-V2-000285,RETRY_ALL,0,,,0,0
RECLAIM-V2-000286,RETRY_ALL,0,,,0,0
RECLAIM-V2-000287,RETRY_ALL,0,,,0,0
RECLAIM-V2-000288,RETRY_ALL,0,,,0,0
RECLAIM-V2-000289,RETRY_ALL,0,,,0,0
RECLAIM-V2-000290,RETRY_ALL,0,,,0,0
RECLAIM-V2-000291,RETRY_ALL,0,,,0,0
RECLAIM-V2-000292,TARGET,1,,,0,0
RECLAIM-V2-000293,RETRY_ALL,0,,,0,0
RECLAIM-V2-000294,RETRY_ALL,0,,,0,0
RECLAIM-V2-000295,RETRY_ALL,0,,,0,0
RECLAIM-V2-000296,TARGET,1,,,0,0
RECLAIM-V2-000297,RETRY_ALL,0,,,0,0
RECLAIM-V2-000298,RETRY_ALL,0,,,0,0
RECLAIM-V2-000299,RETRY_ALL,0,,,0,0
RECLAIM-V2-000300,RETRY_ALL,0,,,0,0
RECLAIM-V2-000301,RETRY_ALL,0,,,0,0
RECLAIM-V2-000302,RETRY_ALL,0,,,0,0
RECLAIM-V2-000303,RETRY_ALL,0,,,0,0
RECLAIM-V2-000304,RETRY_ALL,0,,,0,0
RECLAIM-V2-000305,RETRY_ALL,0,,,0,0
RECLAIM-V2-000306,RETRY_ALL,0,,,0,0
RECLAIM-V2-000307,RETRY_ALL,0,,,0,0
RECLAIM-V2-000308,RETRY_ALL,0,,,0,0
RECLAIM-V2-000309,RETRY_ALL,0,,,0,0
RECLAIM-V2-000310,RETRY_ALL,0,,,0,0
RECLAIM-V2-000311,TARGET,1,,,0,0
RECLAIM-V2-000312,RETRY_ALL,0,,,0,0
RECLAIM-V2-000313,RETRY_ALL,0,,,0,0
RECLAIM-V2-000314,RETRY_ALL,0,,,0,0
RECLAIM-V2-000315,RETRY_ALL,0,,,0,0
RECLAIM-V2-000316,TARGET,1,,,0,0
RECLAIM-V2-000317,RETRY_ALL,0,,,0,0
RECLAIM-V2-000318,RETRY_ALL,0,,,0,0
RECLAIM-V2-000319,RETRY_ALL,0,,,0,0
RECLAIM-V2-000320,RETRY_ALL,0,,,0,0
RECLAIM-V2-000321,RETRY_ALL,0,,,0,0
RECLAIM-V2-000322,RETRY_ALL,0,,,0,0
RECLAIM-V2-000323,RETRY_ALL,0,,,0,0
RECLAIM-V2-000324,RETRY_ALL,0,,,0,0
RECLAIM-V2-000325,RETRY_ALL,0,,,0,0
RECLAIM-V2-000326,RETRY_ALL,0,,,0,0
RECLAIM-V2-000327,RETRY_ALL,0,,,0,0
RECLAIM-V2-000328,RETRY_ALL,0,,,0,0
RECLAIM-V2-000329,RETRY_ALL,0,,,0,0
RECLAIM-V2-000330,RETRY_ALL,0,,,0,0
RECLAIM-V2-000331,RETRY_ALL,0,,,0,0
RECLAIM-V2-000332,RETRY_ALL,0,,,0,0
RECLAIM-V2-000333,RETRY_ALL,0,,,0,0
RECLAIM-V2-000334,RETRY_ALL,0,,,0,0
RECLAIM-V2-000335,RETRY_ALL,0,,,0,0
RECLAIM-V2-000336,RETRY_ALL,0,,,0,0
RECLAIM-V2-000337,RETRY_ALL,0,,,0,0
RECLAIM-V2-000338,RETRY_ALL,0,,,0,0
RECLAIM-V2-000339,RETRY_ALL,0,,,0,0
RECLAIM-V2-000340,RETRY_ALL,0,,,0,0
RECLAIM-V2-000341,RETRY_ALL,0,,,0,0
RECLAIM-V2-000342,RETRY_ALL,0,,,0,0
RECLAIM-V2-000343,RETRY_ALL,0,,,0,0
RECLAIM-V2-000344,RETRY_ALL,0,,,0,0
RECLAIM-V2-000345,RETRY_ALL,0,,,0,0
RECLAIM-V2-000346,RETRY_ALL,0,,,0,0
RECLAIM-V2-000347,RETRY_ALL,0,,,0,0
RECLAIM-V2-000348,RETRY_ALL,0,,,0,0
RECLAIM-V2-000349,RETRY_ALL,0,,,0,0
RECLAIM-V2-000350,RETRY_ALL,0,,,0,0
RECLAIM-V2-000351,TARGET,1,,,0,0
RECLAIM-V2-000352,RETRY_ALL,0,,,0,0
RECLAIM-V2-000353,RETRY_ALL,0,,,0,0
RECLAIM-V2-000354,RETRY_ALL,0,,,0,0
RECLAIM-V2-000355,RETRY_ALL,0,,,0,0
RECLAIM-V2-000356,RETRY_ALL,0,,,0,0
RECLAIM-V2-000357,RETRY_ALL,0,,,0,0
RECLAIM-V2-000358,RETRY_ALL,0,,,0,0
RECLAIM-V2-000359,TARGET,1,,,0,0
RECLAIM-V2-000360,RETRY_ALL,0,,,0,0
RECLAIM-V2-000361,RETRY_ALL,0,,,0,0
RECLAIM-V2-000362,RETRY_ALL,0,,,0,0
RECLAIM-V2-000363,RETRY_ALL,0,,,0,0
RECLAIM-V2-000364,RETRY_ALL,0,,,0,0
RECLAIM-V2-000365,TARGET,1,,,0,0
RECLAIM-V2-000366,RETRY_ALL,0,,,0,0
RECLAIM-V2-000367,RETRY_ALL,0,,,0,0
RECLAIM-V2-000368,RETRY_ALL,0,,,0,0
RECLAIM-V2-000369,RETRY_ALL,0,,,0,0
RECLAIM-V2-000370,RETRY_ALL,0,,,0,0
RECLAIM-V2-000371,RETRY_ALL,0,,,0,0
RECLAIM-V2-000372,RETRY_ALL,0,,,0,0
RECLAIM-V2-000373,RETRY_ALL,0,,,0,0
RECLAIM-V2-000374,RETRY_ALL,0,,,0,0
RECLAIM-V2-000375,RETRY_ALL,0,,,0,0
RECLAIM-V2-000376,RETRY_ALL,0,,,0,0
RECLAIM-V2-000377,RETRY_ALL,0,,,0,0
RECLAIM-V2-000378,RETRY_ALL,0,,,0,0
RECLAIM-V2-000379,RETRY_ALL,0,,,0,0
RECLAIM-V2-000380,RETRY_ALL,0,,,0,0
RECLAIM-V2-000381,TARGET,1,,,0,0
RECLAIM-V2-000382,RETRY_ALL,0,,,0,0
RECLAIM-V2-000383,RETRY_ALL,0,,,0,0
RECLAIM-V2-000384,RETRY_ALL,0,,,0,0
RECLAIM-V2-000385,RETRY_ALL,0,,,0,0
RECLAIM-V2-000386,RETRY_ALL,0,,,0,0
RECLAIM-V2-000387,RETRY_ALL,0,,,0,0
RECLAIM-V2-000388,RETRY_ALL,0,,,0,0
RECLAIM-V2-000389,RETRY_ALL,0,,,0,0
RECLAIM-V2-000390,RETRY_ALL,0,,,0,0
RECLAIM-V2-000391,RETRY_ALL,0,,,0,0
RECLAIM-V2-000392,RETRY_ALL,0,,,0,0
RECLAIM-V2-000393,RETRY_ALL,0,,,0,0
RECLAIM-V2-000394,RETRY_ALL,0,,,0,0
RECLAIM-V2-000395,RETRY_ALL,0,,,0,0
RECLAIM-V2-000396,RETRY_ALL,0,,,0,0
RECLAIM-V2-000397,RETRY_ALL,0,,,0,0
RECLAIM-V2-000398,RETRY_ALL,0,,,0,0
RECLAIM-V2-000399,RETRY_ALL,0,,,0,0
RECLAIM-V2-000400,TARGET,1,,,0,0
RECLAIM-V2-000401,RETRY_ALL,0,,,0,0
RECLAIM-V2-000402,RETRY_ALL,0,,,0,0
RECLAIM-V2-000403,RETRY_ALL,0,,,0,0
RECLAIM-V2-000404,RETRY_ALL,0,,,0,0
RECLAIM-V2-000405,RETRY_ALL,0,,,0,0
RECLAIM-V2-000406,RETRY_ALL,0,,,0,0
RECLAIM-V2-000407,RETRY_ALL,0,,,0,0
RECLAIM-V2-000408,RETRY_ALL,0,,,0,0
RECLAIM-V2-000409,RETRY_ALL,0,,,0,0
RECLAIM-V2-000410,RETRY_ALL,0,,,0,0
RECLAIM-V2-000411,RETRY_ALL,0,,,0,0
RECLAIM-V2-000412,RETRY_ALL,0,,,0,0
RECLAIM-V2-000413,RETRY_ALL,0,,,0,0
RECLAIM-V2-000414,RETRY_ALL,0,,,0,0
RECLAIM-V2-000415,RETRY_ALL,0,,,0,0
RECLAIM-V2-000416,RETRY_ALL,0,,,0,0
RECLAIM-V2-000417,RETRY_ALL,0,,,0,0
RECLAIM-V2-000418,RETRY_ALL,0,,,0,0
RECLAIM-V2-000419,RETRY_ALL,0,,,0,0
RECLAIM-V2-000420,RETRY_ALL,0,,,0,0
RECLAIM-V2-000421,RETRY_ALL,0,,,0,0
RECLAIM-V2-000422,RETRY_ALL,0,,,0,0
RECLAIM-V2-000423,RETRY_ALL,0,,,0,0
RECLAIM-V2-000424,RETRY_ALL,0,,,0,0
RECLAIM-V2-000425,RETRY_ALL,0,,,0,0
RECLAIM-V2-000426,RETRY_ALL,0,,,0,0
RECLAIM-V2-000427,RETRY_ALL,0,,,0,0
RECLAIM-V2-000428,RETRY_ALL,0,,,0,0
RECLAIM-V2-000429,RETRY_ALL,0,,,0,0
RECLAIM-V2-000430,RETRY_ALL,0,,,0,0
RECLAIM-V2-000431,RETRY_ALL,0,,,0,0
RECLAIM-V2-000432,RETRY_ALL,0,,,0,0
RECLAIM-V2-000433,RETRY_ALL,0,,,0,0
RECLAIM-V2-000434,RETRY_ALL,0,,,0,0
RECLAIM-V2-000435,RETRY_ALL,0,,,0,0
RECLAIM-V2-000436,RETRY_ALL,0,,,0,0
RECLAIM-V2-000437,RETRY_ALL,0,,,0,0
RECLAIM-V2-000438,RETRY_ALL,0,,,0,0
RECLAIM-V2-000439,RETRY_ALL,0,,,0,0
RECLAIM-V2-000440,RETRY_ALL,0,,,0,0
RECLAIM-V2-000441,RETRY_ALL,0,,,0,0
RECLAIM-V2-000442,RETRY_ALL,0,,,0,0
RECLAIM-V2-000443,RETRY_ALL,0,,,0,0
RECLAIM-V2-000444,RETRY_ALL,0,,,0,0
RECLAIM-V2-000445,RETRY_ALL,0,,,0,0
RECLAIM-V2-000446,RETRY_ALL,0,,,0,0
RECLAIM-V2-000447,RETRY_ALL,0,,,0,0
RECLAIM-V2-000448,RETRY_ALL,0,,,0,0
RECLAIM-V2-000449,RETRY_ALL,0,,,0,0
RECLAIM-V2-000450,RETRY_ALL,0,,,0,0
RECLAIM-V2-000451,RETRY_ALL,0,,,0,0
RECLAIM-V2-000452,RETRY_ALL,0,,,0,0
RECLAIM-V2-000453,RETRY_ALL,0,,,0,0
RECLAIM-V2-000454,TARGET,1,,,0,0
RECLAIM-V2-000455,RETRY_ALL,0,,,0,0
RECLAIM-V2-000456,RETRY_ALL,0,,,0,0
RECLAIM-V2-000457,RETRY_ALL,0,,,0,0
RECLAIM-V2-000458,RETRY_ALL,0,,,0,0
RECLAIM-V2-000459,RETRY_ALL,0,,,0,0
RECLAIM-V2-000460,RETRY_ALL,0,,,0,0
RECLAIM-V2-000461,RETRY_ALL,0,,,0,0
RECLAIM-V2-000462,RETRY_ALL,0,,,0,0
RECLAIM-V2-000463,RETRY_ALL,0,,,0,0
RECLAIM-V2-000464,RETRY_ALL,0,,,0,0
RECLAIM-V2-000465,TARGET,1,,,0,0
RECLAIM-V2-000466,RETRY_ALL,0,,,0,0
