transaction_id,amount,recovery_probability,confidence,expected_recovery,expected_net_recovery,recommended_action,policy_selected,recovery_flag,recovered_amount,actual_recovered,actual_recovered_amount
T0011868,10458.95,0.3948181470127104,0.2103637059745792,4129.383258698587,2497.2778121939036,INTERVENE,RETRY_ALL,1,10458.95,1,10458.95
T0034332,5766.06,0.6790613679560724,0.3581227359121448,3915.5085913167914,2657.1206202633343,INTERVENE,RETRY_ALL,1,5766.06,1,5766.06
T0014941,5939.97,0.6500377360373243,0.3000754720746486,3861.204650929625,2508.1787296670805,INTERVENE,RETRY_ALL,1,5939.97,1,5939.97
T0014445,9629.4,0.394818372962938,0.210363254074124,3801.864040609315,2299.068265869644,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0033473,6449.65,0.553570316070259,0.1071406321405179,3570.3347890425457,1974.6813576469235,INTERVENE,RETRY_ALL,1,6449.65,1,6449.65
T0034060,10016.59,0.3441637606847962,0.3116724786304076,3447.3472836377227,2259.145278114447,INTERVENE,RETRY_ALL,1,10016.59,1,10016.59
T0018044,5641.17,0.5745428075978803,0.1490856151957607,3241.0936499369345,1860.3970453224279,INTERVENE,RETRY_ALL,1,5641.17,1,5641.17
T0022168,6466.34,0.5011056884215934,0.0022113768431868,3240.3197572680865,1621.992662671915,INTERVENE,RETRY_ALL,1,6466.34,1,6466.34
T0038652,8636.8,0.3746778133938617,0.2506443732122766,3236.0173387201044,2021.8034381438322,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0034611,5469.4,0.5907946489374517,0.1815892978749034,3231.292252898498,1907.2801721654755,INTERVENE,RETRY_ALL,1,5469.4,1,5469.4
T0017466,5768.13,0.5437852483931201,0.0875704967862402,3136.6240048138084,1703.8998635735,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0007949,4973.81,0.6230417119144172,0.2460834238288343,3098.8910971370474,1928.9884141966124,INTERVENE,RETRY_ALL,1,4973.81,1,4973.81
T0023546,9465.34,0.3234810233299963,0.3530379533400074,3061.857869366347,2069.654952492719,INTERVENE,RETRY_ALL,1,9465.34,1,9465.34
T0026292,4568.22,0.6697928981701375,0.3395857963402751,3059.761313278786,2047.6563977298642,INTERVENE,RETRY_ALL,1,4568.22,1,4568.22
T0019706,4802.65,0.6326804838190164,0.2653609676380328,3038.542925613399,1920.676808281935,INTERVENE,RETRY_ALL,1,4802.65,1,4802.65
T0011826,4436.97,0.6744202868158924,0.3488405736317848,2992.3825799935103,2016.3735178621032,INTERVENE,RETRY_ALL,1,4436.97,1,4436.97
T0005295,4928.56,0.5917355317625158,0.1834710635250316,2916.404072423465,1723.989914629866,INTERVENE,RETRY_ALL,1,4928.56,1,4928.56
T0005715,6531.21,0.4450454033126302,0.1099091933747394,2906.6849885694837,1611.3281955288094,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0045321,5159.02,0.5619537717799119,0.1239075435598238,2899.1307476880015,1627.4274585463886,INTERVENE,RETRY_ALL,1,5159.02,1,5159.02
T0007824,6529.86,0.4375447572982346,0.1249104854035306,2857.10600889145,1605.2442536557126,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0032003,4222.16,0.676245375669082,0.3524907513381641,2855.2161753349715,1929.0767351058373,INTERVENE,RETRY_ALL,1,4222.16,1,4222.16
T0012051,4494.92,0.618869446770873,0.2377388935417459,2781.768653679332,1719.8016277470845,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0042526,6160.93,0.4463599982429644,0.107280003514071,2749.992703975027,1520.7559654605689,INTERVENE,RETRY_ALL,1,6160.93,1,6160.93
T0037912,5740.47,0.4639761526551749,0.0720476946896502,2663.441185032452,1425.917991177755,INTERVENE,RETRY_ALL,1,5740.47,1,5740.47
T0034042,4600.71,0.5724095882435771,0.1448191764871542,2633.4905167281077,1505.6852223237013,INTERVENE,RETRY_ALL,1,4600.71,1,4600.71
T0009420,6727.76,0.3913165740184673,0.2173668519630652,2632.6839940184836,1600.7211130059152,INTERVENE,RETRY_ALL,1,6727.76,1,6727.76
T0029592,4308.03,0.5923061207237348,0.1846122414474695,2551.672537261471,1509.6212619026314,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0016065,3864.42,0.6580829251813127,0.3161658503626254,2543.1088177291685,1671.8264898256011,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0008556,4692.25,0.5367904543475717,0.0735809086951433,2518.755009412393,1350.2936458927006,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0001623,4475.23,0.5531976800175946,0.1063953600351892,2475.68685354514,1367.7942238312298,INTERVENE,RETRY_ALL,1,4475.23,1,4475.23
T0005039,5727.91,0.4275079915372807,0.1449840169254386,2448.7272998063054,1400.1268100436032,INTERVENE,RETRY_ALL,1,5727.91,1,5727.91
T0022423,4379.85,0.5502224067786585,0.100444813557317,2409.8916083295076,1324.226360810754,INTERVENE,RETRY_ALL,1,4379.85,1,4379.85
T0034352,3856.22,0.6201155223497128,0.2402310446994255,2391.3018795954094,1481.1334141611571,INTERVENE,RETRY_ALL,1,3856.22,1,3856.22
T0033814,3776.6,0.6254866286270899,0.2509732572541798,2362.2128016730676,1475.7825214182399,INTERVENE,RETRY_ALL,1,3776.6,1,3776.6
T0004825,4300.34,0.5475719373676434,0.0951438747352868,2354.745505139572,1287.6425582570255,INTERVENE,RETRY_ALL,1,4300.34,1,4300.34
T0017254,3815.13,0.6069349046238178,0.2138698092476356,2315.5355626774663,1403.6293558867062,INTERVENE,RETRY_ALL,1,3815.13,1,3815.13
T0008276,3695.33,0.6251163262826447,0.2502326525652893,2310.0111140020454,1442.275661257038,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0010198,4987.96,0.4628317654539224,0.0743364690921551,2308.586332813547,1238.3492446946564,INTERVENE,RETRY_ALL,1,4987.96,1,4987.96
T0002140,5450.57,0.4186292406996428,0.1627415186007144,2281.767980480252,1324.8031833590467,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0020222,4322.65,0.5268304985171657,0.0536609970343313,2277.303854415226,1198.0031248966363,INTERVENE,RETRY_ALL,1,4322.65,1,4322.65
T0021895,3974.88,0.5710221741335135,0.142044348267027,2269.7446195198204,1294.324507366052,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0020862,5537.97,0.4086783522356417,0.1826432955287166,2263.2484543304167,1336.5578053147992,INTERVENE,RETRY_ALL,1,5537.97,1,5537.97
T0041250,3761.39,0.6003157745549079,0.2006315491098158,2258.021751253085,1353.7760765653254,INTERVENE,RETRY_ALL,1,3761.39,1,3761.39
T0006659,5457.57,0.4102589046152505,0.179482190769499,2239.0166900610525,1318.6901553813414,INTERVENE,RETRY_ALL,1,5457.57,1,5457.57
T0015518,4975.57,0.4499772724616433,0.1000454550767133,2238.8934175419786,1229.692264184112,INTERVENE,RETRY_ALL,1,4975.57,1,4975.57
T0016179,4098.16,0.5461264626477914,0.0922529252955828,2238.1136241646727,1220.5430765688811,INTERVENE,RETRY_ALL,1,4098.16,1,4098.16
T0036036,4342.18,0.513871235865622,0.027742471731244,2231.321402950987,1144.861886947837,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0017271,5035.89,0.4421488317775444,0.1157023364449112,2226.612880460218,1240.3685965438997,INTERVENE,RETRY_ALL,1,5035.89,1,5035.89
T0022056,3873.91,0.5725640259734103,0.1451280519468205,2218.0615058586536,1268.2322256510756,INTERVENE,RETRY_ALL,1,3873.91,1,3873.91
T0020800,3505.26,0.627323636652685,0.2546472733053699,2198.9324506131907,1377.6923016722674,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0041351,3396.35,0.6461800034616649,0.2923600069233298,2194.6534547570254,1416.3911769920499,INTERVENE,RETRY_ALL,1,3396.35,1,3396.35
T0001218,3722.97,0.5733799489369964,0.1467598978739928,2134.6763484939693,1222.230615696486,INTERVENE,RETRY_ALL,1,3722.97,1,3722.97
T0036675,3451.27,0.6149104696225893,0.2298209392451786,2122.2220564943536,1303.2265614023604,INTERVENE,RETRY_ALL,1,3451.27,1,3451.27
T0002965,4775.68,0.4429669382683889,0.114066123463222,2115.4683477495796,1176.635810743261,INTERVENE,RETRY_ALL,1,4775.68,1,4775.68
T0029724,5312.11,0.3982075702976819,0.2035848594046362,2115.3224162540187,1271.2350164812842,INTERVENE,RETRY_ALL,1,5312.11,1,5312.11
T0010979,3526.31,0.5967851770051511,0.1935703540103022,2104.4495375250344,1254.154289750286,INTERVENE,RETRY_ALL,1,3526.31,1,3526.31
T0041150,3964.47,0.5239365905053054,0.0478731810106107,2077.1308949605677,1086.5348791388737,INTERVENE,RETRY_ALL,1,3964.47,1,3964.47
T0035132,3389.91,0.6122646315080077,0.2245292630160154,2075.5219969953105,1269.018710677098,INTERVENE,RETRY_ALL,1,3389.91,1,3389.91
T0037656,3488.31,0.5913512597710879,0.1827025195421758,2062.8165129720837,1218.0991436226443,INTERVENE,RETRY_ALL,1,3488.31,1,3488.31
T0035080,3682.97,0.5585445219861277,0.1170890439722553,2057.1027181392487,1147.2334543794507,INTERVENE,RETRY_ALL,1,3682.97,1,3682.97
T0000615,4415.97,0.4655687741275993,0.0688624517448013,2055.9377394842545,1097.0073264299026,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0020328,4929.51,0.4135687967704695,0.1728624064590609,2038.6915193679972,1193.8023207168142,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0022376,4040.65,0.5027036401872765,0.005407280374553,2031.249463722719,1019.3664995418641,INTERVENE,RETRY_ALL,1,4040.65,1,4040.65
T0042949,3438.61,0.5857538579661165,0.1715077159322329,2014.1790735408679,1178.0631629611814,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0006189,3562.58,0.560687589746752,0.121375179493504,1997.4943934799837,1118.2203170129426,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0002330,3089.91,0.6458327531579805,0.291665506315961,1995.5650823103754,1287.0512912144418,INTERVENE,RETRY_ALL,1,3089.91,1,3089.91
T0004390,3570.26,0.5535451464447997,0.1070902928895993,1976.3000945460105,1092.221325254343,INTERVENE,RETRY_ALL,1,3570.26,1,3570.26
T0024285,4329.66,0.4554269516444451,0.0891460967111097,1971.843855456888,1072.0630192473277,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0021886,5256.59,0.3749432456845867,0.2501135086308266,1970.9229158331416,1230.188680776534,INTERVENE,RETRY_ALL,1,5256.59,1,5256.59
T0019405,3359.61,0.5866035826806771,0.1732071653613542,1970.7592624098297,1154.304443930735,INTERVENE,RETRY_ALL,1,3359.61,1,3359.61
T0010502,3043.84,0.641039734168526,0.282079468337052,1951.2223844515263,1249.061078632484,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0003525,3465.69,0.5599988925022219,0.1199977850044438,1940.7825617560254,1085.0860851709992,INTERVENE,RETRY_ALL,1,3465.69,1,3465.69
T0013097,3516.47,0.5428583688118367,0.0857167376236733,1908.9451681757594,1034.53686014713,INTERVENE,RETRY_ALL,1,3516.47,1,3516.47
T0025032,3335.14,0.5704220888699139,0.1408441777398277,1902.4375254736044,1083.4423872251634,INTERVENE,RETRY_ALL,1,3335.14,1,3335.14
T0043760,3251.86,0.5828673113666634,0.1657346227333267,1895.402895140798,1103.0183894473068,INTERVENE,RETRY_ALL,1,3251.86,1,3251.86
T0032221,4176.0,0.4535895730160999,0.0928208539678001,1894.1900569152333,1033.2551977877106,INTERVENE,RETRY_ALL,1,4176.0,1,4176.0
T0020912,2910.04,0.6506999228899442,0.3013998457798883,1893.562803606653,1230.3911702941157,INTERVENE,RETRY_ALL,1,2910.04,1,2910.04
T0015660,3006.49,0.6287062210552534,0.2574124421105068,1890.1989665404087,1186.6298492961657,INTERVENE,RETRY_ALL,1,3006.49,1,3006.49
T0043137,3584.46,0.5191714304961369,0.0383428609922738,1860.9492257561828,964.401671616516,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0001969,3555.17,0.5219623910035961,0.0439247820071921,1855.6650336242549,966.8373578522846,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0029525,5643.7,0.3283827428240702,0.3432345143518595,1853.2936856762049,1242.9540219153225,INTERVENE,RETRY_ALL,1,5643.7,1,5643.7
T0040160,3285.42,0.5617158003472434,0.1234316006944868,1845.4723247768407,1034.880963930711,INTERVENE,RETRY_ALL,1,3285.42,1,3285.42
T0005932,3070.19,0.6003269619459125,0.200653923891825,1843.117835296721,1104.7233305720074,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0042864,3733.84,0.4927757694478025,0.014448461104395,1839.9458789949829,931.5151327309168,INTERVENE,RETRY_ALL,1,3733.84,1,3733.84
T0040193,3584.35,0.5079612638044543,0.0159225276089085,1820.7109559174955,923.1006381904671,INTERVENE,RETRY_ALL,1,3584.35,1,3584.35
T0001485,4606.37,0.3938547736133321,0.2122904527733358,1814.2408135292446,1097.9434086366166,INTERVENE,RETRY_ALL,1,4606.37,1,4606.37
T0023810,3359.75,0.5337321462845045,0.0674642925690089,1793.206578479364,955.3419958632837,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0018357,3583.63,0.499394608976544,0.001210782046912,1789.6455025666123,894.1561866057285,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0025105,3444.56,0.5182373095508673,0.0364746191017346,1785.0995069865355,923.3551657812818,INTERVENE,RETRY_ALL,1,3444.56,1,3444.56
T0037318,2936.81,0.6040660228871624,0.2081320457743247,1774.0271366752472,1069.8795169453172,INTERVENE,RETRY_ALL,1,2936.81,1,2936.81
T0023316,4270.86,0.4091521313430894,0.1816957373138211,1747.4314716679467,1030.7161606590148,INTERVENE,RETRY_ALL,1,4270.86,1,4270.86
T0038314,4328.96,0.4024318005836505,0.1951363988326989,1742.1111674545998,1039.2802335189594,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0024850,2900.37,0.5932023308612363,0.1864046617224726,1720.5062443600038,1018.858314415666,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0022506,2950.24,0.5830417443461505,0.166083488692301,1720.113075839787,1001.1477282102517,INTERVENE,RETRY_ALL,1,2950.24,1,2950.24
T0023521,5498.96,0.3112909383987239,0.3774181232025522,1711.7764186170468,1177.1659309369395,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0024886,3119.61,0.5468837865725771,0.0937675731451541,1706.0641294296772,931.2688112381492,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0043180,3827.32,0.444440563695782,0.111118872608436,1701.0162582441403,943.2656335744248,INTERVENE,RETRY_ALL,1,3827.32,1,3827.32
T0044823,3437.17,0.4922774868423709,0.0154450263152582,1692.041409449992,857.3375167727268,INTERVENE,RETRY_ALL,1,3437.17,1,3437.17
T0027274,3091.65,0.5443245941253173,0.0886491882506346,1682.8611314275372,914.2727023335666,INTERVENE,RETRY_ALL,1,3091.65,1,3091.65
T0023828,2744.33,0.6099718371333361,0.2199436742666722,1673.9640118001282,1019.3209035728139,INTERVENE,RETRY_ALL,1,2744.33,1,2744.33
T0025889,2600.33,0.6398317718913457,0.2796635437826913,1663.7737514022228,1062.7853073859956,INTERVENE,RETRY_ALL,1,2600.33,1,2600.33
T0019632,3487.77,0.4767882298260933,0.0464235403478132,1662.9276843405535,868.3133373950164,INTERVENE,RETRY_ALL,1,3487.77,1,3487.77
T0009618,3165.66,0.5186853030306862,0.0373706060613723,1641.981316392122,849.9215766635728,INTERVENE,RETRY_ALL,1,3165.66,1,3165.66
T0038307,3654.98,0.4480321224934166,0.1039357550131667,1637.5484470709878,902.1241406439749,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0026059,3723.21,0.4379294436728283,0.1241411126543433,1630.503283977111,914.7078879182952,INTERVENE,RETRY_ALL,1,3723.21,1,3723.21
T0042048,2616.95,0.6170070253230585,0.234014050646117,1614.6765349191778,994.5167656694255,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0027186,2678.26,0.6012895765666252,0.2025791531332503,1610.4098213353298,966.572639569455,INTERVENE,RETRY_ALL,1,2678.26,1,2678.26
T0041511,2597.54,0.618888309519216,0.237776619038432,1607.5871395085444,993.1668871752752,INTERVENE,RETRY_ALL,1,2597.54,1,2597.54
T0006338,2920.97,0.540463433873709,0.0809268677474179,1578.6774764420877,851.467449896972,INTERVENE,RETRY_ALL,1,2920.97,1,2920.97
T0016752,3345.45,0.4692699282635716,0.0614601434728566,1569.9190815093655,831.4532667498531,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0022375,2608.61,0.6003713654340186,0.2007427308680371,1566.1347475848354,938.5124568611695,INTERVENE,RETRY_ALL,1,2608.61,1,2608.61
T0025936,2503.51,0.6244970550999515,0.2489941101999029,1563.4346224132796,974.6103175383977,INTERVENE,RETRY_ALL,1,2503.51,1,2503.51
T0022824,2879.41,0.5412918314526856,0.0825836629053711,1558.6011124031772,841.9080506369089,INTERVENE,RETRY_ALL,1,2879.41,1,2879.41
T0028677,2525.76,0.6152226054131662,0.2304452108263324,1553.9046478483588,954.2472660128959,INTERVENE,RETRY_ALL,1,2525.76,1,2525.76
T0000153,3532.84,0.4391947521357395,0.1216104957285209,1551.604788135226,868.3981077975487,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0006332,2823.82,0.5492492754630742,0.0984985509261484,1550.9810890381384,850.1252394111273,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0032309,3379.59,0.4543998641337741,0.0912002717324517,1535.6852368278617,836.1200738610385,INTERVENE,RETRY_ALL,1,3379.59,1,3379.59
T0025752,3027.33,0.5060192436738734,0.0120384873477468,1531.8872369512271,773.4144210357196,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0036346,2934.57,0.5201249411186759,0.0402498822373518,1526.343048458633,792.1390882064467,INTERVENE,RETRY_ALL,1,2934.57,1,2934.57
T0015341,3284.72,0.4621801049800637,0.0756397900398725,1518.1322344301147,814.7317189475855,INTERVENE,RETRY_ALL,1,3284.72,1,3284.72
T0029503,4813.1,0.3153648463896713,0.3692703072206573,1517.882542158127,1037.4457474128656,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0004616,3696.79,0.408304484771443,0.183391030457114,1509.4159362582227,891.3646400985039,INTERVENE,RETRY_ALL,1,3696.79,1,3696.79
T0039921,2792.35,0.5391322934643106,0.0782645869286211,1505.4460596550675,809.884586828646,INTERVENE,RETRY_ALL,1,2792.35,1,2792.35
T0018720,3034.85,0.4960148496173217,0.0079703007653566,1505.3306663611286,756.9143022616707,INTERVENE,RETRY_ALL,1,3034.85,1,3034.85
T0019010,2455.74,0.6124618644620158,0.2249237289240315,1504.0470990339504,919.4214905130194,INTERVENE,RETRY_ALL,1,2455.74,1,2455.74
T0024595,2549.18,0.5811802889364565,0.1623605778729129,1481.533168951036,859.2878751999071,INTERVENE,RETRY_ALL,1,2549.18,1,2549.18
T0011198,2470.25,0.5982259438432335,0.1964518876864669,1477.7676377787475,882.2889398911767,INTERVENE,RETRY_ALL,1,2470.25,1,2470.25
T0023604,2765.46,0.5312250851470267,0.0624501702940534,1469.0817239706964,778.6630639042739,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0020058,2542.15,0.5769536327990903,0.1539072655981805,1466.7026776202074,844.4694380891317,INTERVENE,RETRY_ALL,1,2542.15,1,2542.15
T0042583,3936.84,0.3708088466859583,0.2583823066280832,1459.8150999871482,916.7527463861667,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0032496,2420.0,0.6023654245870276,0.2047308491740551,1457.7243275006067,876.3327334657422,INTERVENE,RETRY_ALL,1,2420.0,1,2420.0
T0043325,2691.95,0.5405399112422827,0.0810798224845654,1455.1064140686628,784.7930919087514,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0020767,2221.85,0.651617903420209,0.3032358068404179,1447.7972387141913,941.6606012685091,INTERVENE,RETRY_ALL,1,2221.85,1,2221.85
T0021620,2242.72,0.6429958347841331,0.2859916695682662,1442.0596185870709,925.4883282618823,INTERVENE,RETRY_ALL,1,2242.72,1,2242.72
T0044611,3200.52,0.4490227058287979,0.1019545883424042,1437.1061504591842,790.0628582167938,INTERVENE,RETRY_ALL,1,3200.52,1,3200.52
T0036983,3213.93,0.4465478783204035,0.1069042433591929,1435.1736225702944,792.5498863901217,INTERVENE,RETRY_ALL,1,3213.93,1,3213.93
T0010564,2648.1,0.541762869849575,0.08352573969915,1434.6422556486596,775.4859056276855,INTERVENE,RETRY_ALL,1,2648.1,1,2648.1
T0016149,3282.18,0.4360156468776964,0.1279687062446071,1431.0818358690374,805.3577634676777,INTERVENE,RETRY_ALL,1,3282.18,1,3282.18
T0041024,3138.11,0.4505718401690723,0.0988563196618552,1413.9439973529675,775.110648569627,INTERVENE,RETRY_ALL,1,3138.11,1,3138.11
T0045776,4416.1,0.3198416454264072,0.3603167091471855,1412.452690367557,958.9414977934418,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0006383,3318.78,0.4250195651808973,0.1499608696382053,1410.5464325310584,809.286601109242,INTERVENE,RETRY_ALL,1,3318.78,1,3318.78
T0027169,2252.63,0.6212411784290882,0.2424823568581764,1399.4265157647171,867.6313777785858,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0019493,3634.57,0.3842492709484366,0.2315014581031267,1396.5808727110593,858.1956905513033,INTERVENE,RETRY_ALL,1,3634.57,1,3634.57
T0020525,2794.57,0.495956951498158,0.0080860970036839,1385.9864179482074,696.8468192847624,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0043797,2373.09,0.5830015400501595,0.1660030801003189,1383.5151246776331,804.8414483697484,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0030260,2282.33,0.596768246333958,0.1935364926679159,1362.0220716553822,811.0615231699269,INTERVENE,RETRY_ALL,1,2282.33,1,2282.33
T0036246,2871.05,0.4732617045298315,0.0534765909403369,1358.758016790373,713.9598817205875,INTERVENE,RETRY_ALL,1,2871.05,1,2871.05
T0044921,2588.01,0.5178065019314078,0.0356130038628155,1340.0884050635027,692.1564893047718,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0010403,3334.56,0.3995721631820376,0.2008556736359248,1332.3973524602952,798.2584601197153,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0043353,2012.5,0.6580897916539721,0.3161795833079441,1324.4057057036189,869.8278749318264,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0038880,3097.95,0.4267324212136896,0.1465351575726207,1321.9957042989497,756.107276569362,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0029558,2736.12,0.4812369765862289,0.0375260468275422,1316.7221163771126,681.3167460875702,INTERVENE,RETRY_ALL,1,2736.12,1,2736.12
T0004062,2161.46,0.6090789044447875,0.218157808889575,1316.4996888012304,800.1021881569571,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0006303,2431.37,0.5395682002107858,0.0791364004215715,1311.8899349464982,706.1040910737269,INTERVENE,RETRY_ALL,1,2431.37,1,2431.37
T0009029,2316.16,0.5653722560148787,0.1307445120297574,1309.4926044914214,738.6007880361142,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0006447,2923.79,0.4455238599220844,0.1089522801558311,1302.6182064015911,720.5207150807718,INTERVENE,RETRY_ALL,1,2923.79,1,2923.79
T0000307,2585.76,0.5000866477045345,0.0001732954090689,1293.1040501684772,644.9140695819099,INTERVENE,RETRY_ALL,1,2585.76,1,2585.76
T0016021,2132.52,0.6053174370502113,0.2106348741004227,1290.8515408583166,779.6249463246725,INTERVENE,RETRY_ALL,1,2132.52,1,2132.52
T0020509,2852.75,0.4518152876893117,0.0963694246213766,1288.916061955684,704.8140806158019,INTERVENE,RETRY_ALL,1,2852.75,1,2852.75
T0037561,2283.32,0.5643039791722052,0.1286079583444104,1288.4865617234798,725.3480938904728,INTERVENE,RETRY_ALL,1,2283.32,1,2283.32
T0037832,3137.03,0.4106317362818198,0.1787365274363603,1288.1640756681572,757.4530246606763,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0013303,1956.09,0.6561064859444717,0.3122129718889435,1283.4033360911217,840.2992528921577,INTERVENE,RETRY_ALL,1,1956.09,1,1956.09
T0005856,2777.65,0.4576809962774445,0.0846380074451109,1271.2776193100437,687.6880119590052,INTERVENE,RETRY_ALL,1,2777.65,1,2777.65
T0010020,2236.15,0.5678879402467718,0.1357758804935436,1269.8826175828187,719.401024054286,INTERVENE,RETRY_ALL,1,2236.15,1,2236.15
T0030948,2821.82,0.4495508719803415,0.1008982560393169,1268.5516415715674,696.5231449509754,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0034422,2357.39,0.5371366329431235,0.074273265886247,1266.24052713379,678.3941732407698,INTERVENE,RETRY_ALL,1,2357.39,1,2357.39
T0044879,2116.81,0.5976931431956479,0.1953862863912958,1265.2028224479795,754.4530517289381,INTERVENE,RETRY_ALL,1,2116.81,1,2116.81
T0041136,3184.36,0.3956023231181614,0.208795353763677,1259.7402136445485,759.6340586013961,INTERVENE,RETRY_ALL,1,3184.36,1,3184.36
T0007597,2249.89,0.5497523808806503,0.0995047617613005,1236.8823842195661,678.2290355940416,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0041259,2486.33,0.4971156084468758,0.0057687831062483,1235.9934507497208,619.8118144439196,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0008774,2931.32,0.4099981030836214,0.1800037938327572,1201.8356395310811,707.3353071050469,INTERVENE,RETRY_ALL,1,2931.32,1,2931.32
T0026707,2053.36,0.5843484457270177,0.1686968914540354,1199.8777245180293,699.3966833845811,INTERVENE,RETRY_ALL,0,0.0,0,0.0
T0014041,3019.33,0.3946585318833049,0.21068293623339,1191.604345071219,719.5775236596445,INTERVENE,RETRY_ALL,0,0.0,0,0.0
