transaction_id,customer_id,predicted_treatment_probability,predicted_control_probability,predicted_probability_uplift,selected_policy_type,selected_policy_parameter,selected_policy,intervention_selected,monitoring_missing_required_field,monitoring_duplicate_transaction_id,monitoring_positive_uplift,monitoring_selected,monitoring_status,monitoring_version,source_version,outcome_evaluated
RECLAIM-V2-000018,C00478,0.4963704008862376,0.705204966194719,-0.2088345653084813,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-000019,C00343,0.5216330922060962,0.6240969881317577,-0.1024638959256615,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-000020,C00823,0.5705533592803252,0.4729034816307768,0.0976498776495484,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-000021,C00937,0.4660054962797468,0.632199793619448,-0.1661942973397011,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-000022,C00851,0.7127160920372626,0.5224492913974879,0.1902668006397747,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-000023,C00712,0.3825744013996633,0.4886435102638374,-0.106069108864174,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-000024,C00764,0.6142054516115926,0.4489501351277273,0.1652553164838652,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-000025,C00643,0.5024407798057126,0.4786780212296596,0.0237627585760529,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-000026,C00373,0.6230911647153069,0.5442330336156239,0.0788581310996829,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-000027,C00384,0.4201480222348474,0.4845660239493075,-0.0644180017144601,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-000028,C00193,0.4543168033751951,0.5294338347298774,-0.0751170313546822,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-000029,C00238,0.4600968744697694,0.6526016754137568,-0.1925048009439873,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-000030,C00414,0.6021647702431966,0.4354001002370903,0.1667646700061062,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-000031,C00518,0.5316601050180023,0.5672537532591985,-0.0355936482411961,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-000032,C00304,0.5596112281837349,0.4502713720338335,0.1093398561499013,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-000033,C00886,0.631770112907862,0.6921527184053824,-0.0603826054975203,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-000034,C00525,0.526597942003657,0.5765329743771158,-0.0499350323734588,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-000035,C00347,0.2782948513531547,0.4287138013219344,-0.1504189499687797,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-000036,C00584,0.6710984502182262,0.5351459413858215,0.1359525088324047,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-000037,C00942,0.5364659073591801,0.6328702559781668,-0.0964043486189867,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-000038,C00226,0.6357242119659834,0.5817805630749248,0.0539436488910586,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-000039,C00080,0.8158321993059461,0.4813791164141821,0.3344530828917639,TOP_RATE,0.05,TARGET,1,False,False,True,1,PASS,V21,V10.2,False
RECLAIM-V2-000040,C00791,0.5352263597638575,0.6132031805381505,-0.077976820774293,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-000041,C00749,0.3439980576956657,0.403162906357881,-0.0591648486622153,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-000042,C00485,0.2726035380507661,0.4287069999016567,-0.1561034618508906,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-000043,C00482,0.696229958331149,0.5482961168964681,0.1479338414346809,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-000044,C00671,0.8106606482596015,0.7162174538820707,0.0944431943775307,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-000045,C00955,0.7864802778609788,0.5603624213553136,0.2261178565056653,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-000046,C00107,0.4213028791020686,0.4134713012138487,0.0078315778882199,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-000047,C00691,0.3086501022873999,0.3144447342953022,-0.0057946320079022,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-000048,C00319,0.7007237028123463,0.4800200682220694,0.2207036345902769,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-000049,C00041,0.5432569367278769,0.556596275340978,-0.0133393386131011,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-000050,C00525,0.5256743369644442,0.570369559022181,-0.0446952220577367,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-000051,C00886,0.5503977742365349,0.4892665147597347,0.0611312594768002,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-000052,C00708,0.4843543530025471,0.5997427893501265,-0.1153884363475793,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-000053,C00131,0.7176871521555086,0.792687668355634,-0.0750005162001253,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-000054,C00570,0.6211323160807142,0.8685678315536837,-0.2474355154729695,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-000055,C00521,0.4015266393433506,0.4014911244704257,3.551487292491329e-05,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-000056,C00347,0.3033527809994913,0.3564851019585438,-0.0531323209590525,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-000057,C00229,0.4236806645841907,0.3732911579172521,0.0503895066669385,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-000058,C00122,0.6372630853787212,0.4086655191997005,0.2285975661790206,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-000059,C00107,0.3904151542672142,0.4069414819082905,-0.0165263276410763,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-000060,C00291,0.7812483281630019,0.5309761095508523,0.2502722186121496,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-000061,C00395,0.4965282563209898,0.6797195596836104,-0.1831913033626205,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-000062,C00138,0.7027184268833894,0.6738565851484034,0.0288618417349859,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-000063,C00315,0.482878110172897,0.4197063699211072,0.0631717402517897,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-000064,C00279,0.7370283325164041,0.5530412740663806,0.1839870584500235,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-000065,C00124,0.4918453697526608,0.2820471867756808,0.2097981829769799,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-000066,C00664,0.7023436747284094,0.5701786276573833,0.1321650470710261,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-000067,C00179,0.6523922302633982,0.6806334645199649,-0.0282412342565666,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-000068,C00173,0.3700708860638206,0.4741174785552447,-0.1040465924914241,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-000069,C00906,0.5163174354248277,0.7461418773719265,-0.2298244419470988,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-000070,C00418,0.4961304493053354,0.2728159895222333,0.2233144597831021,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-000071,C00449,0.7028305980583974,0.6631492708762772,0.0396813271821202,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-000072,C00062,0.6064241265848809,0.6507369929094613,-0.0443128663245804,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-000073,C00147,0.6220505404558613,0.4356499459198946,0.1864005945359667,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-000074,C00999,0.7696568034651774,0.5615054432995094,0.208151360165668,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-000075,C00347,0.2998385566878053,0.3564851019585438,-0.0566465452707385,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-000076,C00816,0.6567371919694167,0.6575509906088756,-0.0008137986394588,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-000077,C00012,0.830480998375121,0.6810645409828209,0.1494164573923001,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-000078,C00590,0.6526901017890895,0.5800746484960322,0.0726154532930573,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-000079,C00018,0.8086411364756695,0.6038843866795095,0.20475674979616,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-000080,C00307,0.5473568841737284,0.3626965197061355,0.1846603644675928,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-000081,C00022,0.5475137241689071,0.2949631501506907,0.2525505740182163,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-000082,C00289,0.676977420500154,0.5055790764917671,0.1713983440083868,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-000083,C00500,0.5550086156389413,0.4332460710378654,0.1217625446010759,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-000084,C00899,0.5353816399877595,0.4223057493160581,0.1130758906717013,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-000085,C00746,0.5880598194743013,0.4923556136259359,0.0957042058483653,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-000086,C00894,0.6198181731381182,0.5923367932745734,0.0274813798635447,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-000087,C00485,0.481821958233629,0.6475180647971335,-0.1656961065635044,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-000088,C00516,0.3848196766901575,0.3873723918942416,-0.0025527152040841,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-000089,C00446,0.8880419713028705,0.8130299010155991,0.0750120702872714,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-000090,C00339,0.4929897741842253,0.5068902697801322,-0.0139004955959068,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-000091,C00136,0.6387367926619713,0.5930377011591942,0.045699091502777,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-000092,C00294,0.421420198019766,0.5643782212440834,-0.1429580232243174,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-000093,C00542,0.7472502053781076,0.6652101536010311,0.0820400517770765,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-000094,C00189,0.5328001347373911,0.664525469328406,-0.1317253345910148,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-000095,C00695,0.5279761706113941,0.4019266703800495,0.1260495002313446,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-000096,C00943,0.4047046606764583,0.5643272941256235,-0.1596226334491652,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-000097,C00345,0.5527409200906241,0.7411290189891534,-0.1883880988985292,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-000098,C00317,0.4848133750929247,0.4019142322029531,0.0828991428899716,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-000099,C00098,0.3666767850983227,0.2787838055056075,0.0878929795927151,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-000100,C00431,0.6089845135086959,0.7827996098528534,-0.1738150963441574,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-000101,C00493,0.5968443818998349,0.504705076777824,0.0921393051220109,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-000102,C00228,0.4717597815899705,0.5092280506782422,-0.0374682690882716,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-000103,C00488,0.4732996887869761,0.3724372405379361,0.10086244824904,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-000104,C00185,0.5252415848613121,0.4100637804912471,0.1151778043700649,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-000105,C00435,0.4585324929055477,0.463949551443001,-0.0054170585374532,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-000106,C00981,0.383421879203157,0.4001933966346396,-0.0167715174314825,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-000107,C00270,0.4176920373012992,0.479809347107911,-0.0621173098066117,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-000108,C00347,0.3731055821606897,0.3177516007093417,0.0553539814513479,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-000109,C00440,0.5710550705267383,0.3846995727308701,0.1863554977958682,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-000110,C00480,0.6462993036463325,0.4107636786430503,0.2355356250032821,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-000111,C00397,0.763346762053296,0.4440882049243431,0.3192585571289529,TOP_RATE,0.05,TARGET,1,False,False,True,1,PASS,V21,V10.2,False
RECLAIM-V2-000112,C00145,0.5825570877225515,0.6313862272698886,-0.048829139547337,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-000113,C00664,0.7012767704825336,0.5641760852536003,0.1371006852289332,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-000114,C00619,0.6824723710919166,0.8947388071321529,-0.2122664360402363,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-000115,C00043,0.5628649851524506,0.581533801112544,-0.0186688159600934,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-000116,C00214,0.4270729058613971,0.5164879076210198,-0.0894150017596226,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-000117,C00664,0.6979835120827996,0.5626074734807334,0.1353760386020662,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-000118,C00590,0.741402355080753,0.5684837943996872,0.1729185606810658,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-000119,C00752,0.7218669076601264,0.8034434649999385,-0.081576557339812,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-000120,C00147,0.6098052363162831,0.4310606043966702,0.1787446319196129,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-000121,C00270,0.6652663689317608,0.7944270757524584,-0.1291607068206975,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-000122,C00159,0.6577651936975737,0.5528858394751066,0.104879354222467,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-000123,C00193,0.4504519178839609,0.5285025511830121,-0.0780506332990512,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-000124,C00229,0.4200831863240592,0.3750537335516105,0.0450294527724487,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-000125,C00712,0.3779591389760283,0.4835192326497026,-0.1055600936736743,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-000126,C00537,0.3771052836128065,0.3302601852928233,0.0468450983199831,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-000127,C00218,0.7296235103581576,0.5114828749879172,0.2181406353702404,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-000128,C00459,0.6437945991115399,0.3584165268822418,0.285378072229298,TOP_RATE,0.05,TARGET,1,False,False,True,1,PASS,V21,V10.2,False
RECLAIM-V2-000129,C00551,0.5184726051628169,0.6618992931274056,-0.1434266879645886,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-000130,C00598,0.4899189894462799,0.3216005243055899,0.16831846514069,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-000131,C00413,0.4965645672283083,0.6429664805662878,-0.1464019133379794,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-000132,C00886,0.542753956509601,0.490624948470215,0.052129008039386,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-000133,C00497,0.485383167388263,0.3895015629249268,0.0958816044633361,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-000134,C00265,0.7550314763624901,0.6819625095229029,0.0730689668395871,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-000135,C00803,0.5116570509935002,0.595386718315563,-0.0837296673220627,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-000136,C00435,0.4424294114368687,0.4604134230429079,-0.0179840116060392,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-000137,C00516,0.3693170624025639,0.383239243660136,-0.013922181257572,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-000138,C00317,0.4821169606401979,0.3978789898155415,0.0842379708246564,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-000139,C00921,0.5741140799593307,0.6492438648557911,-0.0751297848964603,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-000140,C00899,0.533573182262668,0.4212055793281472,0.1123676029345208,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-000141,C00961,0.41611093512058,0.390925294624915,0.025185640495665,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-000142,C00241,0.561014264896404,0.4191267280671377,0.1418875368292663,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-000143,C00173,0.3655513938526186,0.475880054189603,-0.1103286603369844,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-000144,C00073,0.3446115716070135,0.4951910741803375,-0.1505795025733239,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-000145,C00978,0.5238906946762538,0.3960798184087783,0.1278108762674755,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-000146,C00421,0.5058931097719875,0.4251494325322432,0.0807436772397443,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-000147,C00999,0.5977504874596654,0.4486962493831054,0.14905423807656,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-000148,C00124,0.4924621254023517,0.2814249507759558,0.2110371746263958,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-000149,C00961,0.5674518952408915,0.4132498387607336,0.1542020564801578,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-000150,C00624,0.2794893265139139,0.5380780458701918,-0.2585887193562779,TOP_RATE,0.05,RETRY_ALL,0,False,False,False,0,PASS,V21,V10.2,False
RECLAIM-V2-000151,C00352,0.4624669500121787,0.4524632753580468,0.0100036746541318,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-000152,C00206,0.4088540888853705,0.3679867789388684,0.040867309946502,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
RECLAIM-V2-000153,C00823,0.5699674475053588,0.4750452846690701,0.0949221628362886,TOP_RATE,0.05,RETRY_ALL,0,False,False,True,0,PASS,V21,V10.2,False
