transaction_id,customer_id,amount,recovery_probability,expected_recovery,expected_net_recovery_if_action,recovery_flag,recovered_amount,recommended_action,intervention_flag,policy_name,policy_rank,actual_recovery_flag,actual_recovered_amount,actual_net_recovery
T0015660,C00345,3006.49,0.6287062210552534,1890.1989665404087,1888.4489665404087,1,3006.49,INTERVENE,1,RETRY_ALL,91,1,3006.49,3004.74
T0043137,C00942,3584.46,0.5191714304961369,1860.9492257561828,1859.1992257561828,0,0.0,INTERVENE,1,RETRY_ALL,92,0,0.0,-1.75
T0001969,C00045,3555.17,0.5219623910035961,1855.6650336242549,1853.9150336242549,0,0.0,INTERVENE,1,RETRY_ALL,93,0,0.0,-1.75
T0029525,C00643,5643.7,0.3283827428240702,1853.2936856762049,1851.5436856762049,1,5643.7,INTERVENE,1,RETRY_ALL,94,1,5643.7,5641.95
T0040160,C00874,3285.42,0.5617158003472434,1845.4723247768407,1843.7223247768407,1,3285.42,INTERVENE,1,RETRY_ALL,95,1,3285.42,3283.67
T0005932,C00131,3070.19,0.6003269619459125,1843.117835296721,1841.367835296721,0,0.0,INTERVENE,1,RETRY_ALL,96,0,0.0,-1.75
T0042864,C00937,3733.84,0.4927757694478025,1839.9458789949829,1838.1958789949829,1,3733.84,INTERVENE,1,RETRY_ALL,97,1,3733.84,3732.09
T0040193,C00875,3584.35,0.5079612638044543,1820.7109559174955,1818.9609559174955,1,3584.35,INTERVENE,1,RETRY_ALL,98,1,3584.35,3582.6
T0001485,C00034,4606.37,0.3938547736133321,1814.2408135292446,1812.4908135292446,1,4606.37,INTERVENE,1,RETRY_ALL,99,1,4606.37,4604.62
T0023810,C00524,3359.75,0.5337321462845045,1793.206578479364,1791.456578479364,0,0.0,INTERVENE,1,RETRY_ALL,100,0,0.0,-1.75
T0018357,C00404,3583.63,0.499394608976544,1789.6455025666123,1787.8955025666123,0,0.0,INTERVENE,1,RETRY_ALL,101,0,0.0,-1.75
T0025105,C00551,3444.56,0.5182373095508673,1785.0995069865355,1783.3495069865355,1,3444.56,INTERVENE,1,RETRY_ALL,102,1,3444.56,3442.81
T0037318,C00810,2936.81,0.6040660228871624,1774.0271366752472,1772.2771366752472,1,2936.81,INTERVENE,1,RETRY_ALL,103,1,2936.81,2935.06
T0023316,C00512,4270.86,0.4091521313430894,1747.4314716679467,1745.6814716679467,1,4270.86,INTERVENE,1,RETRY_ALL,104,1,4270.86,4269.11
T0038314,C00834,4328.96,0.4024318005836505,1742.1111674545998,1740.3611674545998,0,0.0,INTERVENE,1,RETRY_ALL,105,0,0.0,-1.75
T0024850,C00547,2900.37,0.5932023308612363,1720.5062443600038,1718.7562443600038,0,0.0,INTERVENE,1,RETRY_ALL,106,0,0.0,-1.75
T0022506,C00495,2950.24,0.5830417443461505,1720.113075839787,1718.363075839787,1,2950.24,INTERVENE,1,RETRY_ALL,107,1,2950.24,2948.49
T0023521,C00517,5498.96,0.3112909383987239,1711.7764186170468,1710.0264186170468,0,0.0,INTERVENE,1,RETRY_ALL,108,0,0.0,-1.75
T0024886,C00547,3119.61,0.5468837865725771,1706.0641294296772,1704.3141294296772,0,0.0,INTERVENE,1,RETRY_ALL,109,0,0.0,-1.75
T0043180,C00943,3827.32,0.444440563695782,1701.0162582441403,1699.2662582441403,1,3827.32,INTERVENE,1,RETRY_ALL,110,1,3827.32,3825.57
T0044823,C00978,3437.17,0.4922774868423709,1692.041409449992,1690.291409449992,1,3437.17,INTERVENE,1,RETRY_ALL,111,1,3437.17,3435.42
T0027274,C00597,3091.65,0.5443245941253173,1682.8611314275372,1681.1111314275372,1,3091.65,INTERVENE,1,RETRY_ALL,112,1,3091.65,3089.9
T0023828,C00524,2744.33,0.6099718371333361,1673.9640118001282,1672.2140118001282,1,2744.33,INTERVENE,1,RETRY_ALL,113,1,2744.33,2742.58
T0025889,C00570,2600.33,0.6398317718913457,1663.7737514022228,1662.0237514022228,1,2600.33,INTERVENE,1,RETRY_ALL,114,1,2600.33,2598.58
T0019632,C00432,3487.77,0.4767882298260933,1662.9276843405535,1661.1776843405535,1,3487.77,INTERVENE,1,RETRY_ALL,115,1,3487.77,3486.02
T0009618,C00210,3165.66,0.5186853030306862,1641.981316392122,1640.231316392122,1,3165.66,INTERVENE,1,RETRY_ALL,116,1,3165.66,3163.91
T0038307,C00834,3654.98,0.4480321224934166,1637.5484470709878,1635.7984470709878,0,0.0,INTERVENE,1,RETRY_ALL,117,0,0.0,-1.75
T0026059,C00573,3723.21,0.4379294436728283,1630.503283977111,1628.753283977111,1,3723.21,INTERVENE,1,RETRY_ALL,118,1,3723.21,3721.46
T0042048,C00918,2616.95,0.6170070253230585,1614.6765349191778,1612.9265349191778,0,0.0,INTERVENE,1,RETRY_ALL,119,0,0.0,-1.75
T0027186,C00595,2678.26,0.6012895765666252,1610.4098213353298,1608.6598213353298,1,2678.26,INTERVENE,1,RETRY_ALL,120,1,2678.26,2676.51
T0041511,C00906,2597.54,0.618888309519216,1607.5871395085444,1605.8371395085444,1,2597.54,INTERVENE,1,RETRY_ALL,121,1,2597.54,2595.79
T0006338,C00138,2920.97,0.540463433873709,1578.6774764420877,1576.9274764420877,1,2920.97,INTERVENE,1,RETRY_ALL,122,1,2920.97,2919.22
T0016752,C00368,3345.45,0.4692699282635716,1569.9190815093655,1568.1690815093655,0,0.0,INTERVENE,1,RETRY_ALL,123,0,0.0,-1.75
T0022375,C00492,2608.61,0.6003713654340186,1566.1347475848354,1564.3847475848354,1,2608.61,INTERVENE,1,RETRY_ALL,124,1,2608.61,2606.86
T0025936,C00571,2503.51,0.6244970550999515,1563.4346224132796,1561.6846224132796,1,2503.51,INTERVENE,1,RETRY_ALL,125,1,2503.51,2501.76
T0022824,C00502,2879.41,0.5412918314526856,1558.6011124031772,1556.8511124031772,1,2879.41,INTERVENE,1,RETRY_ALL,126,1,2879.41,2877.66
T0028677,C00627,2525.76,0.6152226054131662,1553.9046478483588,1552.1546478483588,1,2525.76,INTERVENE,1,RETRY_ALL,127,1,2525.76,2524.01
T0000153,C00004,3532.84,0.4391947521357395,1551.604788135226,1549.854788135226,0,0.0,INTERVENE,1,RETRY_ALL,128,0,0.0,-1.75
T0006332,C00138,2823.82,0.5492492754630742,1550.9810890381384,1549.2310890381384,0,0.0,INTERVENE,1,RETRY_ALL,129,0,0.0,-1.75
T0032309,C00702,3379.59,0.4543998641337741,1535.6852368278617,1533.9352368278617,1,3379.59,INTERVENE,1,RETRY_ALL,130,1,3379.59,3377.84
T0025752,C00567,3027.33,0.5060192436738734,1531.8872369512271,1530.1372369512271,0,0.0,INTERVENE,1,RETRY_ALL,131,0,0.0,-1.75
T0036346,C00791,2934.57,0.5201249411186759,1526.343048458633,1524.593048458633,1,2934.57,INTERVENE,1,RETRY_ALL,132,1,2934.57,2932.82
T0015341,C00339,3284.72,0.4621801049800637,1518.1322344301147,1516.3822344301147,1,3284.72,INTERVENE,1,RETRY_ALL,133,1,3284.72,3282.97
T0029503,C00642,4813.1,0.3153648463896713,1517.882542158127,1516.132542158127,0,0.0,INTERVENE,1,RETRY_ALL,134,0,0.0,-1.75
T0004616,C00102,3696.79,0.408304484771443,1509.4159362582227,1507.6659362582227,1,3696.79,INTERVENE,1,RETRY_ALL,135,1,3696.79,3695.04
T0039921,C00870,2792.35,0.5391322934643106,1505.4460596550675,1503.6960596550675,1,2792.35,INTERVENE,1,RETRY_ALL,136,1,2792.35,2790.6
T0018720,C00413,3034.85,0.4960148496173217,1505.3306663611286,1503.5806663611286,1,3034.85,INTERVENE,1,RETRY_ALL,137,1,3034.85,3033.1
T0019010,C00418,2455.74,0.6124618644620158,1504.0470990339504,1502.2970990339504,1,2455.74,INTERVENE,1,RETRY_ALL,138,1,2455.74,2453.99
T0024595,C00542,2549.18,0.5811802889364565,1481.533168951036,1479.783168951036,1,2549.18,INTERVENE,1,RETRY_ALL,139,1,2549.18,2547.43
T0011198,C00243,2470.25,0.5982259438432335,1477.7676377787475,1476.0176377787475,1,2470.25,INTERVENE,1,RETRY_ALL,140,1,2470.25,2468.5
T0023604,C00519,2765.46,0.5312250851470267,1469.0817239706964,1467.3317239706964,0,0.0,INTERVENE,1,RETRY_ALL,141,0,0.0,-1.75
T0020058,C00441,2542.15,0.5769536327990903,1466.7026776202074,1464.9526776202074,1,2542.15,INTERVENE,1,RETRY_ALL,142,1,2542.15,2540.4
T0042583,C00931,3936.84,0.3708088466859583,1459.8150999871482,1458.0650999871482,0,0.0,INTERVENE,1,RETRY_ALL,143,0,0.0,-1.75
T0032496,C00707,2420.0,0.6023654245870276,1457.7243275006067,1455.9743275006067,1,2420.0,INTERVENE,1,RETRY_ALL,144,1,2420.0,2418.25
T0043325,C00945,2691.95,0.5405399112422827,1455.1064140686628,1453.3564140686628,0,0.0,INTERVENE,1,RETRY_ALL,145,0,0.0,-1.75
T0020767,C00457,2221.85,0.651617903420209,1447.7972387141913,1446.0472387141913,1,2221.85,INTERVENE,1,RETRY_ALL,146,1,2221.85,2220.1
T0021620,C00476,2242.72,0.6429958347841331,1442.0596185870709,1440.3096185870709,1,2242.72,INTERVENE,1,RETRY_ALL,147,1,2242.72,2240.97
T0044611,C00973,3200.52,0.4490227058287979,1437.1061504591842,1435.3561504591842,1,3200.52,INTERVENE,1,RETRY_ALL,148,1,3200.52,3198.77
T0036983,C00803,3213.93,0.4465478783204035,1435.1736225702944,1433.4236225702944,1,3213.93,INTERVENE,1,RETRY_ALL,149,1,3213.93,3212.18
T0010564,C00230,2648.1,0.541762869849575,1434.6422556486596,1432.8922556486596,1,2648.1,INTERVENE,1,RETRY_ALL,150,1,2648.1,2646.35
T0016149,C00353,3282.18,0.4360156468776964,1431.0818358690374,1429.3318358690374,1,3282.18,INTERVENE,1,RETRY_ALL,151,1,3282.18,3280.43
T0041024,C00894,3138.11,0.4505718401690723,1413.9439973529675,1412.1939973529675,1,3138.11,INTERVENE,1,RETRY_ALL,152,1,3138.11,3136.36
T0045776,C00999,4416.1,0.3198416454264072,1412.452690367557,1410.702690367557,0,0.0,INTERVENE,1,RETRY_ALL,153,0,0.0,-1.75
T0006383,C00139,3318.78,0.4250195651808973,1410.5464325310584,1408.7964325310584,1,3318.78,INTERVENE,1,RETRY_ALL,154,1,3318.78,3317.03
T0027169,C00595,2252.63,0.6212411784290882,1399.4265157647171,1397.6765157647171,0,0.0,INTERVENE,1,RETRY_ALL,155,0,0.0,-1.75
T0019493,C00429,3634.57,0.3842492709484366,1396.5808727110593,1394.8308727110593,1,3634.57,INTERVENE,1,RETRY_ALL,156,1,3634.57,3632.82
T0020525,C00452,2794.57,0.495956951498158,1385.9864179482074,1384.2364179482074,0,0.0,INTERVENE,1,RETRY_ALL,157,0,0.0,-1.75
T0043797,C00955,2373.09,0.5830015400501595,1383.5151246776331,1381.7651246776331,0,0.0,INTERVENE,1,RETRY_ALL,158,0,0.0,-1.75
T0030260,C00659,2282.33,0.596768246333958,1362.0220716553822,1360.2720716553822,1,2282.33,INTERVENE,1,RETRY_ALL,159,1,2282.33,2280.58
T0036246,C00789,2871.05,0.4732617045298315,1358.758016790373,1357.008016790373,1,2871.05,INTERVENE,1,RETRY_ALL,160,1,2871.05,2869.3
T0044921,C00980,2588.01,0.5178065019314078,1340.0884050635027,1338.3384050635027,0,0.0,INTERVENE,1,RETRY_ALL,161,0,0.0,-1.75
T0010403,C00226,3334.56,0.3995721631820376,1332.3973524602952,1330.6473524602952,0,0.0,INTERVENE,1,RETRY_ALL,162,0,0.0,-1.75
T0043353,C00945,2012.5,0.6580897916539721,1324.4057057036189,1322.6557057036189,0,0.0,INTERVENE,1,RETRY_ALL,163,0,0.0,-1.75
T0038880,C00846,3097.95,0.4267324212136896,1321.9957042989497,1320.2457042989497,0,0.0,INTERVENE,1,RETRY_ALL,164,0,0.0,-1.75
T0029558,C00643,2736.12,0.4812369765862289,1316.7221163771126,1314.9721163771126,1,2736.12,INTERVENE,1,RETRY_ALL,165,1,2736.12,2734.37
T0004062,C00089,2161.46,0.6090789044447875,1316.4996888012304,1314.7496888012304,0,0.0,INTERVENE,1,RETRY_ALL,166,0,0.0,-1.75
T0006303,C00138,2431.37,0.5395682002107858,1311.8899349464982,1310.1399349464982,1,2431.37,INTERVENE,1,RETRY_ALL,167,1,2431.37,2429.62
T0009029,C00196,2316.16,0.5653722560148787,1309.4926044914214,1307.7426044914214,0,0.0,INTERVENE,1,RETRY_ALL,168,0,0.0,-1.75
T0006447,C00140,2923.79,0.4455238599220844,1302.6182064015911,1300.8682064015911,1,2923.79,INTERVENE,1,RETRY_ALL,169,1,2923.79,2922.04
T0000307,C00008,2585.76,0.5000866477045345,1293.1040501684772,1291.3540501684772,1,2585.76,INTERVENE,1,RETRY_ALL,170,1,2585.76,2584.01
T0016021,C00351,2132.52,0.6053174370502113,1290.8515408583166,1289.1015408583166,1,2132.52,INTERVENE,1,RETRY_ALL,171,1,2132.52,2130.77
T0020509,C00451,2852.75,0.4518152876893117,1288.916061955684,1287.166061955684,1,2852.75,INTERVENE,1,RETRY_ALL,172,1,2852.75,2851.0
T0037561,C00816,2283.32,0.5643039791722052,1288.4865617234798,1286.7365617234798,1,2283.32,INTERVENE,1,RETRY_ALL,173,1,2283.32,2281.57
T0037832,C00823,3137.03,0.4106317362818198,1288.1640756681572,1286.4140756681572,0,0.0,INTERVENE,1,RETRY_ALL,174,0,0.0,-1.75
T0013303,C00291,1956.09,0.6561064859444717,1283.4033360911217,1281.6533360911217,1,1956.09,INTERVENE,1,RETRY_ALL,175,1,1956.09,1954.34
