transaction_id,production_decision,recommended_action,expected_incremental_recovery_value,estimated_action_cost,estimated_net_action_value,reconciled_net_action_value,reconciliation_error,reconciliation_status
RECLAIM-V2-000036,RETRY_ALL,RETRY_ALL,203.92876324860703,25.0,178.92876324860703,178.92876324860703,0.0,PASS
RECLAIM-V2-000037,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-000038,RETRY_ALL,RETRY_ALL,80.9154733365879,25.0,55.91547333658789,55.915473336587894,7.105427357601002e-15,PASS
RECLAIM-V2-000039,TARGET,STANDARD_TARGET,501.67962433764586,80.0,421.67962433764586,421.67962433764586,0.0,PASS
RECLAIM-V2-000040,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-000041,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-000042,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-000043,RETRY_ALL,RETRY_ALL,221.90076215202137,25.0,196.90076215202137,196.90076215202137,0.0,PASS
RECLAIM-V2-000044,RETRY_ALL,RETRY_ALL,141.66479156629603,25.0,116.66479156629605,116.66479156629603,-1.4210854715202004e-14,PASS
RECLAIM-V2-000045,RETRY_ALL,RETRY_ALL,339.17678475849794,25.0,314.17678475849794,314.17678475849794,0.0,PASS
RECLAIM-V2-000046,RETRY_ALL,RETRY_ALL,11.747366832329847,25.0,-13.252633167670153,-13.252633167670153,0.0,PASS
RECLAIM-V2-000047,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-000048,RETRY_ALL,RETRY_ALL,331.0554518854153,25.0,306.0554518854153,306.0554518854153,0.0,PASS
RECLAIM-V2-000049,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-000050,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-000051,RETRY_ALL,RETRY_ALL,91.6968892152003,25.0,66.6968892152003,66.6968892152003,0.0,PASS
RECLAIM-V2-000052,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-000053,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-000054,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-000055,RETRY_ALL,RETRY_ALL,0.0532723093873699,25.0,-24.94672769061263,-24.94672769061263,0.0,PASS
RECLAIM-V2-000056,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-000057,RETRY_ALL,RETRY_ALL,75.58426000040775,25.0,50.58426000040775,50.58426000040775,0.0,PASS
RECLAIM-V2-000058,RETRY_ALL,RETRY_ALL,342.8963492685309,25.0,317.8963492685309,317.8963492685309,0.0,PASS
RECLAIM-V2-000059,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-000060,RETRY_ALL,RETRY_ALL,375.4083279182244,25.0,350.4083279182244,350.4083279182244,0.0,PASS
RECLAIM-V2-000061,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-000062,RETRY_ALL,RETRY_ALL,43.29276260247885,25.0,18.29276260247885,18.292762602478852,3.552713678800501e-15,PASS
RECLAIM-V2-000063,RETRY_ALL,RETRY_ALL,94.75761037768456,25.0,69.75761037768456,69.75761037768456,0.0,PASS
RECLAIM-V2-000064,RETRY_ALL,RETRY_ALL,275.9805876750352,25.0,250.9805876750352,250.98058767503522,2.842170943040401e-14,PASS
RECLAIM-V2-000065,RETRY_ALL,RETRY_ALL,314.6972744654699,25.0,289.6972744654699,289.6972744654699,0.0,PASS
RECLAIM-V2-000066,RETRY_ALL,RETRY_ALL,198.2475706065392,25.0,173.2475706065392,173.2475706065392,0.0,PASS
RECLAIM-V2-000067,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-000068,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-000069,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-000070,RETRY_ALL,RETRY_ALL,334.97168967465313,25.0,309.97168967465313,309.97168967465313,0.0,PASS
RECLAIM-V2-000071,RETRY_ALL,RETRY_ALL,59.52199077318031,25.0,34.52199077318031,34.52199077318031,0.0,PASS
RECLAIM-V2-000072,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-000073,RETRY_ALL,RETRY_ALL,279.60089180395005,25.0,254.60089180395005,254.60089180395005,0.0,PASS
RECLAIM-V2-000074,RETRY_ALL,RETRY_ALL,312.227040248502,25.0,287.227040248502,287.227040248502,0.0,PASS
RECLAIM-V2-000075,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-000076,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-000077,RETRY_ALL,RETRY_ALL,224.1246860884501,25.0,199.1246860884501,199.1246860884501,0.0,PASS
RECLAIM-V2-000078,RETRY_ALL,RETRY_ALL,108.92317993958596,25.0,83.92317993958596,83.92317993958596,0.0,PASS
RECLAIM-V2-000079,RETRY_ALL,RETRY_ALL,307.13512469424,25.0,282.13512469424,282.13512469424,0.0,PASS
RECLAIM-V2-000080,RETRY_ALL,RETRY_ALL,276.9905467013892,25.0,251.9905467013892,251.99054670138918,-2.842170943040401e-14,PASS
RECLAIM-V2-000081,RETRY_ALL,RETRY_ALL,378.8258610273245,25.0,353.8258610273245,353.8258610273245,0.0,PASS
RECLAIM-V2-000082,RETRY_ALL,RETRY_ALL,257.0975160125802,25.0,232.09751601258017,232.09751601258017,0.0,PASS
RECLAIM-V2-000083,RETRY_ALL,RETRY_ALL,182.64381690161383,25.0,157.64381690161383,157.64381690161383,0.0,PASS
RECLAIM-V2-000084,RETRY_ALL,RETRY_ALL,169.61383600755195,25.0,144.61383600755195,144.61383600755195,0.0,PASS
RECLAIM-V2-000085,RETRY_ALL,RETRY_ALL,143.55630877254794,25.0,118.55630877254794,118.55630877254794,0.0,PASS
RECLAIM-V2-000086,RETRY_ALL,RETRY_ALL,41.222069795317054,25.0,16.222069795317054,16.222069795317054,0.0,PASS
RECLAIM-V2-000087,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-000088,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-000089,RETRY_ALL,RETRY_ALL,112.5181054309071,25.0,87.5181054309071,87.5181054309071,0.0,PASS
RECLAIM-V2-000090,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-000091,RETRY_ALL,RETRY_ALL,68.5486372541655,25.0,43.5486372541655,43.5486372541655,0.0,PASS
RECLAIM-V2-000092,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-000093,RETRY_ALL,RETRY_ALL,123.06007766561476,25.0,98.06007766561476,98.06007766561476,0.0,PASS
RECLAIM-V2-000094,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-000095,RETRY_ALL,RETRY_ALL,189.07425034701689,25.0,164.07425034701689,164.07425034701689,0.0,PASS
RECLAIM-V2-000096,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-000097,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-000098,RETRY_ALL,RETRY_ALL,124.3487143349574,25.0,99.3487143349574,99.3487143349574,0.0,PASS
RECLAIM-V2-000099,RETRY_ALL,RETRY_ALL,131.83946938907263,25.0,106.83946938907263,106.83946938907263,0.0,PASS
RECLAIM-V2-000100,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-000101,RETRY_ALL,RETRY_ALL,138.20895768301637,25.0,113.20895768301637,113.20895768301637,0.0,PASS
RECLAIM-V2-000102,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-000103,RETRY_ALL,RETRY_ALL,151.29367237356,25.0,126.29367237356,126.29367237356001,1.4210854715202004e-14,PASS
RECLAIM-V2-000104,RETRY_ALL,RETRY_ALL,172.76670655509736,25.0,147.76670655509736,147.76670655509736,0.0,PASS
RECLAIM-V2-000105,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-000106,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-000107,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-000108,RETRY_ALL,RETRY_ALL,83.03097217702185,25.0,58.03097217702185,58.03097217702185,0.0,PASS
RECLAIM-V2-000109,RETRY_ALL,RETRY_ALL,279.5332466938023,25.0,254.5332466938023,254.5332466938023,0.0,PASS
RECLAIM-V2-000110,RETRY_ALL,RETRY_ALL,353.3034375049231,25.0,328.3034375049231,328.3034375049231,0.0,PASS
RECLAIM-V2-000111,TARGET,LOW_INTENSITY,478.8878356934293,45.0,433.8878356934293,433.8878356934293,0.0,PASS
RECLAIM-V2-000112,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-000113,RETRY_ALL,RETRY_ALL,205.65102784339985,25.0,180.65102784339985,180.65102784339985,0.0,PASS
RECLAIM-V2-000114,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-000115,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-000116,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-000117,RETRY_ALL,RETRY_ALL,203.0640579030993,25.0,178.0640579030993,178.0640579030993,0.0,PASS
RECLAIM-V2-000118,RETRY_ALL,RETRY_ALL,259.3778410215987,25.0,234.37784102159875,234.37784102159873,-2.842170943040401e-14,PASS
RECLAIM-V2-000119,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-000120,RETRY_ALL,RETRY_ALL,268.11694787941934,25.0,243.1169478794193,243.11694787941934,2.842170943040401e-14,PASS
RECLAIM-V2-000121,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-000122,RETRY_ALL,RETRY_ALL,157.3190313337005,25.0,132.3190313337005,132.3190313337005,0.0,PASS
RECLAIM-V2-000123,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-000124,RETRY_ALL,RETRY_ALL,67.54417915867305,25.0,42.544179158673046,42.544179158673046,0.0,PASS
RECLAIM-V2-000125,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-000126,RETRY_ALL,RETRY_ALL,70.26764747997464,25.0,45.26764747997464,45.26764747997464,0.0,PASS
RECLAIM-V2-000127,RETRY_ALL,RETRY_ALL,327.21095305536056,25.0,302.21095305536056,302.21095305536056,0.0,PASS
RECLAIM-V2-000128,TARGET,MONITOR,428.067108343947,10.0,418.067108343947,418.067108343947,0.0,PASS
RECLAIM-V2-000129,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-000130,RETRY_ALL,RETRY_ALL,252.4776977110349,25.0,227.4776977110349,227.4776977110349,0.0,PASS
RECLAIM-V2-000131,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-000132,RETRY_ALL,RETRY_ALL,78.193512059079,25.0,53.193512059079,53.193512059079,0.0,PASS
RECLAIM-V2-000133,RETRY_ALL,RETRY_ALL,143.82240669500416,25.0,118.82240669500416,118.82240669500416,0.0,PASS
RECLAIM-V2-000134,RETRY_ALL,RETRY_ALL,109.60345025938064,25.0,84.60345025938064,84.60345025938064,0.0,PASS
RECLAIM-V2-000135,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-000136,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-000137,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-000138,RETRY_ALL,RETRY_ALL,126.3569562369846,25.0,101.3569562369846,101.3569562369846,0.0,PASS
RECLAIM-V2-000139,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-000140,RETRY_ALL,RETRY_ALL,168.5514044017812,25.0,143.5514044017812,143.5514044017812,0.0,PASS
RECLAIM-V2-000141,RETRY_ALL,RETRY_ALL,37.778460743497504,25.0,12.778460743497504,12.778460743497504,0.0,PASS
RECLAIM-V2-000142,RETRY_ALL,RETRY_ALL,212.83130524389944,25.0,187.83130524389944,187.83130524389944,0.0,PASS
RECLAIM-V2-000143,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-000144,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-000145,RETRY_ALL,RETRY_ALL,191.71631440121325,25.0,166.71631440121325,166.71631440121325,0.0,PASS
RECLAIM-V2-000146,RETRY_ALL,RETRY_ALL,121.11551585961644,25.0,96.11551585961644,96.11551585961644,0.0,PASS
RECLAIM-V2-000147,RETRY_ALL,RETRY_ALL,223.58135711484,25.0,198.58135711484,198.58135711484,0.0,PASS
RECLAIM-V2-000148,RETRY_ALL,RETRY_ALL,316.5557619395937,25.0,291.5557619395937,291.5557619395937,0.0,PASS
RECLAIM-V2-000149,RETRY_ALL,RETRY_ALL,231.3030847202367,25.0,206.3030847202367,206.3030847202367,0.0,PASS
RECLAIM-V2-000150,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-000151,RETRY_ALL,RETRY_ALL,15.0055119811977,25.0,-9.9944880188023,-9.9944880188023,0.0,PASS
RECLAIM-V2-000152,RETRY_ALL,RETRY_ALL,61.300964919753,25.0,36.300964919753,36.300964919753,0.0,PASS
RECLAIM-V2-000153,RETRY_ALL,RETRY_ALL,142.3832442544329,25.0,117.3832442544329,117.3832442544329,0.0,PASS
RECLAIM-V2-000154,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-000155,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-000156,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-000157,RETRY_ALL,RETRY_ALL,340.952883606549,25.0,315.952883606549,315.952883606549,0.0,PASS
RECLAIM-V2-000158,RETRY_ALL,RETRY_ALL,22.56288333891915,25.0,-2.43711666108085,-2.43711666108085,0.0,PASS
RECLAIM-V2-000159,RETRY_ALL,RETRY_ALL,264.164085768342,25.0,239.164085768342,239.16408576834198,-2.842170943040401e-14,PASS
RECLAIM-V2-000160,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-000161,RETRY_ALL,RETRY_ALL,37.83073233223185,25.0,12.830732332231849,12.830732332231847,-1.7763568394002505e-15,PASS
RECLAIM-V2-000162,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-000163,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-000164,RETRY_ALL,RETRY_ALL,117.7825571468682,25.0,92.7825571468682,92.7825571468682,0.0,PASS
RECLAIM-V2-000165,RETRY_ALL,RETRY_ALL,115.0570700790012,25.0,90.0570700790012,90.0570700790012,0.0,PASS
RECLAIM-V2-000166,RETRY_ALL,RETRY_ALL,103.4876077282698,25.0,78.4876077282698,78.4876077282698,0.0,PASS
RECLAIM-V2-000167,RETRY_ALL,RETRY_ALL,217.41578784372555,25.0,192.41578784372555,192.41578784372555,0.0,PASS
RECLAIM-V2-000168,RETRY_ALL,RETRY_ALL,223.5181278045144,25.0,198.5181278045144,198.5181278045144,0.0,PASS
RECLAIM-V2-000169,RETRY_ALL,RETRY_ALL,79.7140467843726,25.0,54.7140467843726,54.7140467843726,0.0,PASS
RECLAIM-V2-000170,RETRY_ALL,RETRY_ALL,326.42475583947703,25.0,301.42475583947703,301.42475583947703,0.0,PASS
RECLAIM-V2-000171,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-000172,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-000173,RETRY_ALL,RETRY_ALL,145.4876856718293,25.0,120.4876856718293,120.4876856718293,0.0,PASS
RECLAIM-V2-000174,RETRY_ALL,RETRY_ALL,356.7874143075903,25.0,331.7874143075903,331.7874143075903,0.0,PASS
RECLAIM-V2-000175,RETRY_ALL,RETRY_ALL,362.53675507001503,25.0,337.53675507001503,337.53675507001503,0.0,PASS
RECLAIM-V2-000176,RETRY_ALL,RETRY_ALL,51.76984109727705,25.0,26.76984109727705,26.76984109727705,0.0,PASS
RECLAIM-V2-000177,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-000178,RETRY_ALL,RETRY_ALL,319.98299127238664,25.0,294.98299127238664,294.98299127238664,0.0,PASS
RECLAIM-V2-000179,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-000180,RETRY_ALL,RETRY_ALL,258.1800121324089,25.0,233.18001213240888,233.18001213240888,0.0,PASS
RECLAIM-V2-000181,RETRY_ALL,RETRY_ALL,344.78247229552727,25.0,319.78247229552727,319.78247229552727,0.0,PASS
RECLAIM-V2-000182,TARGET,LOW_INTENSITY,460.4329422814961,45.0,415.4329422814961,415.4329422814961,0.0,PASS
RECLAIM-V2-000183,TARGET,MONITOR,397.56135618543794,10.0,387.56135618543794,387.56135618543794,0.0,PASS
RECLAIM-V2-000184,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-000185,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-000186,RETRY_ALL,RETRY_ALL,21.26435682821505,25.0,-3.7356431717849503,-3.7356431717849503,0.0,PASS
RECLAIM-V2-000187,RETRY_ALL,RETRY_ALL,136.69742504049557,25.0,111.69742504049556,111.69742504049557,1.4210854715202004e-14,PASS
RECLAIM-V2-000188,RETRY_ALL,RETRY_ALL,41.99057347424805,25.0,16.990573474248052,16.990573474248052,0.0,PASS
RECLAIM-V2-000189,RETRY_ALL,RETRY_ALL,254.3176288011933,25.0,229.3176288011933,229.3176288011933,0.0,PASS
RECLAIM-V2-000190,RETRY_ALL,RETRY_ALL,219.43786797600828,25.0,194.43786797600828,194.43786797600828,0.0,PASS
RECLAIM-V2-000191,RETRY_ALL,RETRY_ALL,155.22436315744366,25.0,130.22436315744366,130.22436315744366,0.0,PASS
RECLAIM-V2-000192,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-000193,RETRY_ALL,RETRY_ALL,227.6921730584934,25.0,202.6921730584934,202.6921730584934,0.0,PASS
RECLAIM-V2-000194,RETRY_ALL,RETRY_ALL,242.90061357866705,25.0,217.90061357866705,217.90061357866705,0.0,PASS
RECLAIM-V2-000195,RETRY_ALL,RETRY_ALL,45.537621412848296,25.0,20.537621412848296,20.537621412848296,0.0,PASS
RECLAIM-V2-000196,TARGET,HIGH_INTENSITY,637.9051317657382,120.0,517.9051317657382,517.9051317657382,0.0,PASS
RECLAIM-V2-000197,RETRY_ALL,RETRY_ALL,25.709344970038497,25.0,0.7093449700384973,0.7093449700384973,0.0,PASS
RECLAIM-V2-000198,RETRY_ALL,RETRY_ALL,243.35112755945744,25.0,218.35112755945744,218.35112755945744,0.0,PASS
RECLAIM-V2-000199,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-000200,RETRY_ALL,RETRY_ALL,58.789335936748806,25.0,33.789335936748806,33.789335936748806,0.0,PASS
RECLAIM-V2-000201,RETRY_ALL,RETRY_ALL,130.8446401918002,25.0,105.8446401918002,105.84464019180021,1.4210854715202004e-14,PASS
RECLAIM-V2-000202,RETRY_ALL,RETRY_ALL,351.0459489139388,25.0,326.0459489139388,326.0459489139388,0.0,PASS
RECLAIM-V2-000203,RETRY_ALL,RETRY_ALL,183.4503451913964,25.0,158.4503451913964,158.4503451913964,0.0,PASS
RECLAIM-V2-000204,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-000205,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-000206,RETRY_ALL,RETRY_ALL,142.40776734664814,25.0,117.40776734664814,117.40776734664814,0.0,PASS
RECLAIM-V2-000207,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-000208,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-000209,TARGET,STANDARD_TARGET,511.1428169622401,80.0,431.1428169622401,431.1428169622401,0.0,PASS
RECLAIM-V2-000210,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-000211,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-000212,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-000213,RETRY_ALL,RETRY_ALL,202.91091866568567,25.0,177.91091866568567,177.91091866568567,0.0,PASS
RECLAIM-V2-000214,RETRY_ALL,RETRY_ALL,0.0,25.0,-25.0,-25.0,0.0,PASS
RECLAIM-V2-000215,RETRY_ALL,RETRY_ALL,193.4600642910498,25.0,168.4600642910498,168.4600642910498,0.0,PASS
RECLAIM-V2-000216,RETRY_ALL,RETRY_ALL,274.13862550441564,25.0,249.13862550441564,249.13862550441564,0.0,PASS
RECLAIM-V2-000217,RETRY_ALL,RETRY_ALL,80.8806634215249,25.0,55.8806634215249,55.8806634215249,0.0,PASS
RECLAIM-V2-000218,RETRY_ALL,RETRY_ALL,13.49316445955025,25.0,-11.50683554044975,-11.50683554044975,0.0,PASS
RECLAIM-V2-000219,RETRY_ALL,RETRY_ALL,291.7665640027398,25.0,266.7665640027398,266.7665640027398,0.0,PASS
