failure_reason,confidence,recovery_rank,actual_recovered,transaction_id,amount,recovery_probability,recovery_flag,recovered_amount,expected_recovery,expected_intervention_cost,expected_friction_cost,expected_net_recovery,incremental_value,reclaim_intervene,reclaim_action,incremental_rank
LIMIT_EXCEEDED,0.2506443732122766,22,0,T0038652,8636.8,0.3746778133938617,0,0.0,3236.0173387201044,1.5,0.25,3234.2673387201044,3234.2673387201044,True,DELAYED_RETRY,11.0
NETWORK_ERROR,0.1815892978749034,23,1,T0034611,5469.4,0.5907946489374517,1,5469.4,3231.292252898498,1.5,0.25,3229.542252898498,3229.542252898498,False,NO_ACTION,
NETWORK_ERROR,0.0875704967862402,24,0,T0017466,5768.13,0.5437852483931201,0,0.0,3136.6240048138084,1.5,0.25,3134.8740048138084,3134.8740048138084,False,NO_ACTION,
PAYMENT_TIMEOUT,0.2460834238288343,25,1,T0007949,4973.81,0.6230417119144172,1,4973.81,3098.8910971370474,1.5,0.25,3097.1410971370474,3097.1410971370474,True,DELAYED_RETRY,12.0
LIMIT_EXCEEDED,0.3530379533400074,26,1,T0023546,9465.34,0.3234810233299963,1,9465.34,3061.857869366347,1.5,0.25,3060.107869366347,3060.107869366347,True,DELAYED_RETRY,13.0
NETWORK_ERROR,0.3395857963402751,27,1,T0026292,4568.22,0.6697928981701375,1,4568.22,3059.761313278786,1.5,0.25,3058.011313278786,3058.011313278786,True,RETRY_NOW,14.0
NETWORK_ERROR,0.2653609676380328,28,1,T0019706,4802.65,0.6326804838190164,1,4802.65,3038.542925613399,1.5,0.25,3036.792925613399,3036.792925613399,True,DELAYED_RETRY,15.0
PAYMENT_TIMEOUT,0.3488405736317848,29,1,T0011826,4436.97,0.6744202868158924,1,4436.97,2992.3825799935103,1.5,0.25,2990.6325799935103,2990.6325799935103,True,RETRY_NOW,16.0
NETWORK_ERROR,0.1834710635250316,30,1,T0005295,4928.56,0.5917355317625158,1,4928.56,2916.404072423465,1.5,0.25,2914.654072423465,2914.654072423465,False,NO_ACTION,
BANK_DECLINE,0.1099091933747394,31,0,T0005715,6531.21,0.4450454033126302,0,0.0,2906.6849885694837,1.5,0.25,2904.9349885694837,2904.9349885694837,False,NO_ACTION,
NETWORK_ERROR,0.1239075435598238,32,1,T0045321,5159.02,0.5619537717799119,1,5159.02,2899.1307476880015,1.5,0.25,2897.3807476880015,2897.3807476880015,False,NO_ACTION,
INSUFFICIENT_FUNDS,0.1249104854035306,33,0,T0007824,6529.86,0.4375447572982346,0,0.0,2857.10600889145,1.5,0.25,2855.35600889145,2855.35600889145,False,NO_ACTION,
PAYMENT_TIMEOUT,0.3524907513381641,34,1,T0032003,4222.16,0.676245375669082,1,4222.16,2855.2161753349715,1.5,0.25,2853.4661753349715,2853.4661753349715,True,RETRY_NOW,17.0
NETWORK_ERROR,0.2377388935417459,35,0,T0012051,4494.92,0.618869446770873,0,0.0,2781.768653679332,1.5,0.25,2780.018653679332,2780.018653679332,True,DELAYED_RETRY,18.0
BANK_DECLINE,0.107280003514071,36,1,T0042526,6160.93,0.4463599982429644,1,6160.93,2749.992703975027,1.5,0.25,2748.242703975027,2748.242703975027,False,NO_ACTION,
BANK_DECLINE,0.0720476946896502,37,1,T0037912,5740.47,0.4639761526551749,1,5740.47,2663.441185032452,1.5,0.25,2661.691185032452,2661.691185032452,False,NO_ACTION,
NETWORK_ERROR,0.1448191764871542,38,1,T0034042,4600.71,0.5724095882435771,1,4600.71,2633.4905167281077,1.5,0.25,2631.7405167281077,2631.7405167281077,False,NO_ACTION,
BANK_DECLINE,0.2173668519630652,39,1,T0009420,6727.76,0.3913165740184673,1,6727.76,2632.6839940184836,1.5,0.25,2630.9339940184836,2630.9339940184836,True,DELAYED_RETRY,19.0
NETWORK_ERROR,0.1846122414474695,40,0,T0029592,4308.03,0.5923061207237348,0,0.0,2551.672537261471,1.5,0.25,2549.922537261471,2549.922537261471,False,NO_ACTION,
PAYMENT_TIMEOUT,0.3161658503626254,41,0,T0016065,3864.42,0.6580829251813127,0,0.0,2543.1088177291685,1.5,0.25,2541.3588177291685,2541.3588177291685,True,RETRY_NOW,20.0
INSUFFICIENT_FUNDS,0.0735809086951433,42,0,T0008556,4692.25,0.5367904543475717,0,0.0,2518.755009412393,1.5,0.25,2517.005009412393,2517.005009412393,False,NO_ACTION,
NETWORK_ERROR,0.1063953600351892,43,1,T0001623,4475.23,0.5531976800175946,1,4475.23,2475.68685354514,1.5,0.25,2473.93685354514,2473.93685354514,False,NO_ACTION,
BANK_DECLINE,0.1449840169254386,44,1,T0005039,5727.91,0.4275079915372807,1,5727.91,2448.7272998063054,1.5,0.25,2446.9772998063054,2446.9772998063054,False,NO_ACTION,
INSUFFICIENT_FUNDS,0.100444813557317,45,1,T0022423,4379.85,0.5502224067786585,1,4379.85,2409.8916083295076,1.5,0.25,2408.1416083295076,2408.1416083295076,False,NO_ACTION,
NETWORK_ERROR,0.2402310446994255,46,1,T0034352,3856.22,0.6201155223497128,1,3856.22,2391.3018795954094,1.5,0.25,2389.5518795954094,2389.5518795954094,True,DELAYED_RETRY,21.0
PAYMENT_TIMEOUT,0.2509732572541798,47,1,T0033814,3776.6,0.6254866286270899,1,3776.6,2362.2128016730676,1.5,0.25,2360.4628016730676,2360.4628016730676,True,DELAYED_RETRY,22.0
NETWORK_ERROR,0.0951438747352868,48,1,T0004825,4300.34,0.5475719373676434,1,4300.34,2354.745505139572,1.5,0.25,2352.995505139572,2352.995505139572,False,NO_ACTION,
PAYMENT_TIMEOUT,0.2138698092476356,49,1,T0017254,3815.13,0.6069349046238178,1,3815.13,2315.5355626774663,1.5,0.25,2313.7855626774663,2313.7855626774663,True,DELAYED_RETRY,23.0
PAYMENT_TIMEOUT,0.2502326525652893,50,0,T0008276,3695.33,0.6251163262826447,0,0.0,2310.0111140020454,1.5,0.25,2308.2611140020454,2308.2611140020454,True,DELAYED_RETRY,24.0
BANK_DECLINE,0.0743364690921551,51,1,T0010198,4987.96,0.4628317654539224,1,4987.96,2308.586332813547,1.5,0.25,2306.836332813547,2306.836332813547,False,NO_ACTION,
BANK_DECLINE,0.1627415186007144,52,0,T0002140,5450.57,0.4186292406996428,0,0.0,2281.767980480252,1.5,0.25,2280.017980480252,2280.017980480252,False,NO_ACTION,
INSUFFICIENT_FUNDS,0.0536609970343313,53,1,T0020222,4322.65,0.5268304985171657,1,4322.65,2277.303854415226,1.5,0.25,2275.553854415226,2275.553854415226,False,NO_ACTION,
NETWORK_ERROR,0.142044348267027,54,0,T0021895,3974.88,0.5710221741335135,0,0.0,2269.7446195198204,1.5,0.25,2267.9946195198204,2267.9946195198204,False,NO_ACTION,
BANK_DECLINE,0.1826432955287166,55,1,T0020862,5537.97,0.4086783522356417,1,5537.97,2263.2484543304167,1.5,0.25,2261.4984543304167,2261.4984543304167,False,NO_ACTION,
NETWORK_ERROR,0.2006315491098158,56,1,T0041250,3761.39,0.6003157745549079,1,3761.39,2258.021751253085,1.5,0.25,2256.271751253085,2256.271751253085,True,DELAYED_RETRY,25.0
BANK_DECLINE,0.179482190769499,57,1,T0006659,5457.57,0.4102589046152505,1,5457.57,2239.0166900610525,1.5,0.25,2237.2666900610525,2237.2666900610525,False,NO_ACTION,
LIMIT_EXCEEDED,0.1000454550767133,58,1,T0015518,4975.57,0.4499772724616433,1,4975.57,2238.8934175419786,1.5,0.25,2237.1434175419786,2237.1434175419786,False,NO_ACTION,
INSUFFICIENT_FUNDS,0.0922529252955828,59,1,T0016179,4098.16,0.5461264626477914,1,4098.16,2238.1136241646727,1.5,0.25,2236.3636241646727,2236.3636241646727,False,NO_ACTION,
INSUFFICIENT_FUNDS,0.027742471731244,60,0,T0036036,4342.18,0.513871235865622,0,0.0,2231.321402950987,1.5,0.25,2229.571402950987,2229.571402950987,False,NO_ACTION,
BANK_DECLINE,0.1157023364449112,61,1,T0017271,5035.89,0.4421488317775444,1,5035.89,2226.612880460218,1.5,0.25,2224.862880460218,2224.862880460218,False,NO_ACTION,
NETWORK_ERROR,0.1451280519468205,62,1,T0022056,3873.91,0.5725640259734103,1,3873.91,2218.0615058586536,1.5,0.25,2216.3115058586536,2216.3115058586536,False,NO_ACTION,
PAYMENT_TIMEOUT,0.2546472733053699,63,0,T0020800,3505.26,0.627323636652685,0,0.0,2198.9324506131907,1.5,0.25,2197.1824506131907,2197.1824506131907,True,DELAYED_RETRY,26.0
PAYMENT_TIMEOUT,0.2923600069233298,64,1,T0041351,3396.35,0.6461800034616649,1,3396.35,2194.6534547570254,1.5,0.25,2192.9034547570254,2192.9034547570254,True,DELAYED_RETRY,27.0
INSUFFICIENT_FUNDS,0.1467598978739928,65,1,T0001218,3722.97,0.5733799489369964,1,3722.97,2134.6763484939693,1.5,0.25,2132.9263484939693,2132.9263484939693,False,NO_ACTION,
NETWORK_ERROR,0.2298209392451786,66,1,T0036675,3451.27,0.6149104696225893,1,3451.27,2122.2220564943536,1.5,0.25,2120.4720564943536,2120.4720564943536,True,DELAYED_RETRY,28.0
BANK_DECLINE,0.114066123463222,67,1,T0002965,4775.68,0.4429669382683889,1,4775.68,2115.4683477495796,1.5,0.25,2113.7183477495796,2113.7183477495796,False,NO_ACTION,
LIMIT_EXCEEDED,0.2035848594046362,68,1,T0029724,5312.11,0.3982075702976819,1,5312.11,2115.3224162540187,1.5,0.25,2113.5724162540187,2113.5724162540187,True,DELAYED_RETRY,29.0
NETWORK_ERROR,0.1935703540103022,69,1,T0010979,3526.31,0.5967851770051511,1,3526.31,2104.4495375250344,1.5,0.25,2102.6995375250344,2102.6995375250344,False,NO_ACTION,
INSUFFICIENT_FUNDS,0.0478731810106107,70,1,T0041150,3964.47,0.5239365905053054,1,3964.47,2077.1308949605677,1.5,0.25,2075.3808949605677,2075.3808949605677,False,NO_ACTION,
NETWORK_ERROR,0.2245292630160154,71,1,T0035132,3389.91,0.6122646315080077,1,3389.91,2075.5219969953105,1.5,0.25,2073.7719969953105,2073.7719969953105,True,DELAYED_RETRY,30.0
NETWORK_ERROR,0.1827025195421758,72,1,T0037656,3488.31,0.5913512597710879,1,3488.31,2062.8165129720837,1.5,0.25,2061.0665129720837,2061.0665129720837,False,NO_ACTION,
INSUFFICIENT_FUNDS,0.1170890439722553,73,1,T0035080,3682.97,0.5585445219861277,1,3682.97,2057.1027181392487,1.5,0.25,2055.3527181392487,2055.3527181392487,False,NO_ACTION,
LIMIT_EXCEEDED,0.0688624517448013,74,0,T0000615,4415.97,0.4655687741275993,0,0.0,2055.9377394842545,1.5,0.25,2054.1877394842545,2054.1877394842545,False,NO_ACTION,
BANK_DECLINE,0.1728624064590609,75,0,T0020328,4929.51,0.4135687967704695,0,0.0,2038.6915193679972,1.5,0.25,2036.9415193679972,2036.9415193679972,False,NO_ACTION,
LIMIT_EXCEEDED,0.005407280374553,76,1,T0022376,4040.65,0.5027036401872765,1,4040.65,2031.249463722719,1.5,0.25,2029.499463722719,2029.499463722719,False,NO_ACTION,
NETWORK_ERROR,0.1715077159322329,77,0,T0042949,3438.61,0.5857538579661165,0,0.0,2014.1790735408679,1.5,0.25,2012.4290735408679,2012.4290735408679,False,NO_ACTION,
INSUFFICIENT_FUNDS,0.121375179493504,78,0,T0006189,3562.58,0.560687589746752,0,0.0,1997.4943934799837,1.5,0.25,1995.7443934799837,1995.7443934799837,False,NO_ACTION,
PAYMENT_TIMEOUT,0.291665506315961,79,1,T0002330,3089.91,0.6458327531579805,1,3089.91,1995.5650823103754,1.5,0.25,1993.8150823103754,1993.8150823103754,True,DELAYED_RETRY,31.0
INSUFFICIENT_FUNDS,0.1070902928895993,80,1,T0004390,3570.26,0.5535451464447997,1,3570.26,1976.3000945460105,1.5,0.25,1974.5500945460105,1974.5500945460105,False,NO_ACTION,
LIMIT_EXCEEDED,0.0891460967111097,81,0,T0024285,4329.66,0.4554269516444451,0,0.0,1971.843855456888,1.5,0.25,1970.093855456888,1970.093855456888,False,NO_ACTION,
INSUFFICIENT_FUNDS,0.2501135086308266,82,1,T0021886,5256.59,0.3749432456845867,1,5256.59,1970.9229158331416,1.5,0.25,1969.1729158331416,1969.1729158331416,True,DELAYED_RETRY,32.0
NETWORK_ERROR,0.1732071653613542,83,1,T0019405,3359.61,0.5866035826806771,1,3359.61,1970.7592624098297,1.5,0.25,1969.0092624098297,1969.0092624098297,False,NO_ACTION,
PAYMENT_TIMEOUT,0.282079468337052,84,0,T0010502,3043.84,0.641039734168526,0,0.0,1951.2223844515263,1.5,0.25,1949.4723844515263,1949.4723844515263,True,DELAYED_RETRY,33.0
INSUFFICIENT_FUNDS,0.1199977850044438,85,1,T0003525,3465.69,0.5599988925022219,1,3465.69,1940.7825617560254,1.5,0.25,1939.0325617560254,1939.0325617560254,False,NO_ACTION,
INSUFFICIENT_FUNDS,0.0857167376236733,86,1,T0013097,3516.47,0.5428583688118367,1,3516.47,1908.9451681757594,1.5,0.25,1907.1951681757594,1907.1951681757594,False,NO_ACTION,
INSUFFICIENT_FUNDS,0.1408441777398277,87,1,T0025032,3335.14,0.5704220888699139,1,3335.14,1902.4375254736044,1.5,0.25,1900.6875254736044,1900.6875254736044,False,NO_ACTION,
NETWORK_ERROR,0.1657346227333267,88,1,T0043760,3251.86,0.5828673113666634,1,3251.86,1895.402895140798,1.5,0.25,1893.652895140798,1893.652895140798,False,NO_ACTION,
BANK_DECLINE,0.0928208539678001,89,1,T0032221,4176.0,0.4535895730160999,1,4176.0,1894.1900569152333,1.5,0.25,1892.4400569152333,1892.4400569152333,False,NO_ACTION,
PAYMENT_TIMEOUT,0.3013998457798883,90,1,T0020912,2910.04,0.6506999228899442,1,2910.04,1893.562803606653,1.5,0.25,1891.812803606653,1891.812803606653,True,RETRY_NOW,34.0
NETWORK_ERROR,0.2574124421105068,91,1,T0015660,3006.49,0.6287062210552534,1,3006.49,1890.1989665404087,1.5,0.25,1888.4489665404087,1888.4489665404087,True,DELAYED_RETRY,35.0
INSUFFICIENT_FUNDS,0.0383428609922738,92,0,T0043137,3584.46,0.5191714304961369,0,0.0,1860.9492257561828,1.5,0.25,1859.1992257561828,1859.1992257561828,False,NO_ACTION,
INSUFFICIENT_FUNDS,0.0439247820071921,93,0,T0001969,3555.17,0.5219623910035961,0,0.0,1855.6650336242549,1.5,0.25,1853.9150336242549,1853.9150336242549,False,NO_ACTION,
BANK_DECLINE,0.3432345143518595,94,1,T0029525,5643.7,0.3283827428240702,1,5643.7,1853.2936856762049,1.5,0.25,1851.5436856762049,1851.5436856762049,True,DELAYED_RETRY,36.0
INSUFFICIENT_FUNDS,0.1234316006944868,95,1,T0040160,3285.42,0.5617158003472434,1,3285.42,1845.4723247768407,1.5,0.25,1843.7223247768407,1843.7223247768407,False,NO_ACTION,
NETWORK_ERROR,0.200653923891825,96,0,T0005932,3070.19,0.6003269619459125,0,0.0,1843.117835296721,1.5,0.25,1841.367835296721,1841.367835296721,True,DELAYED_RETRY,37.0
INSUFFICIENT_FUNDS,0.014448461104395,97,1,T0042864,3733.84,0.4927757694478025,1,3733.84,1839.9458789949829,1.5,0.25,1838.1958789949829,1838.1958789949829,False,NO_ACTION,
INSUFFICIENT_FUNDS,0.0159225276089085,98,1,T0040193,3584.35,0.5079612638044543,1,3584.35,1820.7109559174955,1.5,0.25,1818.9609559174955,1818.9609559174955,False,NO_ACTION,
BANK_DECLINE,0.2122904527733358,99,1,T0001485,4606.37,0.3938547736133321,1,4606.37,1814.2408135292446,1.5,0.25,1812.4908135292446,1812.4908135292446,True,DELAYED_RETRY,38.0
INSUFFICIENT_FUNDS,0.0674642925690089,100,0,T0023810,3359.75,0.5337321462845045,0,0.0,1793.206578479364,1.5,0.25,1791.456578479364,1791.456578479364,False,NO_ACTION,
LIMIT_EXCEEDED,0.001210782046912,101,0,T0018357,3583.63,0.499394608976544,0,0.0,1789.6455025666123,1.5,0.25,1787.8955025666123,1787.8955025666123,False,NO_ACTION,
LIMIT_EXCEEDED,0.0364746191017346,102,1,T0025105,3444.56,0.5182373095508673,1,3444.56,1785.0995069865355,1.5,0.25,1783.3495069865355,1783.3495069865355,False,NO_ACTION,
NETWORK_ERROR,0.2081320457743247,103,1,T0037318,2936.81,0.6040660228871624,1,2936.81,1774.0271366752472,1.5,0.25,1772.2771366752472,1772.2771366752472,True,DELAYED_RETRY,39.0
LIMIT_EXCEEDED,0.1816957373138211,104,1,T0023316,4270.86,0.4091521313430894,1,4270.86,1747.4314716679467,1.5,0.25,1745.6814716679467,1745.6814716679467,False,NO_ACTION,
BANK_DECLINE,0.1951363988326989,105,0,T0038314,4328.96,0.4024318005836505,0,0.0,1742.1111674545998,1.5,0.25,1740.3611674545998,1740.3611674545998,False,NO_ACTION,
NETWORK_ERROR,0.1864046617224726,106,0,T0024850,2900.37,0.5932023308612363,0,0.0,1720.5062443600038,1.5,0.25,1718.7562443600038,1718.7562443600038,False,NO_ACTION,
NETWORK_ERROR,0.166083488692301,107,1,T0022506,2950.24,0.5830417443461505,1,2950.24,1720.113075839787,1.5,0.25,1718.363075839787,1718.363075839787,False,NO_ACTION,
INSUFFICIENT_FUNDS,0.3774181232025522,108,0,T0023521,5498.96,0.3112909383987239,0,0.0,1711.7764186170468,1.5,0.25,1710.0264186170468,1710.0264186170468,True,DELAYED_RETRY,40.0
INSUFFICIENT_FUNDS,0.0937675731451541,109,0,T0024886,3119.61,0.5468837865725771,0,0.0,1706.0641294296772,1.5,0.25,1704.3141294296772,1704.3141294296772,False,NO_ACTION,
BANK_DECLINE,0.111118872608436,110,1,T0043180,3827.32,0.444440563695782,1,3827.32,1701.0162582441403,1.5,0.25,1699.2662582441403,1699.2662582441403,False,NO_ACTION,
LIMIT_EXCEEDED,0.0154450263152582,111,1,T0044823,3437.17,0.4922774868423709,1,3437.17,1692.041409449992,1.5,0.25,1690.291409449992,1690.291409449992,False,NO_ACTION,
NETWORK_ERROR,0.0886491882506346,112,1,T0027274,3091.65,0.5443245941253173,1,3091.65,1682.8611314275372,1.5,0.25,1681.1111314275372,1681.1111314275372,False,NO_ACTION,
PAYMENT_TIMEOUT,0.2199436742666722,113,1,T0023828,2744.33,0.6099718371333361,1,2744.33,1673.9640118001282,1.5,0.25,1672.2140118001282,1672.2140118001282,True,DELAYED_RETRY,41.0
PAYMENT_TIMEOUT,0.2796635437826913,114,1,T0025889,2600.33,0.6398317718913457,1,2600.33,1663.7737514022228,1.5,0.25,1662.0237514022228,1662.0237514022228,True,DELAYED_RETRY,42.0
INSUFFICIENT_FUNDS,0.0464235403478132,115,1,T0019632,3487.77,0.4767882298260933,1,3487.77,1662.9276843405535,1.5,0.25,1661.1776843405535,1661.1776843405535,False,NO_ACTION,
INSUFFICIENT_FUNDS,0.0373706060613723,116,1,T0009618,3165.66,0.5186853030306862,1,3165.66,1641.981316392122,1.5,0.25,1640.231316392122,1640.231316392122,False,NO_ACTION,
LIMIT_EXCEEDED,0.1039357550131667,117,0,T0038307,3654.98,0.4480321224934166,0,0.0,1637.5484470709878,1.5,0.25,1635.7984470709878,1635.7984470709878,False,NO_ACTION,
BANK_DECLINE,0.1241411126543433,118,1,T0026059,3723.21,0.4379294436728283,1,3723.21,1630.503283977111,1.5,0.25,1628.753283977111,1628.753283977111,False,NO_ACTION,
PAYMENT_TIMEOUT,0.234014050646117,119,0,T0042048,2616.95,0.6170070253230585,0,0.0,1614.6765349191778,1.5,0.25,1612.9265349191778,1612.9265349191778,True,DELAYED_RETRY,43.0
NETWORK_ERROR,0.2025791531332503,120,1,T0027186,2678.26,0.6012895765666252,1,2678.26,1610.4098213353298,1.5,0.25,1608.6598213353298,1608.6598213353298,True,DELAYED_RETRY,44.0
PAYMENT_TIMEOUT,0.237776619038432,121,1,T0041511,2597.54,0.618888309519216,1,2597.54,1607.5871395085444,1.5,0.25,1605.8371395085444,1605.8371395085444,True,DELAYED_RETRY,45.0
INSUFFICIENT_FUNDS,0.0809268677474179,122,1,T0006338,2920.97,0.540463433873709,1,2920.97,1578.6774764420877,1.5,0.25,1576.9274764420877,1576.9274764420877,False,NO_ACTION,
BANK_DECLINE,0.0614601434728566,123,0,T0016752,3345.45,0.4692699282635716,0,0.0,1569.9190815093655,1.5,0.25,1568.1690815093655,1568.1690815093655,False,NO_ACTION,
INSUFFICIENT_FUNDS,0.2007427308680371,124,1,T0022375,2608.61,0.6003713654340186,1,2608.61,1566.1347475848354,1.5,0.25,1564.3847475848354,1564.3847475848354,True,DELAYED_RETRY,46.0
INSUFFICIENT_FUNDS,0.2489941101999029,125,1,T0025936,2503.51,0.6244970550999515,1,2503.51,1563.4346224132796,1.5,0.25,1561.6846224132796,1561.6846224132796,True,DELAYED_RETRY,47.0
NETWORK_ERROR,0.0825836629053711,126,1,T0022824,2879.41,0.5412918314526856,1,2879.41,1558.6011124031772,1.5,0.25,1556.8511124031772,1556.8511124031772,False,NO_ACTION,
PAYMENT_TIMEOUT,0.2304452108263324,127,1,T0028677,2525.76,0.6152226054131662,1,2525.76,1553.9046478483588,1.5,0.25,1552.1546478483588,1552.1546478483588,True,DELAYED_RETRY,48.0
LIMIT_EXCEEDED,0.1216104957285209,128,0,T0000153,3532.84,0.4391947521357395,0,0.0,1551.604788135226,1.5,0.25,1549.854788135226,1549.854788135226,False,NO_ACTION,
INSUFFICIENT_FUNDS,0.0984985509261484,129,0,T0006332,2823.82,0.5492492754630742,0,0.0,1550.9810890381384,1.5,0.25,1549.2310890381384,1549.2310890381384,False,NO_ACTION,
BANK_DECLINE,0.0912002717324517,130,1,T0032309,3379.59,0.4543998641337741,1,3379.59,1535.6852368278617,1.5,0.25,1533.9352368278617,1533.9352368278617,False,NO_ACTION,
INSUFFICIENT_FUNDS,0.0120384873477468,131,0,T0025752,3027.33,0.5060192436738734,0,0.0,1531.8872369512271,1.5,0.25,1530.1372369512271,1530.1372369512271,False,NO_ACTION,
NETWORK_ERROR,0.0402498822373518,132,1,T0036346,2934.57,0.5201249411186759,1,2934.57,1526.343048458633,1.5,0.25,1524.593048458633,1524.593048458633,False,NO_ACTION,
BANK_DECLINE,0.0756397900398725,133,1,T0015341,3284.72,0.4621801049800637,1,3284.72,1518.1322344301147,1.5,0.25,1516.3822344301147,1516.3822344301147,False,NO_ACTION,
BANK_DECLINE,0.3692703072206573,134,0,T0029503,4813.1,0.3153648463896713,0,0.0,1517.882542158127,1.5,0.25,1516.132542158127,1516.132542158127,True,DELAYED_RETRY,49.0
LIMIT_EXCEEDED,0.183391030457114,135,1,T0004616,3696.79,0.408304484771443,1,3696.79,1509.4159362582227,1.5,0.25,1507.6659362582227,1507.6659362582227,False,NO_ACTION,
INSUFFICIENT_FUNDS,0.0782645869286211,136,1,T0039921,2792.35,0.5391322934643106,1,2792.35,1505.4460596550675,1.5,0.25,1503.6960596550675,1503.6960596550675,False,NO_ACTION,
BANK_DECLINE,0.0079703007653566,137,1,T0018720,3034.85,0.4960148496173217,1,3034.85,1505.3306663611286,1.5,0.25,1503.5806663611286,1503.5806663611286,False,NO_ACTION,
NETWORK_ERROR,0.2249237289240315,138,1,T0019010,2455.74,0.6124618644620158,1,2455.74,1504.0470990339504,1.5,0.25,1502.2970990339504,1502.2970990339504,True,DELAYED_RETRY,50.0
INSUFFICIENT_FUNDS,0.1623605778729129,139,1,T0024595,2549.18,0.5811802889364565,1,2549.18,1481.533168951036,1.5,0.25,1479.783168951036,1479.783168951036,False,NO_ACTION,
