customer_id,signup_date,preferred_payment_method,reliability,financial_stability,responsiveness,retry_sensitivity,reminder_sensitivity,activity_level
C00065,2025-06-21,UPI,0.5161421261167343,0.41306318242601986,0.4796908799838704,0.41099916657791086,0.6016766679584821,0.2156931850746801
C00066,2025-12-13,UPI,0.5835198137037233,0.37873855710393717,0.6112992473499389,0.6993402864775553,0.621151784147272,0.3914874337406853
C00067,2025-07-09,CARD,0.5315074439624842,0.4540206555093222,0.617622985885829,0.7271842116881211,0.5153153070575803,0.46922473306819246
C00068,2025-03-30,CARD,0.5970907088718562,0.5865863768814172,0.595148207194039,0.270775009057748,0.6927289693227724,0.9140547213649121
C00069,2025-04-26,UPI,0.8048069105533918,0.5931038196482221,0.806006314071977,0.2848325905127961,0.4515551417011088,0.5308093154440516
C00070,2025-05-14,UPI,0.7373445829909298,0.34087401003704815,0.4298357317303654,0.8477344582821182,0.6694651607706228,0.8865686659698635
C00071,2025-08-21,UPI,0.4752806384000415,0.4692739571398581,0.592456294564025,0.18864513653498274,0.6543865704874008,0.4407433644748611
C00072,2025-04-11,UPI,0.5682452216722507,0.41227797482898787,0.7683313692409414,0.2704859722265427,0.6847543769363105,0.7451500323359338
C00073,2025-05-18,UPI,0.5356412839595226,0.5244657128907764,0.588175607592193,0.2965330628888746,0.6468318098460413,0.3579540013777233
C00074,2025-04-23,CARD,0.8713311384455862,0.6465384869849481,0.7458648365286992,0.4816486327863381,0.8470365788877648,0.5711104038372395
C00075,2025-09-27,CARD,0.5450963938339307,0.6591687403936328,0.5843919760264538,0.7771566877047611,0.4561549959859223,0.30935637020168005
C00076,2025-09-18,UPI,0.8113727408208604,0.5790467445906111,0.912365439379361,0.690105461664696,0.408998349232832,0.21856908705903055
C00077,2025-09-30,CARD,0.9045162440448064,0.6887272689281387,0.6134310382267162,0.5719090849215968,0.6052597284474011,1.0
C00078,2025-01-18,UPI,0.8277699991956976,0.72165235241104,0.4393804727041535,0.5102838995228144,0.6130115850943756,0.7068452346058802
C00079,2025-11-01,CARD,0.5364462013876276,0.5942701854121133,0.41159182902804314,0.3675055279961515,0.6959926610262146,0.7803121620686106
C00080,2025-04-05,CARD,0.5900121126204788,0.4945471687891325,0.4839562744116304,0.38609429302170195,0.45533022073330043,0.9124480365089346
C00081,2025-06-22,UPI,0.7873228240036277,0.6171425688088937,0.7606473629364316,0.44929980394466384,0.4601585673387313,0.4476373348101446
C00082,2025-03-31,UPI,0.5771833824543775,0.3612693773629546,0.6831290176602819,0.3259886552715853,0.8508449502660058,0.9869625882340505
C00083,2025-03-13,CARD,0.6839864897999447,0.5687854050660854,0.3003136975607673,0.7776370295236809,0.7339705483959698,0.38000200607012796
C00084,2025-02-10,UPI,0.5340755378938601,0.5885791290815899,0.4682788181011597,0.7850237460913216,0.5110248399547811,0.9101659633054331
C00085,2025-01-12,WALLET,0.8093892615545737,0.5490652527346874,0.8367009901276913,0.25186933848011245,0.5608055465218119,0.8344901351732534
C00086,2025-08-30,UPI,0.8133906763508415,0.6356690562655004,0.33734761510184597,0.24486026632629382,0.3186818748492245,0.42256900220683025
C00087,2025-11-17,WALLET,0.7421280277860092,0.4163862898692578,0.5756890638128516,0.44911830496732574,0.7917174868714272,0.865383803605612
C00088,2025-12-22,UPI,0.6512432292870723,0.5371647348930934,0.7410589411410168,0.6324047757533832,0.8638163072017457,0.5481556608127999
C00089,2025-04-17,UPI,0.32447016308408555,0.5625011895480013,0.46322605375168047,0.5837548374141274,0.5488970119879849,0.5734368562506486
C00090,2025-07-25,UPI,0.8417613656900503,0.8590993105763327,0.4076211838342821,0.3635983685070066,0.46718832985484776,0.436072941206255
C00091,2025-07-29,UPI,0.6071960348874951,0.7441945433814731,0.45019550975018563,0.4143319464138975,0.6363024199540195,0.603959555204779
C00092,2025-04-24,NETBANKING,0.8763378666197783,0.7365185747656743,0.8012726020292201,0.4323069604424225,0.3854234860634648,0.3376795206666525
C00093,2026-01-01,NETBANKING,0.782393021437503,0.8989095594381705,0.5419088874236878,0.6777080450145453,0.5160775582055981,0.29655387040065206
C00094,2025-10-13,CARD,0.7424317145568278,0.6967925725506413,0.585877534457569,0.7202823121015905,0.9565024861694815,0.7527522967202844
C00095,2025-12-15,UPI,0.7733065143441119,0.6816497080118639,0.64892802685949,0.5272934279237148,0.7407965990219837,0.40859294519867856
C00096,2025-09-12,UPI,0.8342473794708505,0.8770682132606267,0.8294018650088729,0.6715194981820712,0.6396049149500953,0.7099890926407085
C00097,2025-12-17,UPI,0.8388919978184863,0.8929595403893305,0.8668516130750843,0.8312804722350315,0.5209465688108146,0.40039393592639844
C00098,2025-07-02,UPI,0.7454918606564102,0.6691580271719161,0.6014176264995406,0.6041383932131866,0.634137180236028,0.7144472494534575
C00099,2025-06-09,CARD,0.7028447481334276,0.5532729870555779,0.7011304376335938,0.8447142616060224,0.5424311740858225,0.7517607148169424
C00100,2025-02-14,UPI,0.8012574764385808,0.7128315956459093,0.6788693504791979,0.2619419163834975,0.6722633259962816,0.7810115109618332
C00101,2025-10-25,UPI,0.8021335822423197,0.7333472681327289,0.5974232434620574,0.7860561709504148,0.6041053768808855,0.1051625320225833
C00102,2025-12-17,CARD,0.7722098668050574,0.7874668650577437,0.6724169842522009,0.4965388156973356,0.8301955926761198,0.23833623455311165
C00103,2025-07-29,UPI,0.5648332566346925,0.5628101795160011,0.5850547421086502,0.33946661890159713,0.6058785094896928,0.13395770631417592
C00104,2025-01-20,UPI,0.8304795948089788,0.5636164729612962,0.7823920189231838,0.9763127721638384,0.4688985470142766,0.3946327673938999
C00105,2025-05-20,UPI,0.6695905756718891,0.7101088246118935,0.6814770786011691,0.5402192163005248,0.49000570979397967,0.5769188882799944
C00106,2025-12-15,UPI,0.6737333224600597,0.5072396352837225,0.6556175525116905,0.2521984843420069,0.7349826264223978,0.3526005407962138
C00107,2025-03-07,WALLET,0.7399137980861218,0.6229570714498427,0.6264226152953324,0.7337226441101085,0.5854268328216129,0.772047983904744
C00108,2025-02-06,CARD,0.8729674465642745,0.5475211948090075,0.6507017430411393,0.7431069603104405,0.6531271178884019,0.4851611383851902
C00109,2025-12-01,UPI,0.7986066898462966,0.5997679934995797,0.5955496084210887,0.4881540632253441,0.6755805156840157,0.7011238881606539
C00110,2025-09-08,CARD,0.5903946128404701,0.44936000086263417,0.8380873792581475,0.5131514626751564,0.618996675526407,0.4116092287324301
C00111,2025-05-19,CARD,0.6712583424281883,0.5556584639867355,0.604320877520459,0.7842574252103593,0.8428600135916666,0.4567066617057241
C00112,2025-06-29,NETBANKING,0.4475695398051966,0.4850380045523027,0.5902505987164506,0.5853094302517201,0.3928490118259769,0.34451651857672105
C00113,2025-06-04,CARD,0.6772190826194273,0.6283936418348756,0.9361521535834936,0.7800314835203743,0.4107148750679579,0.9149548920287515
C00114,2025-04-20,CARD,0.8586449850800446,0.8204045264595117,0.6090845241523707,0.923572703815406,0.5623299440378123,0.21128719176694816
C00115,2025-08-08,WALLET,0.7046577171124605,0.7866715653462867,0.2846212557698823,0.8094308598577967,0.7284522613949999,0.5891010110055654
C00116,2025-03-25,UPI,0.7716751673699614,0.6998240938108011,0.7697920901135794,0.5426828508325615,0.6804219746325986,0.6528481028008419
C00117,2025-12-17,UPI,0.7722442029345483,0.7207273560218733,0.8110108339299247,0.3275254521484444,0.5194586522922509,0.7235752397584904
C00118,2025-04-17,UPI,0.8945688840773846,0.8418287689829307,0.6285890850828987,0.5326336315681252,0.5920962615294553,0.5207911547101172
C00119,2025-07-23,UPI,0.9177677799373023,0.7986425037700693,0.8004660879119432,0.5671141733391483,0.7752051646085871,0.7209789068104879
C00120,2025-04-18,UPI,0.6414158826689695,0.5493812150026379,0.8412878638929999,0.7704739023975102,0.4078660871232773,0.4161926519552497
C00121,2025-05-04,UPI,0.8557332723433168,0.7367552644718456,0.7632081437503073,0.7622038788919974,0.8209758456676368,0.6534524543878095
C00122,2025-06-13,NETBANKING,0.4477117999717545,0.41473826458329194,0.46100301772552255,0.8570004219823985,0.6364373863528462,0.5509947750788741
C00123,2025-09-01,WALLET,0.6901616986509413,0.5016003420984846,0.7268235894365357,0.8337994073303616,0.7255288333636472,0.09469966730845404
C00124,2025-10-19,UPI,0.3357322093418895,0.46893908062178025,0.558434705445266,0.46697088712478824,0.7213922225354573,0.4137033239433083
C00125,2025-05-10,NETBANKING,0.8571654416102583,0.6855647208821387,0.8475341654126051,0.7351694905607323,0.7576221818840017,0.2508718211427293
C00126,2025-03-05,UPI,0.8997692339276799,0.8773496778972103,0.5769326377755178,0.5878546547693737,0.546467772017505,0.8444017658086426
C00127,2025-06-05,UPI,0.820519088912151,0.5504985471533929,0.5128734188455273,0.4686378599641787,0.5009244166353297,0.5039967379899363
C00128,2025-12-01,NETBANKING,0.3868645641835532,0.61663579137822,0.3526086498568175,0.35338594691240904,0.6012319079692499,0.41202208148152875
C00129,2025-09-10,UPI,0.7953426213871995,0.7486303997697045,0.5832942046310235,0.30471694137546473,0.5350709626968949,0.7920676058502094
C00130,2025-08-27,UPI,0.6320862357710785,0.6285603171124452,0.30212860565187744,0.5445720961352754,0.698074855695282,0.4774176860106028
C00131,2025-10-11,UPI,0.6625460306419827,0.5715435674683266,0.40024262834299174,0.3006984752630709,0.30643308516031775,0.556607794160971
C00132,2025-12-05,UPI,0.69426265987491,0.7495637061796312,0.4747273264082047,0.41013417312116357,0.36649458750890296,0.6328751559231099
C00133,2025-07-30,UPI,0.6768825352370583,0.6105029799586792,0.7930383580782531,0.8922417242254383,0.4429752152357812,0.5996596727241479
C00134,2025-10-14,UPI,0.9016155261280724,0.715289924480939,0.7586069446435169,0.8357510382170836,0.561224350478158,0.17082774089036748
C00135,2025-02-22,UPI,0.8732803669007165,0.6839522466482264,0.7137581895936939,0.7119743121484384,0.6570650424248785,0.6770202852041135
C00136,2025-06-09,UPI,0.7395066530737917,0.7560857806502597,0.7783748597721897,0.508969056608623,0.47574158150595464,0.8038721507867739
C00137,2025-03-21,CARD,0.753119468254375,0.7523926548102922,0.6053368144133191,0.30369675439506744,0.7996133663181746,0.8735521555674608
C00138,2025-10-28,UPI,0.8203947518002787,0.7281678152767883,0.5212980032723042,0.6014197032916351,0.4646788131303276,0.5699080967740605
C00139,2025-10-04,CARD,0.681940798281709,0.5979400433991827,0.7035808378182061,0.6526553395366503,0.7432083871866128,0.8939990404095107
C00140,2025-05-03,CARD,0.6509495242794485,0.560760455806848,0.22945992603065118,0.728235748229458,0.24622613105163693,0.5663295206188838
C00141,2025-12-14,NETBANKING,0.6629692899108292,0.5761261473875862,0.7119182668521704,0.5802502373198387,0.7319398530370597,0.1084799872914019
C00142,2025-11-18,CARD,0.6406360091614155,0.675033248878888,0.32362378193792785,0.9006764205050232,0.22544526425950345,0.5853331993877737
C00143,2025-06-26,CARD,0.7982602386115045,0.675426293481085,0.901204879596756,0.49311113450637406,0.4334740613994034,0.25829299073714646
C00144,2025-02-08,UPI,0.8445727696638904,0.6685946767547064,0.682554372837222,0.5385085852819983,0.598822398409149,0.5298370772958371
C00145,2025-02-09,CARD,0.5299371420106782,0.36810143265592443,0.5714406504692086,0.601706259775808,0.7082230855709627,0.5670948993367395
C00146,2025-01-07,CARD,0.8280840522545156,0.7528519054868756,0.6864821477178575,0.32251331795877636,0.789346769683709,0.2764090235131996
C00147,2025-07-20,UPI,0.7827141364320097,0.7343356381530206,0.5843953066802566,0.5528969230626372,0.615448570360747,0.4060223419506015
C00148,2025-10-01,UPI,0.7987609147138975,0.7905302789070453,0.6077027111977552,0.7524991799402362,0.8899983021040918,0.3873178483367158
C00149,2025-02-26,CARD,0.7546465330355006,0.8320464296015473,0.24428627780378148,0.18031546009858698,0.27664769658507893,0.13263441119431904
C00150,2025-11-22,CARD,0.32069832091506567,0.5160855926951499,0.30048445595430906,0.586449082284524,0.4679918558043446,0.22921924138819066
C00151,2025-06-10,UPI,0.8191054128063361,0.7825057882017271,0.6406071872694472,0.555037346053314,0.45503086823493843,0.9361788577129235
C00152,2025-01-25,UPI,0.7903697788032875,0.648125279631439,0.6334156392849987,0.3546738862521641,0.7101644056424943,0.0
C00153,2025-11-12,UPI,0.7984135952182638,0.47462990202311545,0.8278847325827798,0.39844905052186086,0.7595988129566635,0.7722062508634977
C00154,2025-09-12,WALLET,0.8209632565861564,0.7560134600198091,0.8745400858776018,0.8177030380386157,0.6285656882532328,0.5110612180429843
C00155,2025-06-16,UPI,0.6639709262823451,0.679347096593111,0.5912979627115963,0.5352713977780271,0.49938687341285515,0.6016289028452662
C00156,2025-09-15,CARD,0.7217466835512798,0.6128252133984515,0.8674711501581505,0.6006152387024615,0.9833952288840138,0.7086705291670746
C00157,2025-02-18,UPI,0.6573660989462646,0.7304674709279266,0.6613509794996546,0.27381018017412656,0.6562061963222353,0.4516525410835551
C00158,2025-03-25,CARD,0.5698617742370117,0.5991689267936816,0.6445010345753883,0.554879618650945,0.5316404931393586,0.8497816297742022
C00159,2025-06-22,UPI,0.8161668732327085,0.5339979596566237,0.7485620727332184,0.6326726707227985,0.7773768646625366,0.8062133419143539
C00160,2025-10-14,CARD,0.6047338028452127,0.43604860664743034,0.7748617766946831,0.8133654109885775,0.4970468084380033,0.2071288554860049
C00161,2025-11-17,CARD,0.7547339201304107,0.4628599897916665,0.7442939048299577,0.5015155867802056,0.8213759084391965,0.4455120029551443
C00162,2025-06-27,UPI,0.542255116318803,0.5869728909686938,0.5685074753510022,0.6330077552812986,0.6784339319622709,0.6004662810700135
C00163,2025-08-22,UPI,0.8236682485988116,0.6872753921625896,0.6888142386414168,0.6606911464018291,0.8241252423121931,0.7536955278750405
C00164,2025-07-17,CARD,0.8025899863134263,0.6644862569464843,0.7220644464605293,0.6776879315692285,0.948700472509192,0.3292204962318332
C00165,2025-12-04,UPI,0.8901611085218891,0.8784275986129897,0.5456920726077746,0.7336996348055487,0.40200061687931654,0.4481856624583066
C00166,2025-11-01,UPI,0.9050724698626265,0.6681693443225165,0.789742782488266,0.4942833902378854,0.6475409472792776,0.44420967150025437
C00167,2025-11-24,UPI,0.5423877421284923,0.5468684459877267,0.723042961803713,0.43123569239069637,0.4363480166126733,0.8563532316230805
C00168,2025-05-20,UPI,0.5586226248467366,0.6932077478778798,0.5399164588334086,0.7800367112899846,0.6464434432893074,0.7210714835315524
C00169,2025-06-05,CARD,0.9441053695199411,0.7752365531846944,0.645211223210311,0.7717137650506359,0.9020992942486878,0.6174312147396095
C00170,2025-09-16,UPI,0.45877880871996846,0.41002679198050207,0.45456976532984406,0.7102451945904321,0.27713471796486827,0.48496869161480155
C00171,2025-09-21,UPI,0.7870492363278203,0.6381869560833775,0.6241828407760418,0.5355541332471185,0.5020275782089738,0.863994466296467
C00172,2025-02-05,UPI,0.601241951956907,0.5539735101650367,0.567626223667032,0.40946195424879495,0.8409965963374961,0.3395493900967138
C00173,2025-01-03,UPI,0.790013105915146,0.6516226813358329,0.6543679561665978,0.7438014431507051,0.4779731581277831,0.6937965336286438
C00174,2025-11-06,UPI,0.537319077346385,0.2724956243391414,0.7506282682731877,0.2805257049969198,0.7892114733882769,0.8471505225062637
C00175,2025-12-20,UPI,0.7470351286858196,0.5794373602498814,0.7610698168309885,1.0,0.7478871517222676,0.49102423790439287
C00176,2025-11-27,CARD,0.605310219116961,0.6985632700309724,0.9025381366084417,0.4989869508852154,0.6952214452392911,0.5178783685272279
C00177,2025-09-24,UPI,0.6972472379708264,0.5647774807070256,0.6714247416002612,0.6325253683663197,0.5357180499676976,0.3810922582330316
C00178,2025-07-02,UPI,0.7671910928273374,0.7935190291235829,0.7247836219682919,0.7169227931331799,0.4669921082635701,0.5718117597949505
C00179,2025-09-04,NETBANKING,0.9587937494165399,0.7595611058398236,0.7967172040820375,0.7396471490337881,0.5885692619880972,0.5533951828438388
C00180,2025-01-30,UPI,0.7767984995683328,0.6348060577342564,0.8934879873565275,0.5135631025836864,0.3785693785019374,0.5558521789550847
C00181,2025-06-02,UPI,0.8485071236367524,0.6341436318089313,0.7959066591342592,0.6873261178600542,0.7163152717887653,0.4851063744384198
C00182,2025-07-06,UPI,0.9918787072276768,0.6938079121937274,0.7306911692594812,0.517122392638591,0.6533376122272073,0.8311806399223303
C00183,2025-04-30,UPI,0.8700269923206091,0.750977552030746,0.628269889721527,0.13381728995305425,0.49628585732256847,0.32229613128606543
C00184,2025-07-23,CARD,0.8960959120492002,0.9644396750704728,0.45954077508896074,0.5527399850435053,0.3660147708183563,0.0902995990421556
C00185,2025-10-02,CARD,0.5641352812726723,0.6110971190109489,0.6294604563119784,0.38698600509789727,0.7940024501493234,0.4924456895478453
C00186,2025-07-15,CARD,0.5575699036865303,0.3560732024873657,0.31161407162410504,0.3426552394618202,0.6094405317867156,0.6904236642831069
C00187,2025-12-20,UPI,0.6711819309865852,0.5446976364492426,0.7583519941491936,0.7008494280394952,0.4563617536062236,0.5770606110626844
C00188,2025-09-07,CARD,0.6861127918232017,0.596693682995708,0.6624123430339125,0.5938829221068922,0.40759059049761315,0.29024191774308333
C00189,2025-02-16,UPI,0.8230277341829015,0.6643126206630507,0.8034352475445712,0.6675954980602953,0.8364451063110084,0.3293930514414698
C00190,2025-11-26,NETBANKING,0.8046157818718531,0.625061362138623,0.6031880272346897,0.6840465983954969,0.8039304272681522,0.5470389110238081
C00191,2025-02-12,UPI,0.5156371592902633,0.6151447292149445,0.3185937409048385,0.5549849089879979,0.39427510263386534,0.36650509145816634
C00192,2025-03-13,CARD,0.5814445309267531,0.5687543166880659,0.5342363489597112,0.6539331425625049,0.7455811799882744,0.8026820189663719
C00193,2025-06-08,UPI,0.4652421196855392,0.6312326503941963,0.44927413501756597,0.5350048939043285,0.5516429049592197,0.813394987910973
C00194,2025-12-27,UPI,0.8298188235945907,0.8138250931334798,0.783777229004106,0.74014946117994,0.8420963781507753,0.5726727222012665
C00195,2025-10-08,NETBANKING,0.669742670995637,0.6881921202997238,0.4467699776207304,0.8214295464499655,0.47912125186215915,0.15558955343589637
C00196,2025-04-13,UPI,0.8579018872216565,0.7278566734842644,0.7010741811262484,0.7959588365678004,0.3959321549077515,0.33624775909246085
C00197,2025-01-11,CARD,0.7979679678143973,0.6348510162968528,0.8170837230144651,0.5285962599376889,0.3504590912186569,0.3561353286272638
C00198,2025-11-25,UPI,0.816841120330028,0.6328814181967246,0.7765654139454605,0.6230783266971652,0.6106398336668765,0.8162134580858846
C00199,2025-08-17,UPI,0.7729741560044342,0.6635502610632836,0.5228933024527032,0.6125350838621536,0.6444215117665953,0.31797084911719603
C00200,2025-10-01,UPI,0.5276736190630005,0.4349620155086303,0.4467268836457159,0.791623766209492,0.6148463761660052,0.4241172176449794
C00201,2025-10-04,CARD,0.5212829037363051,0.47105978097010287,0.7175419523440264,0.4091705171448481,0.6365890260551779,0.3676006663467852
C00202,2025-04-07,UPI,0.66734070901979,0.6588979479114412,0.5870950907799136,0.67789762435493,0.8851717905865296,0.38385420521101465
