transaction_id,amount_prediction,failure_reason_prediction,recovery_probability,calibrated_probability,confidence,recovery_flag,recovered_amount_prediction,recommended_policy,policy_threshold,expected_recovery_prediction,expected_intervention_cost,expected_friction_cost,expected_net_recovery_prediction,customer_id,timestamp,amount,payment_method,status,failure_reason,historical_transaction_count,historical_success_count,historical_failure_count,historical_success_rate,hours_since_previous_transaction,previous_transaction_success,previous_failure_reason,transactions_last_7d,successful_payments_last_7d,failed_payments_last_7d,avg_amount_last_7d,failure_rate_last_7d,amount_vs_recent_average,payment_momentum,failure_streak,hours_since_last_success,hours_since_last_failure,method_share,recoverability_score,model_confidence,base_recovery_probability,recommended_action,action_recovery_probability,expected_recovery,intervention_cost,expected_net_recovery,decision_reason,priority,opportunity_rank,actual_recovery_probability,recovered,recovered_amount,customer_friction_cost,net_recovered_value,recovery_status,experiment_source_transaction_id,source_repeat,experiment_transaction_id,base_probability,treatment_effect,treatment,control,treatment_group,treatment_assignment_before_outcome,experiment_version,random_seed,control_recovery_probability,treatment_recovery_probability,incremental_recovery_probability,observed_recovery_probability,expected_control_recovery,expected_treatment_recovery,expected_incremental_recovery,expected_incremental_net_value
RECLAIM-V2-000011,1122.07,BANK_DECLINE,0.2862503549846111,0.5205514362604082,0.4274992900307778,1,1122.07,INTERVENE,0.475,584.0951500847162,1.5,0.25,582.3451500847162,C00691,2026-01-05 16:02:55,1122.07,CARD,FAILED,BANK_DECLINE,3,2.0,1.0,0.6666666666666666,54.95722222222222,1,NONE,3.0,2.0,1.0,1543.13,0.3333333333333333,0.7271389967144699,1.0,1,54.95722222222222,104.0775,1.0,64.78,23.31,0.5916,RETRY_NOW,0.426,477.95,0.0,476.45,weak historical payment reliability; elevated recent failure rate; previous payment succeeded,MEDIUM,2197,0.4982352950000001,1,1122.07,0.0,1122.07,RECOVERED,T0031813,1,RECLAIM-V2-000011,0.5205514362604082,0.05220725493066537,0,1,CONTROL,True,V2,2026,0.5205514362604082,0.5727586911910736,0.05220725493066536,0.5205514362604082,584.0951500847162,642.675344624768,58.58019454005171,56.58019454005171
RECLAIM-V2-000012,662.72,INSUFFICIENT_FUNDS,0.5485836809697137,0.699461204612956,0.0971673619394273,0,0.0,INTERVENE,0.475,463.5469295210982,1.5,0.25,461.7969295210982,C00586,2026-01-23 11:26:51,662.72,UPI,FAILED,INSUFFICIENT_FUNDS,25,23.0,2.0,0.92,0.3286111111111111,1,NONE,10.0,10.0,0.0,3064.175,0.0,0.2162800753873391,0.4,1,0.3286111111111111,370.34833333333336,1.0,84.3,54.64,0.7604,DELAYED_RETRY,0.5771,382.48,1.5,381.48,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,2399,0.7469845791999999,0,0.0,0.5,-2.0,NOT_RECOVERED,T0026617,1,RECLAIM-V2-000012,0.699461204612956,0.053511236637332975,1,0,TREATMENT,True,V2,2026,0.699461204612956,0.752972441250289,0.053511236637332926,0.752972441250289,463.5469295210982,499.0098962653915,35.46296674429328,33.46296674429328
RECLAIM-V2-000013,1040.28,BANK_DECLINE,0.4521137955196847,0.63745619114808,0.0957724089606305,1,0.0,INTERVENE,0.475,663.1329265275247,1.5,0.25,661.3829265275247,C00451,2026-01-17 03:59:15,1040.28,UPI,FAILED,BANK_DECLINE,32,32.0,0.0,1.0,0.0430555555555555,1,NONE,11.0,11.0,0.0,1010.3581818181818,0.0,1.0296150600057226,0.34375,1,0.0430555555555555,-1.0,1.0,87.93,65.86,0.7934,RETRY_NOW,0.5712,594.26,0.0,592.76,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,1985,0.6641530000000001,1,1040.28,0.0,1040.28,RECOVERED,T0020490,1,RECLAIM-V2-000013,0.63745619114808,0.05642857661499398,0,1,CONTROL,True,V2,2026,0.63745619114808,0.6938847677630741,0.05642857661499401,0.63745619114808,663.1329265275247,721.8344462085706,58.701519681045966,56.701519681045966
RECLAIM-V2-000014,430.14,NETWORK_ERROR,0.5433990592856165,0.6962839199248774,0.0867981185712329,0,430.14,INTERVENE,0.475,299.4995653164867,1.5,0.25,297.7495653164867,C00598,2026-01-19 04:05:38,430.14,UPI,FAILED,NETWORK_ERROR,25,23.0,2.0,0.92,6.028333333333333,1,NONE,8.0,7.0,1.0,1470.6850000000002,0.125,0.2924759550821555,0.32,1,6.028333333333333,171.3213888888889,1.0,81.08,55.71,0.7346,RETRY_NOW,0.5924,254.81,1.5,253.31,strong historical payment reliability; previous payment succeeded,MEDIUM,2664,0.7636281630499999,0,0.0,0.5,-2.0,NOT_RECOVERED,T0027304,1,RECLAIM-V2-000014,0.6962839199248774,0.05255275054761535,1,0,TREATMENT,True,V2,2026,0.6962839199248774,0.7488366704724927,0.05255275054761532,0.7488366704724927,299.4995653164867,322.104605437038,22.60504012055128,20.60504012055128
RECLAIM-V2-000015,1301.5,LIMIT_EXCEEDED,0.3452669563506998,0.5631081426636424,0.3094660872986002,0,1301.5,INTERVENE,0.475,732.8852476767306,1.5,0.25,731.1352476767306,C00625,2026-01-08 13:07:29,1301.5,WALLET,FAILED,LIMIT_EXCEEDED,22,19.0,3.0,0.8636363636363636,3.9161111111111113,0,NETWORK_ERROR,21.0,18.0,3.0,1821.8733333333328,0.1428571428571428,0.7143745814747458,0.9545454545454546,2,10.72861111111111,3.9161111111111113,1.0,58.3,60.86,0.4896,RETRY_NOW,0.3525,458.79,1.5,457.29,repeated consecutive failures,MEDIUM,2231,0.4340752722727273,0,0.0,0.5,-2.0,NOT_RECOVERED,T0028547,1,RECLAIM-V2-000015,0.5631081426636424,0.04695433971451561,1,0,TREATMENT,True,V2,2026,0.5631081426636424,0.610062482378158,0.04695433971451557,0.610062482378158,732.8852476767306,793.9963208151726,61.11107313844195,59.11107313844195
RECLAIM-V2-000016,4270.86,LIMIT_EXCEEDED,0.4091521313430894,0.6081328755587306,0.1816957373138211,1,4270.86,INTERVENE,0.475,2597.2503729087603,1.5,0.25,2595.5003729087603,C00512,2026-01-06 09:53:57,4270.86,CARD,FAILED,LIMIT_EXCEEDED,11,10.0,1.0,0.9090909090909092,8.4025,1,NONE,11.0,10.0,1.0,1959.2254545454543,0.0909090909090909,2.17987163758591,1.0,1,8.4025,54.09611111111112,1.0,80.76,36.18,0.7315,RETRY_NOW,0.5267,2249.38,1.5,2247.88,strong historical payment reliability; previous payment succeeded,HIGH,414,0.5617758691735537,1,4270.86,0.5,4268.86,RECOVERED,T0023316,2,RECLAIM-V2-000016,0.6081328755587306,0.06002910201481711,1,0,TREATMENT,True,V2,2026,0.6081328755587306,0.6681619775735478,0.06002910201481715,0.6681619775735478,2597.2503729087603,2853.626263539762,256.37589063100177,254.37589063100177
RECLAIM-V2-000017,564.77,INSUFFICIENT_FUNDS,0.5289588347859453,0.687335790680835,0.0579176695718905,0,0.0,INTERVENE,0.475,388.1866345028152,1.5,0.25,386.4366345028152,C00469,2026-01-15 09:13:03,564.77,CARD,FAILED,INSUFFICIENT_FUNDS,27,23.0,4.0,0.8518518518518519,1.909166666666667,1,NONE,18.0,14.0,4.0,2328.276666666666,0.2222222222222222,0.2425699694910255,0.6666666666666666,1,1.909166666666667,53.85305555555556,1.0,80.91,67.8,0.7299,DELAYED_RETRY,0.554,312.88,1.5,311.88,previous payment succeeded,MEDIUM,2553,0.7147384493827161,0,0.0,0.5,-2.0,NOT_RECOVERED,T0021313,1,RECLAIM-V2-000017,0.687335790680835,0.058834794499821555,1,0,TREATMENT,True,V2,2026,0.687335790680835,0.7461705851806565,0.05883479449982154,0.7461705851806565,388.18663450281514,421.41476139247936,33.228126889664225,31.228126889664225
RECLAIM-V2-000018,1025.58,NETWORK_ERROR,0.5285665819802446,0.6870907254527079,0.0571331639604892,0,0.0,INTERVENE,0.475,704.666506209788,1.5,0.25,702.916506209788,C00478,2026-01-30 13:21:05,1025.58,WALLET,FAILED,NETWORK_ERROR,78,72.0,6.0,0.9230769230769232,8.384444444444444,0,BANK_DECLINE,21.0,18.0,3.0,1954.9642857142856,0.1428571428571428,0.5246029339227972,0.2692307692307692,2,8.77111111111111,8.384444444444444,1.0,62.34,87.86,0.5249,RETRY_NOW,0.4233,434.11,1.5,432.61,strong historical payment reliability; repeated consecutive failures,MEDIUM,2289,0.6632908506593407,0,0.0,0.5,-2.0,NOT_RECOVERED,T0021693,1,RECLAIM-V2-000018,0.6870907254527079,0.04397259166716909,1,0,TREATMENT,True,V2,2026,0.6870907254527079,0.7310633171198769,0.04397259166716905,0.7310633171198769,704.666506209788,749.7639167718033,45.097410562015284,43.097410562015284
RECLAIM-V2-000019,4975.57,LIMIT_EXCEEDED,0.4499772724616433,0.6360198299096729,0.1000454550767133,1,4975.57,INTERVENE,0.475,3164.561185103671,1.5,0.25,3162.811185103671,C00343,2026-01-25 09:06:03,4975.57,CARD,FAILED,LIMIT_EXCEEDED,45,44.0,1.0,0.9777777777777776,25.92861111111111,1,NONE,13.0,12.0,1.0,1820.342307692308,0.0769230769230769,2.733315585192134,0.2888888888888888,1,25.92861111111111,49.97472222222222,1.0,87.44,80.82,0.7884,RETRY_NOW,0.5676,2824.37,1.5,2822.87,strong historical payment reliability; previous payment succeeded,HIGH,263,0.622229706,1,4975.57,0.5,4973.57,RECOVERED,T0015518,1,RECLAIM-V2-000019,0.6360198299096729,0.05976430205228926,1,0,TREATMENT,True,V2,2026,0.6360198299096729,0.6957841319619621,0.05976430205228922,0.6957841319619621,3164.561185103671,3461.9226534659797,297.36146836230864,295.36146836230864
RECLAIM-V2-000020,3137.03,LIMIT_EXCEEDED,0.4106317362818198,0.6091572442338383,0.1787365274363603,1,0.0,INTERVENE,0.475,1910.944549878878,1.5,0.25,1909.194549878878,C00823,2026-01-03 17:19:24,3137.03,CARD,FAILED,LIMIT_EXCEEDED,5,5.0,0.0,1.0,0.7077777777777777,1,NONE,5.0,5.0,0.0,1264.674,0.0,2.480504857378265,1.0,1,0.7077777777777777,-1.0,1.0,82.41,21.07,0.7493,RETRY_NOW,0.5395,1692.42,1.5,1690.92,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,678,0.5818593,1,3137.03,0.5,3135.03,RECOVERED,T0037832,1,RECLAIM-V2-000020,0.6091572442338383,0.058047394170879826,1,0,TREATMENT,True,V2,2026,0.6091572442338383,0.6672046384047181,0.058047394170879785,0.6672046384047181,1910.944549878878,2093.040966814753,182.09641693587514,180.09641693587514
RECLAIM-V2-000021,3733.84,INSUFFICIENT_FUNDS,0.4927757694478025,0.6643021850152863,0.014448461104395,0,3733.84,INTERVENE,0.475,2480.3980704974765,1.5,0.25,2478.6480704974765,C00937,2026-01-09 14:31:29,3733.84,CARD,FAILED,INSUFFICIENT_FUNDS,15,13.0,2.0,0.8666666666666667,6.145,1,NONE,12.0,10.0,2.0,1478.2033333333331,0.1666666666666666,2.5259312543831367,0.8,1,6.145,19.02555555555556,1.0,78.83,44.4,0.714,DELAYED_RETRY,0.5419,2023.46,0.0,2022.46,previous payment succeeded,HIGH,494,0.6993505233333335,0,0.0,0.0,0.0,NOT_RECOVERED,T0042864,1,RECLAIM-V2-000021,0.6643021850152863,0.058568034945528945,0,1,CONTROL,True,V2,2026,0.6643021850152863,0.7228702199608152,0.05856803494552898,0.6643021850152863,2480.3980704974765,2699.0817420984904,218.68367160101388,216.68367160101388
RECLAIM-V2-000022,242.71,NETWORK_ERROR,0.5544856490954306,0.7030549123420072,0.1089712981908612,1,0.0,INTERVENE,0.475,170.63845777452858,1.5,0.25,168.88845777452858,C00851,2026-01-06 11:07:49,242.71,WALLET,FAILED,NETWORK_ERROR,4,4.0,0.0,1.0,7.680555555555555,1,NONE,4.0,4.0,0.0,2465.275,0.0,0.0984514912129478,1.0,1,7.680555555555555,-1.0,1.0,81.93,18.86,0.7454,RETRY_NOW,0.6011,145.89,1.5,144.39,strong historical payment reliability; low recent failure rate; previous payment succeeded,LOW,2844,0.7553294,1,242.71,0.5,240.71,RECOVERED,T0039103,1,RECLAIM-V2-000022,0.7030549123420072,0.05463387474145273,1,0,TREATMENT,True,V2,2026,0.7030549123420072,0.75768878708346,0.05463387474145276,0.75768878708346,170.63845777452858,183.8986455130266,13.260187738498018,11.260187738498018
RECLAIM-V2-000023,1138.68,BANK_DECLINE,0.3823992220688362,0.5894548657452172,0.2352015558623275,1,0.0,INTERVENE,0.475,671.200466526764,1.5,0.25,669.450466526764,C00712,2026-01-15 22:23:17,1138.68,CARD,FAILED,BANK_DECLINE,12,11.0,1.0,0.9166666666666666,1.5802777777777777,1,NONE,7.0,6.0,1.0,3421.732857142857,0.1428571428571428,0.3327787549583272,0.5833333333333334,1,1.5802777777777777,135.78694444444446,1.0,78.64,35.86,0.715,RETRY_NOW,0.5148,586.19,1.5,584.69,strong historical payment reliability; previous payment succeeded,MEDIUM,1998,0.5911109382142858,1,1138.68,0.5,1136.68,RECOVERED,T0032708,1,RECLAIM-V2-000023,0.5894548657452172,0.05388046603283195,1,0,TREATMENT,True,V2,2026,0.5894548657452172,0.6433353317780491,0.05388046603283192,0.6433353317780491,671.200466526764,732.553075589029,61.35260906226506,59.35260906226506
RECLAIM-V2-000024,476.71,INSUFFICIENT_FUNDS,0.4397370803501991,0.6291021277617695,0.1205258392996017,1,476.71,INTERVENE,0.475,299.8992753253132,1.5,0.25,298.1492753253132,C00764,2026-01-07 21:06:23,476.71,UPI,FAILED,INSUFFICIENT_FUNDS,10,7.0,3.0,0.7,23.621944444444445,1,NONE,10.0,7.0,3.0,1799.763,0.3,0.2648737639344735,1.0,1,23.621944444444445,30.33277777777778,1.0,69.82,38.14,0.6336,DELAYED_RETRY,0.4809,229.25,1.5,228.25,elevated recent failure rate; previous payment succeeded,LOW,2724,0.6408508759749999,1,476.71,0.5,474.71,RECOVERED,T0035129,1,RECLAIM-V2-000024,0.6291021277617695,0.054675513754645876,1,0,TREATMENT,True,V2,2026,0.6291021277617695,0.6837776415164154,0.054675513754645855,0.6837776415164154,299.89927532531317,325.9636394872904,26.06436416197721,24.06436416197721
RECLAIM-V2-000025,2736.12,BANK_DECLINE,0.4812369765862289,0.6567823352745428,0.0375260468275422,0,2736.12,INTERVENE,0.475,1797.035283191382,1.5,0.25,1795.285283191382,C00643,2026-01-10 02:54:30,2736.12,UPI,FAILED,BANK_DECLINE,28,27.0,1.0,0.9642857142857144,1.6413888888888888,1,NONE,22.0,21.0,1.0,1920.786363636364,0.0454545454545454,1.4244790840872463,0.7857142857142857,1,1.6413888888888888,80.63305555555556,1.0,89.38,68.62,0.8033,RETRY_NOW,0.5784,1582.51,1.5,1581.01,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,757,0.6507753887499999,0,0.0,0.5,-2.0,NOT_RECOVERED,T0029558,1,RECLAIM-V2-000025,0.6567823352745428,0.06393235334719288,1,0,TREATMENT,True,V2,2026,0.6567823352745428,0.7207146886217357,0.06393235334719294,0.7207146886217357,1797.035283191382,1971.9618738317035,174.9265906403216,172.9265906403216
RECLAIM-V2-000026,1267.85,BANK_DECLINE,0.4511695882497816,0.6368217117124554,0.0976608235004368,1,1267.85,INTERVENE,0.475,807.3944071946365,1.5,0.25,805.6444071946365,C00373,2026-01-08 00:08:42,1267.85,CARD,FAILED,BANK_DECLINE,13,13.0,0.0,1.0,26.786666666666665,1,NONE,13.0,13.0,0.0,3282.6423076923074,0.0,0.3862284955716958,1.0,1,26.786666666666665,-1.0,1.0,86.27,38.79,0.7802,RETRY_NOW,0.5617,712.21,0.0,710.71,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,1761,0.6357295000000001,1,1267.85,0.0,1267.85,RECOVERED,T0016981,1,RECLAIM-V2-000026,0.6368217117124554,0.0605249410109656,0,1,CONTROL,True,V2,2026,0.6368217117124554,0.697346652723421,0.060524941010965616,0.6368217117124554,807.3944071946365,884.1309536553892,76.73654646075272,74.73654646075272
RECLAIM-V2-000027,1455.3,BANK_DECLINE,0.4338047390407227,0.6250699982969575,0.1323905219185546,1,1455.3,INTERVENE,0.475,909.6643685215622,1.5,0.25,907.9143685215622,C00384,2026-01-19 03:47:16,1455.3,UPI,FAILED,BANK_DECLINE,24,23.0,1.0,0.9583333333333334,6.392777777777778,1,NONE,8.0,8.0,0.0,2287.62375,0.0,0.6361623059736113,0.3333333333333333,1,6.392777777777778,241.08944444444444,1.0,84.61,51.71,0.7648,RETRY_NOW,0.5507,801.37,1.5,799.87,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,1595,0.6395560674999998,1,1455.3,0.5,1453.3,RECOVERED,T0017469,1,RECLAIM-V2-000027,0.6250699982969575,0.05374744611306011,1,0,TREATMENT,True,V2,2026,0.6250699982969575,0.6788174444100177,0.05374744611306015,0.6788174444100177,909.6643685215622,987.8830268498987,78.21865832833646,76.21865832833646
