transaction_id,customer_id,timestamp,amount,payment_method,status,failure_reason,historical_transaction_count,historical_success_count,historical_failure_count,historical_success_rate,hours_since_previous_transaction,previous_transaction_success,previous_failure_reason,transactions_last_7d,successful_payments_last_7d,failed_payments_last_7d,avg_amount_last_7d,failure_rate_last_7d,amount_vs_recent_average,payment_momentum,failure_streak,hours_since_last_success,hours_since_last_failure,method_share,base_recovery_probability,model_confidence,retry_now_probability,delayed_retry_probability,retry_now_expected_net,delayed_retry_expected_net,recommended_action,selected_recovery_probability,expected_recovery,uncertainty_penalty,risk_adjusted_recovery,intervention_cost,friction_cost,expected_net_recovery,decision_reason
T0006231,C00137,2026-01-01 03:19:30,935.21,CARD,FAILED,LIMIT_EXCEEDED,1,1.0,0.0,1.0,3.1319444444444446,1,NONE,1.0,1.0,0.0,4538.59,0.0,0.206057387867157,1.0,1,3.1319444444444446,-1.0,1.0,0.7233333333333333,0.05,0.6833333333333332,0.7533333333333333,333.7565875,368.375555,NO_ACTION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABSTAIN_LOW_CONFIDENCE
T0035144,C00764,2026-01-01 03:27:09,1168.35,UPI,FAILED,NETWORK_ERROR,0,28.0,0.0,1.0,-1.0,-1,NONE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,-1.0,-1.0,1.0,0.85,0.05,0.9299999999999999,0.83,568.6968875,507.60851249999996,NO_ACTION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABSTAIN_LOW_CONFIDENCE
T0038258,C00833,2026-01-01 03:30:00,3616.84,UPI,FAILED,NETWORK_ERROR,0,27.0,1.0,0.9642857142857144,-1.0,-1,NONE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,-1.0,-1.0,1.0,0.8303571428571429,0.05,0.9103571428571429,0.8103571428571429,1726.8734675000003,1537.2393675,NO_ACTION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABSTAIN_LOW_CONFIDENCE
T0010150,C00221,2026-01-01 04:16:34,1710.16,UPI,FAILED,BANK_DECLINE,0,61.0,9.0,0.8714285714285714,-1.0,-1,NONE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,-1.0,-1.0,1.0,0.6492857142857142,0.05,0.6492857142857142,0.6992857142857143,581.2007900000001,626.3424900000001,NO_ACTION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABSTAIN_LOW_CONFIDENCE
T0021507,C00474,2026-01-01 04:48:52,1720.56,UPI,FAILED,BANK_DECLINE,0,36.0,0.0,1.0,-1.0,-1,NONE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,-1.0,-1.0,1.0,0.72,0.05,0.72,0.77,648.62168,694.0363800000001,NO_ACTION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABSTAIN_LOW_CONFIDENCE
T0035342,C00769,2026-01-01 04:49:00,7632.2,UPI,FAILED,LIMIT_EXCEEDED,0,36.0,3.0,0.9230769230769232,-1.0,-1,NONE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,-1.0,-1.0,1.0,0.6576923076923078,0.05,0.6176923076923078,0.6876923076923078,2473.2843961538465,2754.017746153847,NO_ACTION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABSTAIN_LOW_CONFIDENCE
T0010987,C00238,2026-01-01 05:01:03,2864.37,NETBANKING,FAILED,NETWORK_ERROR,1,1.0,0.0,1.0,1.121388888888889,1,NONE,1.0,1.0,0.0,1115.54,0.0,2.567698155153558,1.0,1,1.121388888888889,-1.0,1.0,0.8133333333333332,0.05,0.8933333333333332,0.7933333333333332,1341.6395299999997,1191.5101049999998,NO_ACTION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABSTAIN_LOW_CONFIDENCE
T0004599,C00101,2026-01-01 05:12:55,1193.17,UPI,FAILED,NETWORK_ERROR,0,49.0,0.0,1.0,-1.0,-1,NONE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,-1.0,-1.0,1.0,0.85,0.05,0.9299999999999999,0.83,580.8152524999999,518.4238275,NO_ACTION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABSTAIN_LOW_CONFIDENCE
T0032244,C00700,2026-01-01 05:37:32,3314.42,NETBANKING,FAILED,NETWORK_ERROR,0,61.0,3.0,0.953125,-1.0,-1,NONE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,-1.0,-1.0,1.0,0.8242187500000001,0.05,0.9042187500000001,0.8042187500000001,1571.654372421875,1397.8973224218753,NO_ACTION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABSTAIN_LOW_CONFIDENCE
T0031865,C00692,2026-01-01 05:48:19,1944.17,NETBANKING,FAILED,INSUFFICIENT_FUNDS,0,13.0,2.0,0.8666666666666667,-1.0,-1,NONE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,-1.0,-1.0,1.0,0.5966666666666668,0.05,0.5366666666666668,0.6766666666666667,546.0198975000003,689.1663925000001,NO_ACTION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABSTAIN_LOW_CONFIDENCE
T0036004,C00782,2026-01-01 06:00:55,2930.72,NETBANKING,FAILED,NETWORK_ERROR,1,1.0,0.0,1.0,0.2011111111111111,1,NONE,1.0,1.0,0.0,1063.18,0.0,2.756560507157772,1.0,1,0.2011111111111111,-1.0,1.0,0.8133333333333332,0.05,0.8933333333333332,0.7933333333333332,1372.75768,1219.1448799999998,NO_ACTION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABSTAIN_LOW_CONFIDENCE
T0029218,C00637,2026-01-01 06:11:41,953.28,CARD,FAILED,INSUFFICIENT_FUNDS,0,70.0,2.0,0.9722222222222222,-1.0,-1,NONE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,-1.0,-1.0,1.0,0.6547222222222223,0.05,0.5947222222222224,0.7347222222222223,295.8918200000001,366.20790000000005,NO_ACTION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABSTAIN_LOW_CONFIDENCE
T0004047,C00089,2026-01-01 06:12:03,3258.67,UPI,FAILED,BANK_DECLINE,0,50.0,2.0,0.9615384615384616,-1.0,-1,NONE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,-1.0,-1.0,1.0,0.6988461538461539,0.05,0.6988461538461539,0.7488461538461539,1193.8372229807694,1279.6273104807694,NO_ACTION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABSTAIN_LOW_CONFIDENCE
T0040394,C00880,2026-01-01 06:27:49,1290.47,UPI,FAILED,INSUFFICIENT_FUNDS,0,22.0,1.0,0.9565217391304348,-1.0,-1,NONE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,-1.0,-1.0,1.0,0.6460869565217392,0.05,0.5860869565217393,0.7260869565217392,395.3220082608697,490.42155326086964,NO_ACTION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABSTAIN_LOW_CONFIDENCE
T0008638,C00187,2026-01-01 06:39:15,1813.67,UPI,FAILED,BANK_DECLINE,0,59.0,4.0,0.9365079365079364,-1.0,-1,NONE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,-1.0,-1.0,1.0,0.685079365079365,0.05,0.685079365079365,0.735079365079365,650.5666433333333,698.4254808333334,NO_ACTION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABSTAIN_LOW_CONFIDENCE
T0022194,C00488,2026-01-01 06:46:57,1054.74,UPI,FAILED,INSUFFICIENT_FUNDS,0,59.0,5.0,0.921875,-1.0,-1,NONE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,-1.0,-1.0,1.0,0.62703125,0.05,0.5670312500000001,0.70703125,312.2370338281251,390.010423828125,NO_ACTION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABSTAIN_LOW_CONFIDENCE
T0019573,C00430,2026-01-01 07:15:29,5727.51,UPI,FAILED,INSUFFICIENT_FUNDS,0,35.0,3.0,0.9210526315789472,-1.0,-1,NONE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,-1.0,-1.0,1.0,0.626578947368421,0.05,0.5665789473684211,0.706578947368421,1701.9204580921055,2123.142443092105,NO_ACTION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABSTAIN_LOW_CONFIDENCE
T0022991,C00505,2026-01-01 07:32:58,1050.48,UPI,FAILED,NETWORK_ERROR,0,48.0,0.0,1.0,-1.0,-1,NONE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,-1.0,-1.0,1.0,0.85,0.05,0.9299999999999999,0.83,511.14686000000006,456.24665999999996,NO_ACTION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABSTAIN_LOW_CONFIDENCE
T0044237,C00964,2026-01-01 07:39:55,1213.74,UPI,FAILED,BANK_DECLINE,1,1.0,0.0,1.0,2.4338888888888888,1,NONE,1.0,1.0,0.0,2921.39,0.0,0.4154666100726024,1.0,1,2.4338888888888888,-1.0,1.0,0.7433333333333333,0.05,0.7433333333333333,0.7933333333333333,471.912035,504.02271,NO_ACTION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABSTAIN_LOW_CONFIDENCE
T0031812,C00691,2026-01-01 07:58:16,3338.79,CARD,FAILED,PAYMENT_TIMEOUT,0,39.0,4.0,0.9069767441860463,-1.0,-1,NONE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,-1.0,-1.0,1.0,0.7688372093023257,0.05,0.8188372093023257,0.7888372093023257,1433.560880174419,1381.224937674419,NO_ACTION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABSTAIN_LOW_CONFIDENCE
T0036285,C00789,2026-01-01 08:53:06,1157.05,UPI,FAILED,INSUFFICIENT_FUNDS,0,34.0,3.0,0.918918918918919,-1.0,-1,NONE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,-1.0,-1.0,1.0,0.6254054054054056,0.05,0.5654054054054056,0.7054054054054055,341.7062202702704,426.9993952702703,NO_ACTION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABSTAIN_LOW_CONFIDENCE
T0034753,C00755,2026-01-01 09:10:09,1681.24,UPI,FAILED,BANK_DECLINE,1,1.0,0.0,1.0,8.057777777777778,1,NONE,1.0,1.0,0.0,596.69,0.0,2.817610484506192,1.0,1,8.057777777777778,-1.0,1.0,0.6833333333333332,0.05,0.6833333333333332,0.7333333333333333,601.3948499999999,645.7774,NO_ACTION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABSTAIN_LOW_CONFIDENCE
T0042629,C00933,2026-01-01 10:06:10,846.7,UPI,FAILED,BANK_DECLINE,1,1.0,0.0,1.0,5.766944444444444,1,NONE,1.0,1.0,0.0,2095.6,0.0,0.4040370299675511,1.0,1,5.766944444444444,-1.0,1.0,0.7433333333333333,0.05,0.7433333333333333,0.7933333333333333,328.674675,351.15055,NO_ACTION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABSTAIN_LOW_CONFIDENCE
T0013225,C00290,2026-01-01 10:18:15,350.49,UPI,FAILED,NETWORK_ERROR,1,1.0,0.0,1.0,9.296666666666669,1,NONE,1.0,1.0,0.0,1874.33,0.0,0.1869948194821616,1.0,1,9.296666666666669,-1.0,1.0,0.8733333333333333,0.05,0.95,0.8533333333333333,173.05688750000002,155.51952,NO_ACTION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABSTAIN_LOW_CONFIDENCE
T0021204,C00467,2026-01-01 10:45:55,654.69,UPI,FAILED,NETWORK_ERROR,2,2.0,0.0,1.0,8.55638888888889,1,NONE,2.0,2.0,0.0,1794.55,0.0,0.3648212643838288,1.0,1,8.55638888888889,-1.0,1.0,0.8766666666666667,0.07916666666666666,0.95,0.8566666666666667,333.846821875,301.1259060416667,NO_ACTION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABSTAIN_LOW_CONFIDENCE
T0014697,C00324,2026-01-01 10:58:08,1153.46,UPI,FAILED,BANK_DECLINE,0,39.0,5.0,0.8863636363636364,-1.0,-1,NONE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,-1.0,-1.0,1.0,0.6575,0.05,0.6575,0.7075,396.40997375,426.93829875,NO_ACTION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABSTAIN_LOW_CONFIDENCE
T0039472,C00859,2026-01-01 11:09:39,8548.55,CARD,FAILED,PAYMENT_TIMEOUT,0,35.0,2.0,0.945945945945946,-1.0,-1,NONE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,-1.0,-1.0,1.0,0.7902702702702704,0.05,0.8402702702702705,0.8102702702702704,3769.3735199324333,3634.983857432433,NO_ACTION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABSTAIN_LOW_CONFIDENCE
T0031997,C00695,2026-01-01 11:19:01,1487.07,UPI,FAILED,BANK_DECLINE,1,1.0,0.0,1.0,2.913611111111111,1,NONE,1.0,1.0,0.0,1727.22,0.0,0.8609615451419043,1.0,1,2.913611111111111,-1.0,1.0,0.7233333333333333,0.05,0.7233333333333333,0.7733333333333333,562.9648324999999,602.2504200000001,NO_ACTION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABSTAIN_LOW_CONFIDENCE
T0041078,C00895,2026-01-01 11:29:24,2786.52,WALLET,FAILED,BANK_DECLINE,0,65.0,6.0,0.9154929577464788,-1.0,-1,NONE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,-1.0,-1.0,1.0,0.6735211267605634,0.05,0.6735211267605634,0.7235211267605635,983.5595473239438,1056.9556973239437,NO_ACTION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABSTAIN_LOW_CONFIDENCE
T0011171,C00243,2026-01-01 11:41:42,2357.44,UPI,FAILED,NETWORK_ERROR,1,1.0,0.0,1.0,2.8233333333333333,1,NONE,1.0,1.0,0.0,1053.24,0.0,2.238274277467624,1.0,1,2.8233333333333333,-1.0,1.0,0.8133333333333332,0.05,0.8933333333333332,0.7933333333333332,1103.88936,980.37376,NO_ACTION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABSTAIN_LOW_CONFIDENCE
T0017446,C00383,2026-01-01 11:48:08,1558.15,CARD,FAILED,INSUFFICIENT_FUNDS,0,26.0,1.0,0.9629629629629628,-1.0,-1,NONE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,-1.0,-1.0,1.0,0.6496296296296297,0.05,0.5896296296296297,0.7296296296296296,480.583988888889,595.358013888889,NO_ACTION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABSTAIN_LOW_CONFIDENCE
T0035909,C00780,2026-01-01 11:55:43,961.12,UPI,FAILED,BANK_DECLINE,2,2.0,0.0,1.0,3.5327777777777776,1,NONE,2.0,2.0,0.0,4102.085,0.0,0.2343003618891368,1.0,1,3.5327777777777776,-1.0,1.0,0.7466666666666667,0.07916666666666666,0.7466666666666667,0.7966666666666667,385.47456888888894,411.6547855555556,NO_ACTION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABSTAIN_LOW_CONFIDENCE
T0014041,C00307,2026-01-01 11:58:52,3019.33,CARD,FAILED,BANK_DECLINE,1,1.0,0.0,1.0,8.159444444444444,1,NONE,1.0,1.0,0.0,4506.43,0.0,0.6700048597226629,1.0,1,8.159444444444444,-1.0,1.0,0.7233333333333333,0.05,0.7233333333333333,0.7733333333333333,1144.8405675,1224.34798,NO_ACTION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABSTAIN_LOW_CONFIDENCE
T0009881,C00216,2026-01-01 11:59:07,1232.35,CARD,FAILED,BANK_DECLINE,0,47.0,4.0,0.9215686274509804,-1.0,-1,NONE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,-1.0,-1.0,1.0,0.6768627450980393,0.05,0.6768627450980393,0.7268627450980394,436.16919705882356,468.76838455882364,NO_ACTION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABSTAIN_LOW_CONFIDENCE
T0005761,C00127,2026-01-01 12:13:55,513.39,UPI,FAILED,INSUFFICIENT_FUNDS,0,51.0,5.0,0.9107142857142856,-1.0,-1,NONE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,-1.0,-1.0,1.0,0.6208928571428572,0.05,0.5608928571428573,0.7008928571428572,149.42731156250005,187.4114765625,NO_ACTION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABSTAIN_LOW_CONFIDENCE
T0013221,C00290,2026-01-01 12:24:15,678.34,UPI,FAILED,NETWORK_ERROR,2,1.0,1.0,0.5,2.1,0,NETWORK_ERROR,2.0,1.0,1.0,1112.41,0.5,0.6097931518055394,1.0,2,11.396666666666668,2.1,1.0,0.41833333333333333,0.07916666666666666,0.49833333333333335,0.3983333333333333,180.65044423611113,144.29834840277778,NO_ACTION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABSTAIN_LOW_CONFIDENCE
T0031876,C00692,2026-01-01 12:39:54,3557.67,NETBANKING,FAILED,LIMIT_EXCEEDED,1,0.0,1.0,0.0,6.859722222222223,0,INSUFFICIENT_FUNDS,1.0,0.0,1.0,1944.17,1.0,1.8299171368758904,1.0,2,-1.0,6.859722222222223,1.0,0.02,0.05,0.01,0.05,16.9277675,91.88883750000002,NO_ACTION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABSTAIN_LOW_CONFIDENCE
T0038548,C00839,2026-01-01 12:55:44,7961.22,UPI,FAILED,INSUFFICIENT_FUNDS,0,31.0,1.0,0.96875,-1.0,-1,NONE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,-1.0,-1.0,1.0,0.6528125000000001,0.05,0.5928125000000002,0.7328125000000001,2475.993133906251,3061.3928039062507,NO_ACTION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABSTAIN_LOW_CONFIDENCE
T0003833,C00085,2026-01-01 13:20:33,2419.46,WALLET,FAILED,LIMIT_EXCEEDED,0,63.0,2.0,0.9692307692307692,-1.0,-1,NONE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,-1.0,-1.0,1.0,0.6830769230769231,0.05,0.6430769230769231,0.7130769230769232,815.0969184615386,904.2620734615385,NO_ACTION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABSTAIN_LOW_CONFIDENCE
T0015852,C00348,2026-01-01 13:27:23,1400.01,NETBANKING,FAILED,BANK_DECLINE,0,65.0,11.0,0.8552631578947368,-1.0,-1,NONE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,-1.0,-1.0,1.0,0.6403947368421052,0.05,0.6403947368421052,0.6903947368421053,468.94349365131575,505.9437561513158,NO_ACTION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABSTAIN_LOW_CONFIDENCE
T0028024,C00614,2026-01-01 13:28:27,2527.09,WALLET,FAILED,INSUFFICIENT_FUNDS,2,2.0,0.0,1.0,2.511388888888889,1,NONE,2.0,2.0,0.0,848.2950000000001,0.0,2.9790226277415286,1.0,1,2.511388888888889,-1.0,1.0,0.6366666666666667,0.07916666666666666,0.5766666666666667,0.7166666666666667,784.5786224305556,975.7292128472222,NO_ACTION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABSTAIN_LOW_CONFIDENCE
T0006966,C00153,2026-01-01 13:56:55,1425.71,UPI,FAILED,INSUFFICIENT_FUNDS,1,1.0,0.0,1.0,11.215,1,NONE,1.0,1.0,0.0,2860.33,0.0,0.4984424874052994,1.0,1,11.215,-1.0,1.0,0.6933333333333334,0.05,0.6333333333333333,0.7733333333333333,472.298575,577.33826,NO_ACTION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABSTAIN_LOW_CONFIDENCE
T0004058,C00089,2026-01-01 14:03:22,956.35,UPI,FAILED,INSUFFICIENT_FUNDS,1,0.0,1.0,0.0,7.855277777777777,0,BANK_DECLINE,1.0,0.0,1.0,3258.67,1.0,0.2934786277837277,1.0,2,-1.0,7.855277777777777,1.0,0.02,0.05,0.01,0.1,3.2708375000000007,48.708375000000004,NO_ACTION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABSTAIN_LOW_CONFIDENCE
T0032652,C00710,2026-01-01 14:27:11,932.84,UPI,FAILED,INSUFFICIENT_FUNDS,0,41.0,5.0,0.8913043478260869,-1.0,-1,NONE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,-1.0,-1.0,1.0,0.6102173913043479,0.05,0.550217391304348,0.6902173913043479,267.7140154347827,336.5277554347827,NO_ACTION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABSTAIN_LOW_CONFIDENCE
T0036030,C00783,2026-01-01 14:41:48,1101.5,NETBANKING,FAILED,NETWORK_ERROR,0,30.0,1.0,0.967741935483871,-1.0,-1,NONE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,-1.0,-1.0,1.0,0.8322580645161292,0.05,0.9122580645161291,0.8122580645161291,525.7974354838711,468.21868548387107,NO_ACTION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABSTAIN_LOW_CONFIDENCE
T0045139,C00984,2026-01-01 14:51:37,1799.97,NETBANKING,FAILED,NETWORK_ERROR,1,1.0,0.0,1.0,0.6327777777777778,1,NONE,1.0,1.0,0.0,768.32,0.0,2.342734798000833,1.0,1,0.6327777777777778,-1.0,1.0,0.8133333333333332,0.05,0.8933333333333332,0.7933333333333332,842.4359299999999,748.187505,NO_ACTION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABSTAIN_LOW_CONFIDENCE
T0030903,C00672,2026-01-01 14:54:37,563.24,UPI,FAILED,NETWORK_ERROR,3,3.0,0.0,1.0,5.313611111111111,1,NONE,3.0,3.0,0.0,1216.14,0.0,0.4631374677257552,1.0,1,5.313611111111111,-1.0,1.0,0.88,0.11875,0.95,0.86,297.55925625,269.4536425,NO_ACTION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABSTAIN_LOW_CONFIDENCE
T0023039,C00506,2026-01-01 14:54:38,4325.99,UPI,FAILED,LIMIT_EXCEEDED,2,2.0,0.0,1.0,5.981944444444444,1,NONE,2.0,2.0,0.0,3276.16,0.0,1.3204452773979294,1.0,1,5.981944444444444,-1.0,1.0,0.7066666666666667,0.07916666666666666,0.6666666666666666,0.7366666666666667,1554.4047361111109,1718.0509834027778,NO_ACTION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABSTAIN_LOW_CONFIDENCE
T0004593,C00101,2026-01-01 15:44:40,550.79,UPI,FAILED,NETWORK_ERROR,1,0.0,1.0,0.0,10.529166666666669,0,NETWORK_ERROR,1.0,0.0,1.0,1193.17,1.0,0.4616190484172414,1.0,2,-1.0,10.529166666666669,1.0,0.06000000000000001,0.05,0.14,0.04000000000000001,38.733065,10.066590000000003,NO_ACTION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABSTAIN_LOW_CONFIDENCE
