transaction_id,amount,recovery_probability,confidence,expected_recovery,best_expected_net,recommended_action,actual_recovered,recovered_amount,policy,expected_net_recovery
T0026292,4568.22,0.6697928981701375,0.3395857963402751,3059.761313278786,3058.561313278786,DELAYED_RETRY,1,4568.22,RECLAIM,3058.561313278786
T0019706,4802.65,0.6326804838190164,0.2653609676380328,3038.542925613399,3037.342925613399,DELAYED_RETRY,1,4802.65,RECLAIM,3037.342925613399
T0011826,4436.97,0.6744202868158924,0.3488405736317848,2992.3825799935103,2991.1825799935104,DELAYED_RETRY,1,4436.97,RECLAIM,2991.1825799935104
T0005295,4928.56,0.5917355317625158,0.1834710635250316,2916.404072423465,2915.2040724234653,DELAYED_RETRY,1,4928.56,RECLAIM,2915.2040724234653
T0005715,6531.21,0.4450454033126302,0.1099091933747394,2906.6849885694837,2905.484988569484,DELAYED_RETRY,0,0.0,RECLAIM,2905.484988569484
T0045321,5159.02,0.5619537717799119,0.1239075435598238,2899.1307476880015,2897.9307476880017,DELAYED_RETRY,1,5159.02,RECLAIM,2897.9307476880017
T0007824,6529.86,0.4375447572982346,0.1249104854035306,2857.10600889145,2855.9060088914503,DELAYED_RETRY,0,0.0,RECLAIM,2855.9060088914503
T0032003,4222.16,0.676245375669082,0.3524907513381641,2855.2161753349715,2854.0161753349716,DELAYED_RETRY,1,4222.16,RECLAIM,2854.0161753349716
T0012051,4494.92,0.618869446770873,0.2377388935417459,2781.768653679332,2780.5686536793323,DELAYED_RETRY,0,0.0,RECLAIM,2780.5686536793323
T0042526,6160.93,0.4463599982429644,0.107280003514071,2749.992703975027,2748.792703975027,DELAYED_RETRY,1,6160.93,RECLAIM,2748.792703975027
T0037912,5740.47,0.4639761526551749,0.0720476946896502,2663.441185032452,2662.241185032452,NO_ACTION,1,5740.47,RECLAIM,2662.241185032452
T0034042,4600.71,0.5724095882435771,0.1448191764871542,2633.4905167281077,2632.290516728108,DELAYED_RETRY,1,4600.71,RECLAIM,2632.290516728108
T0009420,6727.76,0.3913165740184673,0.2173668519630652,2632.6839940184836,2631.483994018484,DELAYED_RETRY,1,6727.76,RECLAIM,2631.483994018484
T0029592,4308.03,0.5923061207237348,0.1846122414474695,2551.672537261471,2550.472537261471,DELAYED_RETRY,0,0.0,RECLAIM,2550.472537261471
T0016065,3864.42,0.6580829251813127,0.3161658503626254,2543.1088177291685,2541.9088177291687,DELAYED_RETRY,0,0.0,RECLAIM,2541.9088177291687
T0008556,4692.25,0.5367904543475717,0.0735809086951433,2518.755009412393,2517.5550094123932,NO_ACTION,0,0.0,RECLAIM,2517.5550094123932
T0001623,4475.23,0.5531976800175946,0.1063953600351892,2475.68685354514,2474.48685354514,DELAYED_RETRY,1,4475.23,RECLAIM,2474.48685354514
T0005039,5727.91,0.4275079915372807,0.1449840169254386,2448.7272998063054,2447.5272998063056,DELAYED_RETRY,1,5727.91,RECLAIM,2447.5272998063056
T0022423,4379.85,0.5502224067786585,0.100444813557317,2409.8916083295076,2408.6916083295077,DELAYED_RETRY,1,4379.85,RECLAIM,2408.6916083295077
T0034352,3856.22,0.6201155223497128,0.2402310446994255,2391.3018795954094,2390.1018795954096,DELAYED_RETRY,1,3856.22,RECLAIM,2390.1018795954096
T0033814,3776.6,0.6254866286270899,0.2509732572541798,2362.2128016730676,2361.0128016730678,DELAYED_RETRY,1,3776.6,RECLAIM,2361.0128016730678
T0004825,4300.34,0.5475719373676434,0.0951438747352868,2354.745505139572,2353.545505139572,NO_ACTION,1,4300.34,RECLAIM,2353.545505139572
T0017254,3815.13,0.6069349046238178,0.2138698092476356,2315.5355626774663,2314.3355626774664,DELAYED_RETRY,1,3815.13,RECLAIM,2314.3355626774664
T0008276,3695.33,0.6251163262826447,0.2502326525652893,2310.0111140020454,2308.8111140020455,DELAYED_RETRY,0,0.0,RECLAIM,2308.8111140020455
T0010198,4987.96,0.4628317654539224,0.0743364690921551,2308.586332813547,2307.386332813547,NO_ACTION,1,4987.96,RECLAIM,2307.386332813547
T0002140,5450.57,0.4186292406996428,0.1627415186007144,2281.767980480252,2280.567980480252,DELAYED_RETRY,0,0.0,RECLAIM,2280.567980480252
T0020222,4322.65,0.5268304985171657,0.0536609970343313,2277.303854415226,2276.103854415226,NO_ACTION,1,4322.65,RECLAIM,2276.103854415226
T0021895,3974.88,0.5710221741335135,0.142044348267027,2269.7446195198204,2268.5446195198206,DELAYED_RETRY,0,0.0,RECLAIM,2268.5446195198206
T0020862,5537.97,0.4086783522356417,0.1826432955287166,2263.2484543304167,2262.048454330417,DELAYED_RETRY,1,5537.97,RECLAIM,2262.048454330417
T0041250,3761.39,0.6003157745549079,0.2006315491098158,2258.021751253085,2256.821751253085,DELAYED_RETRY,1,3761.39,RECLAIM,2256.821751253085
T0006659,5457.57,0.4102589046152505,0.179482190769499,2239.0166900610525,2237.8166900610527,DELAYED_RETRY,1,5457.57,RECLAIM,2237.8166900610527
T0015518,4975.57,0.4499772724616433,0.1000454550767133,2238.8934175419786,2237.6934175419788,DELAYED_RETRY,1,4975.57,RECLAIM,2237.6934175419788
T0016179,4098.16,0.5461264626477914,0.0922529252955828,2238.1136241646727,2236.913624164673,NO_ACTION,1,4098.16,RECLAIM,2236.913624164673
T0036036,4342.18,0.513871235865622,0.027742471731244,2231.321402950987,2230.121402950987,NO_ACTION,0,0.0,RECLAIM,2230.121402950987
T0017271,5035.89,0.4421488317775444,0.1157023364449112,2226.612880460218,2225.4128804602183,DELAYED_RETRY,1,5035.89,RECLAIM,2225.4128804602183
T0022056,3873.91,0.5725640259734103,0.1451280519468205,2218.0615058586536,2216.861505858654,DELAYED_RETRY,1,3873.91,RECLAIM,2216.861505858654
T0020800,3505.26,0.627323636652685,0.2546472733053699,2198.9324506131907,2197.732450613191,DELAYED_RETRY,0,0.0,RECLAIM,2197.732450613191
T0041351,3396.35,0.6461800034616649,0.2923600069233298,2194.6534547570254,2193.4534547570256,DELAYED_RETRY,1,3396.35,RECLAIM,2193.4534547570256
T0001218,3722.97,0.5733799489369964,0.1467598978739928,2134.6763484939693,2133.4763484939695,DELAYED_RETRY,1,3722.97,RECLAIM,2133.4763484939695
T0036675,3451.27,0.6149104696225893,0.2298209392451786,2122.2220564943536,2121.022056494354,DELAYED_RETRY,1,3451.27,RECLAIM,2121.022056494354
T0002965,4775.68,0.4429669382683889,0.114066123463222,2115.4683477495796,2114.26834774958,DELAYED_RETRY,1,4775.68,RECLAIM,2114.26834774958
T0029724,5312.11,0.3982075702976819,0.2035848594046362,2115.3224162540187,2114.122416254019,DELAYED_RETRY,1,5312.11,RECLAIM,2114.122416254019
T0010979,3526.31,0.5967851770051511,0.1935703540103022,2104.4495375250344,2103.2495375250346,DELAYED_RETRY,1,3526.31,RECLAIM,2103.2495375250346
T0041150,3964.47,0.5239365905053054,0.0478731810106107,2077.1308949605677,2075.930894960568,NO_ACTION,1,3964.47,RECLAIM,2075.930894960568
T0035132,3389.91,0.6122646315080077,0.2245292630160154,2075.5219969953105,2074.3219969953107,DELAYED_RETRY,1,3389.91,RECLAIM,2074.3219969953107
T0037656,3488.31,0.5913512597710879,0.1827025195421758,2062.8165129720837,2061.616512972084,DELAYED_RETRY,1,3488.31,RECLAIM,2061.616512972084
T0035080,3682.97,0.5585445219861277,0.1170890439722553,2057.1027181392487,2055.902718139249,DELAYED_RETRY,1,3682.97,RECLAIM,2055.902718139249
T0000615,4415.97,0.4655687741275993,0.0688624517448013,2055.9377394842545,2054.7377394842547,NO_ACTION,0,0.0,RECLAIM,2054.7377394842547
T0020328,4929.51,0.4135687967704695,0.1728624064590609,2038.6915193679972,2037.4915193679972,DELAYED_RETRY,0,0.0,RECLAIM,2037.4915193679972
T0022376,4040.65,0.5027036401872765,0.005407280374553,2031.249463722719,2030.0494637227189,NO_ACTION,1,4040.65,RECLAIM,2030.0494637227189
T0042949,3438.61,0.5857538579661165,0.1715077159322329,2014.1790735408679,2012.9790735408678,DELAYED_RETRY,0,0.0,RECLAIM,2012.9790735408678
T0006189,3562.58,0.560687589746752,0.121375179493504,1997.4943934799837,1996.2943934799837,DELAYED_RETRY,0,0.0,RECLAIM,1996.2943934799837
T0002330,3089.91,0.6458327531579805,0.291665506315961,1995.5650823103754,1994.3650823103753,DELAYED_RETRY,1,3089.91,RECLAIM,1994.3650823103753
T0004390,3570.26,0.5535451464447997,0.1070902928895993,1976.3000945460105,1975.1000945460105,DELAYED_RETRY,1,3570.26,RECLAIM,1975.1000945460105
T0024285,4329.66,0.4554269516444451,0.0891460967111097,1971.843855456888,1970.6438554568879,NO_ACTION,0,0.0,RECLAIM,1970.6438554568879
T0021886,5256.59,0.3749432456845867,0.2501135086308266,1970.9229158331416,1969.7229158331415,DELAYED_RETRY,1,5256.59,RECLAIM,1969.7229158331415
T0019405,3359.61,0.5866035826806771,0.1732071653613542,1970.7592624098297,1969.5592624098297,DELAYED_RETRY,1,3359.61,RECLAIM,1969.5592624098297
T0010502,3043.84,0.641039734168526,0.282079468337052,1951.2223844515263,1950.0223844515262,DELAYED_RETRY,0,0.0,RECLAIM,1950.0223844515262
T0003525,3465.69,0.5599988925022219,0.1199977850044438,1940.7825617560254,1939.5825617560254,DELAYED_RETRY,1,3465.69,RECLAIM,1939.5825617560254
T0013097,3516.47,0.5428583688118367,0.0857167376236733,1908.9451681757594,1907.7451681757593,NO_ACTION,1,3516.47,RECLAIM,1907.7451681757593
T0025032,3335.14,0.5704220888699139,0.1408441777398277,1902.4375254736044,1901.2375254736044,DELAYED_RETRY,1,3335.14,RECLAIM,1901.2375254736044
T0043760,3251.86,0.5828673113666634,0.1657346227333267,1895.402895140798,1894.2028951407979,DELAYED_RETRY,1,3251.86,RECLAIM,1894.2028951407979
T0032221,4176.0,0.4535895730160999,0.0928208539678001,1894.1900569152333,1892.9900569152333,NO_ACTION,1,4176.0,RECLAIM,1892.9900569152333
T0020912,2910.04,0.6506999228899442,0.3013998457798883,1893.562803606653,1892.362803606653,DELAYED_RETRY,1,2910.04,RECLAIM,1892.362803606653
T0015660,3006.49,0.6287062210552534,0.2574124421105068,1890.1989665404087,1888.9989665404087,DELAYED_RETRY,1,3006.49,RECLAIM,1888.9989665404087
T0043137,3584.46,0.5191714304961369,0.0383428609922738,1860.9492257561828,1859.7492257561828,NO_ACTION,0,0.0,RECLAIM,1859.7492257561828
T0001969,3555.17,0.5219623910035961,0.0439247820071921,1855.6650336242549,1854.4650336242548,NO_ACTION,0,0.0,RECLAIM,1854.4650336242548
T0029525,5643.7,0.3283827428240702,0.3432345143518595,1853.2936856762049,1852.0936856762048,DELAYED_RETRY,1,5643.7,RECLAIM,1852.0936856762048
T0040160,3285.42,0.5617158003472434,0.1234316006944868,1845.4723247768407,1844.2723247768406,DELAYED_RETRY,1,3285.42,RECLAIM,1844.2723247768406
T0005932,3070.19,0.6003269619459125,0.200653923891825,1843.117835296721,1841.917835296721,DELAYED_RETRY,0,0.0,RECLAIM,1841.917835296721
T0042864,3733.84,0.4927757694478025,0.014448461104395,1839.9458789949829,1838.7458789949828,NO_ACTION,1,3733.84,RECLAIM,1838.7458789949828
T0040193,3584.35,0.5079612638044543,0.0159225276089085,1820.7109559174955,1819.5109559174955,NO_ACTION,1,3584.35,RECLAIM,1819.5109559174955
T0001485,4606.37,0.3938547736133321,0.2122904527733358,1814.2408135292446,1813.0408135292446,DELAYED_RETRY,1,4606.37,RECLAIM,1813.0408135292446
T0023810,3359.75,0.5337321462845045,0.0674642925690089,1793.206578479364,1792.006578479364,NO_ACTION,0,0.0,RECLAIM,1792.006578479364
T0018357,3583.63,0.499394608976544,0.001210782046912,1789.6455025666123,1788.4455025666123,NO_ACTION,0,0.0,RECLAIM,1788.4455025666123
T0025105,3444.56,0.5182373095508673,0.0364746191017346,1785.0995069865355,1783.8995069865355,NO_ACTION,1,3444.56,RECLAIM,1783.8995069865355
T0037318,2936.81,0.6040660228871624,0.2081320457743247,1774.0271366752472,1772.8271366752472,DELAYED_RETRY,1,2936.81,RECLAIM,1772.8271366752472
T0023316,4270.86,0.4091521313430894,0.1816957373138211,1747.4314716679467,1746.2314716679466,DELAYED_RETRY,1,4270.86,RECLAIM,1746.2314716679466
T0038314,4328.96,0.4024318005836505,0.1951363988326989,1742.1111674545998,1740.9111674545998,DELAYED_RETRY,0,0.0,RECLAIM,1740.9111674545998
T0024850,2900.37,0.5932023308612363,0.1864046617224726,1720.5062443600038,1719.3062443600038,DELAYED_RETRY,0,0.0,RECLAIM,1719.3062443600038
T0022506,2950.24,0.5830417443461505,0.166083488692301,1720.113075839787,1718.9130758397869,DELAYED_RETRY,1,2950.24,RECLAIM,1718.9130758397869
T0023521,5498.96,0.3112909383987239,0.3774181232025522,1711.7764186170468,1710.5764186170468,DELAYED_RETRY,0,0.0,RECLAIM,1710.5764186170468
T0024886,3119.61,0.5468837865725771,0.0937675731451541,1706.0641294296772,1704.8641294296772,NO_ACTION,0,0.0,RECLAIM,1704.8641294296772
T0043180,3827.32,0.444440563695782,0.111118872608436,1701.0162582441403,1699.8162582441403,DELAYED_RETRY,1,3827.32,RECLAIM,1699.8162582441403
T0044823,3437.17,0.4922774868423709,0.0154450263152582,1692.041409449992,1690.841409449992,NO_ACTION,1,3437.17,RECLAIM,1690.841409449992
T0027274,3091.65,0.5443245941253173,0.0886491882506346,1682.8611314275372,1681.6611314275372,NO_ACTION,1,3091.65,RECLAIM,1681.6611314275372
T0023828,2744.33,0.6099718371333361,0.2199436742666722,1673.9640118001282,1672.7640118001282,DELAYED_RETRY,1,2744.33,RECLAIM,1672.7640118001282
T0025889,2600.33,0.6398317718913457,0.2796635437826913,1663.7737514022228,1662.5737514022228,DELAYED_RETRY,1,2600.33,RECLAIM,1662.5737514022228
T0019632,3487.77,0.4767882298260933,0.0464235403478132,1662.9276843405535,1661.7276843405534,NO_ACTION,1,3487.77,RECLAIM,1661.7276843405534
T0009618,3165.66,0.5186853030306862,0.0373706060613723,1641.981316392122,1640.7813163921219,NO_ACTION,1,3165.66,RECLAIM,1640.7813163921219
T0038307,3654.98,0.4480321224934166,0.1039357550131667,1637.5484470709878,1636.3484470709877,DELAYED_RETRY,0,0.0,RECLAIM,1636.3484470709877
T0026059,3723.21,0.4379294436728283,0.1241411126543433,1630.503283977111,1629.303283977111,DELAYED_RETRY,1,3723.21,RECLAIM,1629.303283977111
T0042048,2616.95,0.6170070253230585,0.234014050646117,1614.6765349191778,1613.4765349191778,DELAYED_RETRY,0,0.0,RECLAIM,1613.4765349191778
T0027186,2678.26,0.6012895765666252,0.2025791531332503,1610.4098213353298,1609.2098213353297,DELAYED_RETRY,1,2678.26,RECLAIM,1609.2098213353297
T0041511,2597.54,0.618888309519216,0.237776619038432,1607.5871395085444,1606.3871395085444,DELAYED_RETRY,1,2597.54,RECLAIM,1606.3871395085444
T0006338,2920.97,0.540463433873709,0.0809268677474179,1578.6774764420877,1577.4774764420877,NO_ACTION,1,2920.97,RECLAIM,1577.4774764420877
T0016752,3345.45,0.4692699282635716,0.0614601434728566,1569.9190815093655,1568.7190815093654,NO_ACTION,0,0.0,RECLAIM,1568.7190815093654
T0022375,2608.61,0.6003713654340186,0.2007427308680371,1566.1347475848354,1564.9347475848353,DELAYED_RETRY,1,2608.61,RECLAIM,1564.9347475848353
T0025936,2503.51,0.6244970550999515,0.2489941101999029,1563.4346224132796,1562.2346224132796,DELAYED_RETRY,1,2503.51,RECLAIM,1562.2346224132796
T0022824,2879.41,0.5412918314526856,0.0825836629053711,1558.6011124031772,1557.4011124031772,NO_ACTION,1,2879.41,RECLAIM,1557.4011124031772
T0028677,2525.76,0.6152226054131662,0.2304452108263324,1553.9046478483588,1552.7046478483587,DELAYED_RETRY,1,2525.76,RECLAIM,1552.7046478483587
T0000153,3532.84,0.4391947521357395,0.1216104957285209,1551.604788135226,1550.404788135226,DELAYED_RETRY,0,0.0,RECLAIM,1550.404788135226
T0006332,2823.82,0.5492492754630742,0.0984985509261484,1550.9810890381384,1549.7810890381384,NO_ACTION,0,0.0,RECLAIM,1549.7810890381384
T0032309,3379.59,0.4543998641337741,0.0912002717324517,1535.6852368278617,1534.4852368278616,NO_ACTION,1,3379.59,RECLAIM,1534.4852368278616
T0025752,3027.33,0.5060192436738734,0.0120384873477468,1531.8872369512271,1530.687236951227,NO_ACTION,0,0.0,RECLAIM,1530.687236951227
T0036346,2934.57,0.5201249411186759,0.0402498822373518,1526.343048458633,1525.1430484586328,NO_ACTION,1,2934.57,RECLAIM,1525.1430484586328
T0015341,3284.72,0.4621801049800637,0.0756397900398725,1518.1322344301147,1516.9322344301147,NO_ACTION,1,3284.72,RECLAIM,1516.9322344301147
T0029503,4813.1,0.3153648463896713,0.3692703072206573,1517.882542158127,1516.682542158127,DELAYED_RETRY,0,0.0,RECLAIM,1516.682542158127
T0004616,3696.79,0.408304484771443,0.183391030457114,1509.4159362582227,1508.2159362582227,DELAYED_RETRY,1,3696.79,RECLAIM,1508.2159362582227
T0039921,2792.35,0.5391322934643106,0.0782645869286211,1505.4460596550675,1504.2460596550675,NO_ACTION,1,2792.35,RECLAIM,1504.2460596550675
T0018720,3034.85,0.4960148496173217,0.0079703007653566,1505.3306663611286,1504.1306663611285,NO_ACTION,1,3034.85,RECLAIM,1504.1306663611285
T0019010,2455.74,0.6124618644620158,0.2249237289240315,1504.0470990339504,1502.8470990339504,DELAYED_RETRY,1,2455.74,RECLAIM,1502.8470990339504
T0024595,2549.18,0.5811802889364565,0.1623605778729129,1481.533168951036,1480.333168951036,DELAYED_RETRY,1,2549.18,RECLAIM,1480.333168951036
T0011198,2470.25,0.5982259438432335,0.1964518876864669,1477.7676377787475,1476.5676377787474,DELAYED_RETRY,1,2470.25,RECLAIM,1476.5676377787474
T0023604,2765.46,0.5312250851470267,0.0624501702940534,1469.0817239706964,1467.8817239706964,NO_ACTION,0,0.0,RECLAIM,1467.8817239706964
T0020058,2542.15,0.5769536327990903,0.1539072655981805,1466.7026776202074,1465.5026776202074,DELAYED_RETRY,1,2542.15,RECLAIM,1465.5026776202074
T0042583,3936.84,0.3708088466859583,0.2583823066280832,1459.8150999871482,1458.6150999871481,DELAYED_RETRY,0,0.0,RECLAIM,1458.6150999871481
T0032496,2420.0,0.6023654245870276,0.2047308491740551,1457.7243275006067,1456.5243275006067,DELAYED_RETRY,1,2420.0,RECLAIM,1456.5243275006067
T0043325,2691.95,0.5405399112422827,0.0810798224845654,1455.1064140686628,1453.9064140686628,NO_ACTION,0,0.0,RECLAIM,1453.9064140686628
T0020767,2221.85,0.651617903420209,0.3032358068404179,1447.7972387141913,1446.5972387141912,DELAYED_RETRY,1,2221.85,RECLAIM,1446.5972387141912
T0021620,2242.72,0.6429958347841331,0.2859916695682662,1442.0596185870709,1440.8596185870708,DELAYED_RETRY,1,2242.72,RECLAIM,1440.8596185870708
T0044611,3200.52,0.4490227058287979,0.1019545883424042,1437.1061504591842,1435.9061504591841,DELAYED_RETRY,1,3200.52,RECLAIM,1435.9061504591841
T0036983,3213.93,0.4465478783204035,0.1069042433591929,1435.1736225702944,1433.9736225702943,DELAYED_RETRY,1,3213.93,RECLAIM,1433.9736225702943
T0010564,2648.1,0.541762869849575,0.08352573969915,1434.6422556486596,1433.4422556486595,NO_ACTION,1,2648.1,RECLAIM,1433.4422556486595
T0016149,3282.18,0.4360156468776964,0.1279687062446071,1431.0818358690374,1429.8818358690373,DELAYED_RETRY,1,3282.18,RECLAIM,1429.8818358690373
T0041024,3138.11,0.4505718401690723,0.0988563196618552,1413.9439973529675,1412.7439973529674,NO_ACTION,1,3138.11,RECLAIM,1412.7439973529674
T0045776,4416.1,0.3198416454264072,0.3603167091471855,1412.452690367557,1411.2526903675569,DELAYED_RETRY,0,0.0,RECLAIM,1411.2526903675569
T0006383,3318.78,0.4250195651808973,0.1499608696382053,1410.5464325310584,1409.3464325310583,DELAYED_RETRY,1,3318.78,RECLAIM,1409.3464325310583
T0027169,2252.63,0.6212411784290882,0.2424823568581764,1399.4265157647171,1398.226515764717,DELAYED_RETRY,0,0.0,RECLAIM,1398.226515764717
T0019493,3634.57,0.3842492709484366,0.2315014581031267,1396.5808727110593,1395.3808727110593,DELAYED_RETRY,1,3634.57,RECLAIM,1395.3808727110593
T0020525,2794.57,0.495956951498158,0.0080860970036839,1385.9864179482074,1384.7864179482074,NO_ACTION,0,0.0,RECLAIM,1384.7864179482074
T0043797,2373.09,0.5830015400501595,0.1660030801003189,1383.5151246776331,1382.315124677633,DELAYED_RETRY,0,0.0,RECLAIM,1382.315124677633
T0030260,2282.33,0.596768246333958,0.1935364926679159,1362.0220716553822,1360.8220716553822,DELAYED_RETRY,1,2282.33,RECLAIM,1360.8220716553822
T0036246,2871.05,0.4732617045298315,0.0534765909403369,1358.758016790373,1357.558016790373,NO_ACTION,1,2871.05,RECLAIM,1357.558016790373
T0044921,2588.01,0.5178065019314078,0.0356130038628155,1340.0884050635027,1338.8884050635027,NO_ACTION,0,0.0,RECLAIM,1338.8884050635027
T0010403,3334.56,0.3995721631820376,0.2008556736359248,1332.3973524602952,1331.1973524602952,DELAYED_RETRY,0,0.0,RECLAIM,1331.1973524602952
T0043353,2012.5,0.6580897916539721,0.3161795833079441,1324.4057057036189,1323.2057057036188,DELAYED_RETRY,0,0.0,RECLAIM,1323.2057057036188
T0038880,3097.95,0.4267324212136896,0.1465351575726207,1321.9957042989497,1320.7957042989497,DELAYED_RETRY,0,0.0,RECLAIM,1320.7957042989497
T0029558,2736.12,0.4812369765862289,0.0375260468275422,1316.7221163771126,1315.5221163771125,NO_ACTION,1,2736.12,RECLAIM,1315.5221163771125
T0004062,2161.46,0.6090789044447875,0.218157808889575,1316.4996888012304,1315.2996888012303,DELAYED_RETRY,0,0.0,RECLAIM,1315.2996888012303
T0006303,2431.37,0.5395682002107858,0.0791364004215715,1311.8899349464982,1310.6899349464982,NO_ACTION,1,2431.37,RECLAIM,1310.6899349464982
T0009029,2316.16,0.5653722560148787,0.1307445120297574,1309.4926044914214,1308.2926044914213,DELAYED_RETRY,0,0.0,RECLAIM,1308.2926044914213
T0006447,2923.79,0.4455238599220844,0.1089522801558311,1302.6182064015911,1301.418206401591,DELAYED_RETRY,1,2923.79,RECLAIM,1301.418206401591
T0000307,2585.76,0.5000866477045345,0.0001732954090689,1293.1040501684772,1291.9040501684772,NO_ACTION,1,2585.76,RECLAIM,1291.9040501684772
T0016021,2132.52,0.6053174370502113,0.2106348741004227,1290.8515408583166,1289.6515408583166,DELAYED_RETRY,1,2132.52,RECLAIM,1289.6515408583166
T0020509,2852.75,0.4518152876893117,0.0963694246213766,1288.916061955684,1287.716061955684,NO_ACTION,1,2852.75,RECLAIM,1287.716061955684
T0037561,2283.32,0.5643039791722052,0.1286079583444104,1288.4865617234798,1287.2865617234797,DELAYED_RETRY,1,2283.32,RECLAIM,1287.2865617234797
T0037832,3137.03,0.4106317362818198,0.1787365274363603,1288.1640756681572,1286.9640756681572,DELAYED_RETRY,0,0.0,RECLAIM,1286.9640756681572
T0013303,1956.09,0.6561064859444717,0.3122129718889435,1283.4033360911217,1282.2033360911216,DELAYED_RETRY,1,1956.09,RECLAIM,1282.2033360911216
T0005856,2777.65,0.4576809962774445,0.0846380074451109,1271.2776193100437,1270.0776193100437,NO_ACTION,1,2777.65,RECLAIM,1270.0776193100437
T0010020,2236.15,0.5678879402467718,0.1357758804935436,1269.8826175828187,1268.6826175828187,DELAYED_RETRY,1,2236.15,RECLAIM,1268.6826175828187
T0030948,2821.82,0.4495508719803415,0.1008982560393169,1268.5516415715674,1267.3516415715674,DELAYED_RETRY,0,0.0,RECLAIM,1267.3516415715674
